"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,102.36k,821.9145u
,,102.38k,865.9639u
,,102.4k,892.5631u
,,102.42k,923.8035u
,,102.44k,966.4487u
,,102.46k,1.006376m
,,102.48k,1.032189m
,,102.5k,1.053533m
,,102.52k,1.081619m
,,102.54k,1.111629m
,,102.56k,1.13838m
,,102.58k,1.161089m
,,102.6k,1.176292m
,,102.62k,1.184316m
,,102.64k,1.192668m
,,102.66k,1.206644m
,,102.68k,1.219727m
,,102.7k,1.224257m
,,102.72k,1.222569m
,,102.74k,1.221232m
,,102.76k,1.220985m
,,102.78k,1.216267m
,,102.8k,1.206816m
,,102.82k,1.199604m
,,102.84k,1.192205m
,,102.86k,1.178559m
,,102.88k,1.167396m
,,102.9k,1.161267m
,,102.92k,1.145823m
,,102.94k,1.121065m
,,102.96k,1.101183m
,,102.98k,1.085148m
,,103k,1.071788m
,,103.02k,1.064858m
,,103.04k,1.060831m
,,103.06k,1.055329m
,,103.08k,1.040611m
,,103.1k,1.018066m
,,103.12k,999.7611u
,,103.14k,986.8137u
,,103.16k,976.2158u
,,103.18k,966.0506u
,,103.2k,951.194u
,,103.22k,937.4749u
,,103.24k,935.0926u
,,103.26k,933.8806u
,,103.28k,923.3103u
,,103.3k,912.3789u
,,103.32k,903.5259u
,,103.34k,894.2799u
,,103.36k,885.4689u
,,103.38k,872.3207u
,,103.4k,857.8551u
,,103.42k,851.2711u
,,103.44k,848.0127u
,,103.46k,836.6583u
,,103.48k,823.8742u
,,103.5k,819.6669u
,,103.52k,813.4033u
,,103.54k,801.3501u
,,103.56k,793.2916u
,,103.58k,787.9732u
,,103.6k,782.0749u
,,103.62k,773.6466u
,,103.64k,757.0342u
,,103.66k,743.4551u
,,103.68k,746.4487u
,,103.7k,752.3172u
,,103.72k,745.6235u
,,103.74k,727.386u
,,103.76k,707.3413u
,,103.78k,694.8237u
,,103.8k,691.8085u
,,103.82k,692.1488u
,,103.84k,684.3989u
,,103.86k,674.1075u
,,103.88k,674.5058u
,,103.9k,680.7297u
,,103.92k,680.1425u
,,103.94k,668.5018u
,,103.96k,654.7911u
,,103.98k,645.5596u
,,104k,638.1506u
,,104.02k,631.9958u
,,104.04k,629.9231u
,,104.06k,628.9411u
,,104.08k,619.248u
,,104.1k,600.0754u
,,104.12k,582.6238u
,,104.14k,575.3234u
,,104.16k,582.0965u
,,104.18k,594.6588u
,,104.2k,596.9272u
,,104.22k,587.4908u
,,104.24k,575.0252u
,,104.26k,562.0656u
,,104.28k,550.2669u
,,104.3k,546.1249u
,,104.32k,545.5403u
,,104.34k,539.5624u
,,104.36k,532.4316u
,,104.38k,530.4431u
,,104.4k,531.6291u
,,104.42k,529.8711u
,,104.44k,521.1292u
,,104.46k,510.6946u
,,104.48k,508.1113u
,,104.5k,513.1921u
,,104.52k,515.0961u
,,104.54k,506.8477u
,,104.56k,493.3052u
,,104.58k,482.8317u
,,104.6k,481.1381u
,,104.62k,485.7052u
,,104.64k,486.543u
,,104.66k,485.9305u
,,104.68k,487.9373u
,,104.7k,480.1942u
,,104.72k,460.8257u
,,104.74k,446.7944u
,,104.76k,446.812u
,,104.78k,454.5697u
,,104.8k,457.6234u
,,104.82k,452.1291u
,,104.84k,448.6186u
,,104.86k,449.8517u
,,104.88k,448.5064u
,,104.9k,445.3549u
,,104.92k,443.7313u
,,104.94k,440.781u
,,104.96k,435.1858u
,,104.98k,433.1397u
,,105k,431.4139u
,,105.02k,424.9319u
,,105.04k,427.5356u
,,105.06k,437.3468u
,,105.08k,438.4525u
,,105.1k,434.4997u
,,105.12k,434.0598u
,,105.14k,431.9681u
,,105.16k,421.5868u
,,105.18k,406.609u
,,105.2k,396.7799u
,,105.22k,395.3323u
,,105.24k,396.5612u
,,105.26k,399.5838u
,,105.28k,403.0833u
,,105.3k,402.4745u
,,105.32k,397.5351u
,,105.34k,390.9143u
,,105.36k,386.9628u
,,105.38k,384.9875u
,,105.4k,385.2773u
,,105.42k,382.2179u
,,105.44k,374.0922u
,,105.46k,376.3419u
,,105.48k,387.3776u
,,105.5k,390.3912u
,,105.52k,381.6339u
,,105.54k,366.3901u
,,105.56k,353.7408u
,,105.58k,351.5104u
,,105.6k,349.9314u
,,105.62k,341.3767u
,,105.64k,334.3535u
,,105.66k,329.3557u
,,105.68k,322.5674u
,,105.7k,318.0604u
,,105.72k,315.8739u
,,105.74k,313.3756u
,,105.76k,307.3373u
,,105.78k,300.2559u
,,105.8k,303.2829u
,,105.82k,309.7919u
,,105.84k,307.3476u
,,105.86k,299.5323u
,,105.88k,294.1103u
,,105.9k,292.8749u
,,105.92k,289.1594u
,,105.94k,284.7375u
,,105.96k,287.3061u
,,105.98k,292.2245u
,,106k,297.8254u
,,106.02k,302.9028u
,,106.04k,299.1488u
,,106.06k,287.6199u
,,106.08k,276.4786u
,,106.1k,272.0109u
,,106.12k,279.4885u
,,106.14k,287.2u
,,106.16k,285.2973u
,,106.18k,284.9463u
,,106.2k,284.4623u
,,106.22k,279.0295u
,,106.24k,277.4385u
,,106.26k,282.0599u
,,106.28k,290.9465u
,,106.3k,298.308u
,,106.32k,301.0472u
,,106.34k,304.6781u
,,106.36k,313.2488u
,,106.38k,327.4062u
,,106.4k,339.2841u
,,106.42k,343.782u
,,106.44k,346.7978u
,,106.46k,350.176u
,,106.48k,350.1416u
,,106.5k,351.2248u
,,106.52k,359.3426u
,,106.54k,363.9533u
,,106.56k,359.5634u
,,106.58k,357.632u
,,106.6k,362.6475u
,,106.62k,363.819u
,,106.64k,361.1312u
,,106.66k,365.7667u
,,106.68k,371.502u
,,106.7k,374.9831u
,,106.72k,379.0287u
,,106.74k,374.2104u
,,106.76k,362.833u
,,106.78k,363.1312u
,,106.8k,374.7905u
,,106.82k,378.5791u
,,106.84k,367.8746u
,,106.86k,357.3732u
,,106.88k,362.0809u
,,106.9k,371.9383u
,,106.92k,372.0903u
,,106.94k,366.7591u
,,106.96k,361.7762u
,,106.98k,359.7454u
,,107k,361.8642u
,,107.02k,362.5453u
,,107.04k,358.8828u
,,107.06k,354.5601u
,,107.08k,352.8563u
,,107.1k,353.5838u
,,107.12k,355.6269u
,,107.14k,353.3707u
,,107.16k,348.7529u
,,107.18k,348.6126u
,,107.2k,342.4821u
,,107.22k,332.8951u
,,107.24k,335.3794u
,,107.26k,335.0409u
,,107.28k,325.075u
,,107.3k,327.1561u
,,107.32k,339.3185u
,,107.34k,342.8284u
,,107.36k,336.6444u
,,107.38k,325.7013u
,,107.4k,315.0334u
,,107.42k,317.2074u
,,107.44k,325.6461u
,,107.46k,321.3408u
,,107.48k,312.0582u
,,107.5k,307.3276u
,,107.52k,304.4429u
,,107.54k,302.3058u
,,107.56k,300.8809u
,,107.58k,299.7235u
,,107.6k,298.6388u
,,107.62k,298.9259u
,,107.64k,299.0306u
,,107.66k,297.3085u
,,107.68k,293.3904u
,,107.7k,286.3865u
,,107.72k,279.9811u
,,107.74k,281.4374u
,,107.76k,287.2752u
,,107.78k,287.9894u
,,107.8k,285.4868u
,,107.82k,286.8489u
,,107.84k,287.9645u
,,107.86k,284.269u
,,107.88k,283.5503u
,,107.9k,285.3705u
,,107.92k,284.8462u
,,107.94k,285.822u
,,107.96k,288.2351u
,,107.98k,292.7087u
,,108k,297.5629u
,,108.02k,292.6502u
,,108.04k,284.1521u
,,108.06k,288.7799u
,,108.08k,300.4677u
,,108.1k,308.5677u
,,108.12k,310.2152u
,,108.14k,304.5699u
,,108.16k,297.706u
,,108.18k,298.4131u
,,108.2k,304.9861u
,,108.22k,309.7519u
,,108.24k,315.674u
,,108.26k,322.6818u
,,108.28k,324.0962u
,,108.3k,324.0823u
,,108.32k,326.401u
,,108.34k,327.3316u
,,108.36k,327.5372u
,,108.38k,329.0652u
,,108.4k,329.9186u
,,108.42k,327.6139u
,,108.44k,325.3232u
,,108.46k,325.7793u
,,108.48k,325.8739u
,,108.5k,326.3321u
,,108.52k,331.8533u
,,108.54k,337.393u
,,108.56k,337.3359u
,,108.58k,338.7511u
,,108.6k,338.848u
,,108.62k,332.7394u
,,108.64k,328.1712u
,,108.66k,325.345u
,,108.68k,319.7438u
,,108.7k,314.0589u
,,108.72k,312.7194u
,,108.74k,320.3893u
,,108.76k,336.7171u
,,108.78k,348.2696u
,,108.8k,344.8501u
,,108.82k,336.2666u
,,108.84k,338.2904u
,,108.86k,347.3252u
,,108.88k,345.3062u
,,108.9k,329.6587u
,,108.92k,317.2244u
,,108.94k,322.0957u
,,108.96k,334.6199u
,,108.98k,335.9869u
,,109k,330.8622u
,,109.02k,332.2902u
,,109.04k,336.7744u
,,109.06k,338.4945u
,,109.08k,335.5305u
,,109.1k,329.9353u
,,109.12k,323.9523u
,,109.14k,319.6304u
,,109.16k,319.0696u
,,109.18k,318.7931u
,,109.2k,319.4687u
,,109.22k,319.1086u
,,109.24k,315.3951u
,,109.26k,313.66u
,,109.28k,310.6454u
,,109.3k,302.7741u
,,109.32k,298.9099u
,,109.34k,303.221u
,,109.36k,308.1544u
,,109.38k,308.9807u
,,109.4k,308.1719u
,,109.42k,307.538u
,,109.44k,307.2021u
,,109.46k,305.8892u
,,109.48k,303.2783u
,,109.5k,302.9849u
,,109.52k,300.1348u
,,109.54k,294.7137u
,,109.56k,298.1032u
,,109.58k,305.0162u
,,109.6k,304.9532u
,,109.62k,298.8555u
,,109.64k,291.2631u
,,109.66k,290.5816u
,,109.68k,296.5548u
,,109.7k,294.3663u
,,109.72k,282.2949u
,,109.74k,278.1507u
,,109.76k,280.9696u
,,109.78k,278.8942u
,,109.8k,282.0449u
,,109.82k,291.9548u
,,109.84k,294.6702u
,,109.86k,288.7261u
,,109.88k,281.2948u
,,109.9k,273.3431u
,,109.92k,270.1637u
,,109.94k,275.1881u
,,109.96k,273.8952u
,,109.98k,266.0911u
,,110k,265.2269u
,,110.02k,268.7792u
,,110.04k,270.9815u
,,110.06k,271.1822u
,,110.08k,265.4699u
,,110.1k,257.6288u
,,110.12k,260.3318u
,,110.14k,270.7699u
,,110.16k,282.2226u
,,110.18k,291.72u
,,110.2k,294.2888u
,,110.22k,289.8632u
,,110.24k,282.3652u
,,110.26k,275.072u
,,110.28k,270.4823u
,,110.3k,268.7543u
,,110.32k,264.6279u
,,110.34k,260.9176u
,,110.36k,266.0978u
,,110.38k,272.098u
,,110.4k,267.7707u
,,110.42k,257.2281u
,,110.44k,253.5189u
,,110.46k,257.5804u
,,110.48k,257.8249u
,,110.5k,257.8952u
,,110.52k,263.0644u
,,110.54k,260.1995u
,,110.56k,250.5358u
,,110.58k,246.2472u
,,110.6k,247.5425u
,,110.62k,257.0759u
,,110.64k,271.7129u
,,110.66k,277.7077u
,,110.68k,274.1338u
,,110.7k,272.1478u
,,110.72k,272.7667u
,,110.74k,272.319u
,,110.76k,272.2444u
,,110.78k,272.4328u
,,110.8k,272.09u
,,110.82k,274.2393u
,,110.84k,278.1326u
,,110.86k,280.9804u
,,110.88k,284.5387u
,,110.9k,285.7833u
,,110.92k,282.4636u
,,110.94k,278.1471u
,,110.96k,275.6665u
,,110.98k,276.29u
,,111k,281.5675u
,,111.02k,287.6689u
,,111.04k,287.0493u
,,111.06k,287.1078u
,,111.08k,290.1449u
,,111.1k,288.0482u
,,111.12k,286.1888u
,,111.14k,286.5768u
,,111.16k,288.7852u
,,111.18k,294.897u
,,111.2k,297.53u
,,111.22k,290.1361u
,,111.24k,279.7534u
,,111.26k,277.8155u
,,111.28k,283.9748u
,,111.3k,293.5518u
,,111.32k,302.468u
,,111.34k,304.2788u
,,111.36k,298.1701u
,,111.38k,291.2812u
,,111.4k,288.4451u
,,111.42k,289.5703u
,,111.44k,292.7402u
,,111.46k,292.3829u
,,111.48k,291.6808u
,,111.5k,296.1678u
,,111.52k,299.6827u
,,111.54k,301.1926u
,,111.56k,305.6986u
,,111.58k,309.934u
,,111.6k,310.9024u
,,111.62k,310.024u
,,111.64k,309.1173u
,,111.66k,310.676u
,,111.68k,311.6106u
,,111.7k,308.6007u
,,111.72k,303.1156u
,,111.74k,296.3619u
,,111.76k,292.4312u
,,111.78k,290.9769u
,,111.8k,290.1323u
,,111.82k,293.7249u
,,111.84k,295.8368u
,,111.86k,294.6279u
,,111.88k,296.5937u
,,111.9k,298.843u
,,111.92k,300.3432u
,,111.94k,303.5756u
,,111.96k,306.0045u
,,111.98k,301.4827u
,,112k,289.8517u
,,112.02k,280.1951u
,,112.04k,276.5681u
,,112.06k,277.2363u
,,112.08k,280.5273u
,,112.1k,283.1828u
,,112.12k,284.3506u
,,112.14k,284.0033u
,,112.16k,282.631u
,,112.18k,282.9216u
,,112.2k,283.2452u
,,112.22k,280.1524u
,,112.24k,278.1128u
,,112.26k,281.3858u
,,112.28k,286.1412u
,,112.3k,286.5044u
,,112.32k,281.3795u
,,112.34k,275.8278u
,,112.36k,273.0055u
,,112.38k,271.5332u
,,112.4k,270.9992u
,,112.42k,273.8708u
,,112.44k,279.9579u
,,112.46k,285.3838u
,,112.48k,285.77u
,,112.5k,280.7124u
,,112.52k,279.5654u
,,112.54k,287.0552u
,,112.56k,294.0845u
,,112.58k,297.716u
,,112.6k,298.1682u
,,112.62k,293.2584u
,,112.64k,289.7393u
,,112.66k,292.5504u
,,112.68k,295.6214u
,,112.7k,294.0582u
,,112.72k,294.1644u
,,112.74k,299.4288u
,,112.76k,304.1625u
,,112.78k,307.3197u
,,112.8k,310.5723u
,,112.82k,311.1281u
,,112.84k,309.4908u
,,112.86k,311.1708u
,,112.88k,316.0799u
,,112.9k,318.805u
,,112.92k,318.4683u
,,112.94k,320.8344u
,,112.96k,323.6019u
,,112.98k,321.2761u
,,113k,319.5188u
,,113.02k,320.4054u
,,113.04k,319.7293u
,,113.06k,318.3571u
,,113.08k,318.4952u
,,113.1k,316.8187u
,,113.12k,311.3614u
,,113.14k,307.5762u
,,113.16k,306.9038u
,,113.18k,305.2277u
,,113.2k,304.1772u
,,113.22k,302.7866u
,,113.24k,295.1785u
,,113.26k,286.5762u
,,113.28k,283.0358u
,,113.3k,278.6702u
,,113.32k,264.6371u
,,113.34k,247.1531u
,,113.36k,237.8963u
,,113.38k,231.7876u
,,113.4k,224.1659u
,,113.42k,215.2573u
,,113.44k,203.5884u
,,113.46k,190.3725u
,,113.48k,176.3187u
,,113.5k,163.2111u
,,113.52k,153.039u
,,113.54k,144.3485u
,,113.56k,133.8128u
,,113.58k,121.3892u
,,113.6k,111.0349u
,,113.62k,105.3254u
,,113.64k,102.3002u
,,113.66k,98.5562u
,,113.68k,92.5141u
,,113.7k,85.37753u
,,113.72k,81.72806u
,,113.74k,82.34588u
,,113.76k,83.04869u
,,113.78k,80.56924u
,,113.8k,76.48396u
,,113.82k,73.44818u
,,113.84k,70.88165u
,,113.86k,66.54657u
,,113.88k,62.63202u
,,113.9k,64.11656u
,,113.92k,68.43124u
,,113.94k,70.31109u
,,113.96k,72.53674u
,,113.98k,77.2276u
,,114k,79.68729u
,,114.02k,77.88125u
,,114.04k,77.85026u
,,114.06k,83.82424u
,,114.08k,86.86693u
,,114.1k,83.38709u
,,114.12k,80.17168u
,,114.14k,79.10964u
,,114.16k,81.11761u
,,114.18k,84.31212u
,,114.2k,84.64949u
,,114.22k,86.84497u
,,114.24k,92.00701u
,,114.26k,92.4795u
,,114.28k,84.67017u
,,114.3k,77.10041u
,,114.32k,79.27975u
,,114.34k,86.73215u
,,114.36k,92.191u
,,114.38k,98.11812u
,,114.4k,101.1295u
,,114.42k,99.7969u
,,114.44k,100.6361u
,,114.46k,102.8105u
,,114.48k,101.8317u
,,114.5k,102.4514u
,,114.52k,107.4355u
,,114.54k,109.3119u
,,114.56k,105.8456u
,,114.58k,103.9006u
,,114.6k,107.9756u
,,114.62k,111.8545u
,,114.64k,111.0879u
,,114.66k,112.3616u
,,114.68k,117.3189u
,,114.7k,119.3163u
,,114.72k,117.9742u
,,114.74k,117.9252u
,,114.76k,119.2241u
,,114.78k,120.0401u
,,114.8k,119.9653u
,,114.82k,120.6954u
,,114.84k,121.8449u
,,114.86k,119.2653u
,,114.88k,116.46u
,,114.9k,119.1927u
,,114.92k,121.7868u
,,114.94k,119.7537u
,,114.96k,122.1022u
,,114.98k,130.8659u
,,115k,139.0007u
,,115.02k,142.7099u
,,115.04k,138.3474u
,,115.06k,131.9253u
,,115.08k,130.7358u
,,115.1k,131.5323u
,,115.12k,129.7949u
,,115.14k,127.5093u
,,115.16k,129.8609u
,,115.18k,133.595u
,,115.2k,133.2725u
,,115.22k,133.5134u
,,115.24k,135.3426u
,,115.26k,135.1283u
,,115.28k,133.3592u
,,115.3k,130.0269u
,,115.32k,126.4234u
,,115.34k,125.1745u
,,115.36k,125.4957u
,,115.38k,125.2271u
,,115.4k,124.5764u
,,115.42k,126.6206u
,,115.44k,131.1204u
,,115.46k,132.1617u
,,115.48k,131.5419u
,,115.5k,133.6231u
,,115.52k,133.2728u
,,115.54k,129.0527u
,,115.56k,124.4078u
,,115.58k,122.1131u
,,115.6k,125.9527u
,,115.62k,134.2848u
,,115.64k,140.7123u
,,115.66k,142.0755u
,,115.68k,140.8365u
,,115.7k,137.9468u
,,115.72k,134.1677u
,,115.74k,134.8896u
,,115.76k,140.3205u
,,115.78k,143.507u
,,115.8k,145.166u
,,115.82k,146.9784u
,,115.84k,146.0503u
,,115.86k,144.8445u
,,115.88k,145.7711u
,,115.9k,149.262u
,,115.92k,156.8715u
,,115.94k,166.3889u
,,115.96k,170.0994u
,,115.98k,165.4801u
,,116k,163.8573u
,,116.02k,170.1091u
,,116.04k,175.1112u
,,116.06k,173.6224u
,,116.08k,171.2189u
,,116.1k,173.922u
,,116.12k,177.5406u
,,116.14k,177.5741u
,,116.16k,177.6391u
,,116.18k,179.1795u
,,116.2k,180.9711u
,,116.22k,183.1138u
,,116.24k,182.8278u
,,116.26k,178.4936u
,,116.28k,176.2873u
,,116.3k,180.0097u
,,116.32k,180.9892u
,,116.34k,177.0648u
,,116.36k,178.7268u
,,116.38k,184.5815u
,,116.4k,185.0704u
,,116.42k,183.5305u
,,116.44k,184.0376u
,,116.46k,183.1842u
,,116.48k,182.1462u
,,116.5k,183.9141u
,,116.52k,185.0952u
,,116.54k,182.6449u
,,116.56k,181.457u
,,116.58k,185.1497u
,,116.6k,190.6001u
,,116.62k,194.5371u
,,116.64k,194.9476u
,,116.66k,192.1685u
,,116.68k,187.4693u
,,116.7k,181.461u
,,116.72k,176.9909u
,,116.74k,177.6111u
,,116.76k,179.8946u
,,116.78k,178.6857u
,,116.8k,175.9202u
,,116.82k,176.8776u
,,116.84k,182.9023u
,,116.86k,188.4495u
,,116.88k,189.3173u
,,116.9k,185.4026u
,,116.92k,176.643u
,,116.94k,165.9982u
,,116.96k,160.3674u
,,116.98k,162.4454u
,,117k,166.8416u
,,117.02k,168.087u
,,117.04k,163.6696u
,,117.06k,157.7997u
,,117.08k,157.8515u
,,117.1k,159.3725u
,,117.12k,156.2962u
,,117.14k,153.1882u
,,117.16k,153.6997u
,,117.18k,155.6548u
,,117.2k,156.7036u
,,117.22k,152.2645u
,,117.24k,142.5482u
,,117.26k,137.7008u
,,117.28k,138.6947u
,,117.3k,138.515u
,,117.32k,136.8169u
,,117.34k,135.779u
,,117.36k,130.8971u
,,117.38k,126.0426u
,,117.4k,131.2291u
,,117.42k,139.7625u
,,117.44k,141.4004u
,,117.46k,140.3167u
,,117.48k,143.8248u
,,117.5k,151.1509u
,,117.52k,158.3797u
,,117.54k,165.0435u
,,117.56k,174.045u
,,117.58k,186.2385u
,,117.6k,198.9403u
,,117.62k,215.9086u
,,117.64k,239.0973u
,,117.66k,260.8516u
,,117.68k,279.5123u
,,117.7k,305.552u
,,117.72k,339.2742u
,,117.74k,368.604u
,,117.76k,393.4105u
,,117.78k,417.9843u
,,117.8k,441.474u
,,117.82k,462.9978u
,,117.84k,480.9962u
,,117.86k,494.8952u
,,117.88k,507.7127u
,,117.9k,517.056u
,,117.92k,521.4299u
,,117.94k,527.7954u
,,117.96k,534.9344u
,,117.98k,535.5322u
,,118k,531.4552u
,,118.02k,526.4885u
,,118.04k,522.2445u
,,118.06k,514.6533u
,,118.08k,500.6779u
,,118.1k,492.1104u
,,118.12k,490.2412u
,,118.14k,485.0964u
,,118.16k,475.6964u
,,118.18k,464.8507u
,,118.2k,455.314u
,,118.22k,450.8493u
,,118.24k,453.2637u
,,118.26k,457.2144u
,,118.28k,455.5576u
,,118.3k,449.1149u
,,118.32k,441.9108u
,,118.34k,435.5235u
,,118.36k,431.4869u
,,118.38k,427.3418u
,,118.4k,421.7783u
,,118.42k,417.1948u
,,118.44k,416.2971u
,,118.46k,419.2716u
,,118.48k,419.6424u
,,118.5k,415.2835u
,,118.52k,410.7898u
,,118.54k,410.9656u
,,118.56k,413.441u
,,118.58k,412.593u
,,118.6k,414.9737u
,,118.62k,423.0893u
,,118.64k,425.9613u
,,118.66k,422.9927u
,,118.68k,420.5676u
,,118.7k,418.0664u
,,118.72k,413.3158u
,,118.74k,407.6339u
,,118.76k,408.2624u
,,118.78k,415.0489u
,,118.8k,420.3026u
,,118.82k,419.36u
,,118.84k,413.1244u
,,118.86k,410.8472u
,,118.88k,410.9831u
,,118.9k,407.9043u
,,118.92k,408.1198u
,,118.94k,411.6978u
,,118.96k,411.8799u
,,118.98k,411.6072u
,,119k,416.7172u
,,119.02k,423.4023u
,,119.04k,428.0066u
,,119.06k,432.0978u
,,119.08k,433.3553u
,,119.1k,430.146u
,,119.12k,426.8887u
,,119.14k,426.0833u
,,119.16k,428.7061u
,,119.18k,432.2119u
,,119.2k,431.0072u
,,119.22k,429.1026u
,,119.24k,431.6063u
,,119.26k,434.249u
,,119.28k,434.557u
,,119.3k,436.7684u
,,119.32k,439.5141u
,,119.34k,437.567u
,,119.36k,433.005u
,,119.38k,430.3275u
,,119.4k,432.8434u
,,119.42k,436.3977u
,,119.44k,436.3132u
,,119.46k,434.7292u
,,119.48k,431.0906u
,,119.5k,426.3181u
,,119.52k,423.372u
,,119.54k,425.3868u
,,119.56k,430.8252u
,,119.58k,430.5176u
,,119.6k,426.2635u
,,119.62k,425.2772u
,,119.64k,425.1329u
,,119.66k,423.0055u
,,119.68k,417.6126u
,,119.7k,412.4951u
,,119.72k,412.1068u
,,119.74k,412.6429u
,,119.76k,408.7968u
,,119.78k,399.9959u
,,119.8k,393.9269u
,,119.82k,396.3959u
,,119.84k,401.3886u
,,119.86k,401.3993u
,,119.88k,395.6u
,,119.9k,388.6079u
,,119.92k,385.7262u
,,119.94k,388.5024u
,,119.96k,391.7102u
,,119.98k,391.5564u
,,120k,389.7757u
,,120.02k,385.5641u
,,120.04k,381.1812u
,,120.06k,381.3659u
,,120.08k,385.9696u
,,120.1k,390.0709u
,,120.12k,387.0373u
,,120.14k,381.8626u
,,120.16k,383.5404u
,,120.18k,388.8767u
,,120.2k,393.3029u
,,120.22k,396.2846u
,,120.24k,398.6248u
,,120.26k,401.2001u
,,120.28k,404.3334u
,,120.3k,407.3324u
,,120.32k,406.5585u
,,120.34k,403.844u
,,120.36k,405.1336u
,,120.38k,409.6996u
,,120.4k,413.4689u
,,120.42k,417.3034u
,,120.44k,421.6844u
,,120.46k,424.0827u
,,120.48k,425.7468u
,,120.5k,427.6026u
,,120.52k,428.1147u
,,120.54k,429.2579u
,,120.56k,435.0103u
,,120.58k,442.2028u
,,120.6k,446.5465u
,,120.62k,448.5913u
,,120.64k,448.0833u
,,120.66k,448.4813u
,,120.68k,451.6398u
,,120.7k,452.81u
,,120.72k,454.9716u
,,120.74k,462.5129u
,,120.76k,470.5148u
,,120.78k,475.343u
,,120.8k,479.4527u
,,120.82k,486.7062u
,,120.84k,491.1086u
,,120.86k,489.3946u
,,120.88k,489.337u
,,120.9k,491.7763u
,,120.92k,494.5276u
,,120.94k,498.481u
,,120.96k,502.781u
,,120.98k,507.2419u
,,121k,513.0156u
,,121.02k,519.8227u
,,121.04k,524.0342u
,,121.06k,524.4354u
,,121.08k,527.1206u
,,121.1k,535.197u
,,121.12k,543.4737u
,,121.14k,547.1417u
,,121.16k,549.1032u
,,121.18k,553.2438u
,,121.2k,558.8824u
