"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,101.34k,270.8008u
,,101.36k,273.9103u
,,101.38k,269.8451u
,,101.4k,255.8448u
,,101.42k,239.9642u
,,101.44k,232.877u
,,101.46k,231.6896u
,,101.48k,229.3187u
,,101.5k,229.6173u
,,101.52k,231.2209u
,,101.54k,227.7264u
,,101.56k,223.5431u
,,101.58k,217.0642u
,,101.6k,206.69u
,,101.62k,201.5123u
,,101.64k,203.3865u
,,101.66k,211.1658u
,,101.68k,217.8882u
,,101.7k,214.005u
,,101.72k,206.0078u
,,101.74k,202.7952u
,,101.76k,203.3202u
,,101.78k,203.5893u
,,101.8k,205.0238u
,,101.82k,213.6326u
,,101.84k,227.059u
,,101.86k,238.9954u
,,101.88k,250.073u
,,101.9k,262.3762u
,,101.92k,274.3508u
,,101.94k,285.3733u
,,101.96k,295.9232u
,,101.98k,308.9404u
,,102k,327.7744u
,,102.02k,347.9764u
,,102.04k,370.8627u
,,102.06k,400.5595u
,,102.08k,432.7192u
,,102.1k,460.536u
,,102.12k,481.8058u
,,102.14k,505.7846u
,,102.16k,536.8322u
,,102.18k,570.9424u
,,102.2k,605.6057u
,,102.22k,634.6129u
,,102.24k,656.9749u
,,102.26k,683.1181u
,,102.28k,717.9751u
,,102.3k,760.1741u
,,102.32k,808.4963u
,,102.34k,848.2271u
,,102.36k,872.0366u
,,102.38k,896.482u
,,102.4k,932.7089u
,,102.42k,973.8453u
,,102.44k,1.01067m
,,102.46k,1.047847m
,,102.48k,1.09548m
,,102.5k,1.142865m
,,102.52k,1.168203m
,,102.54k,1.178406m
,,102.56k,1.193962m
,,102.58k,1.215472m
,,102.6k,1.237014m
,,102.62k,1.253993m
,,102.64k,1.265528m
,,102.66k,1.275307m
,,102.68k,1.283875m
,,102.7k,1.285789m
,,102.72k,1.277532m
,,102.74k,1.267534m
,,102.76k,1.262303m
,,102.78k,1.258969m
,,102.8k,1.255619m
,,102.82k,1.250778m
,,102.84k,1.239564m
,,102.86k,1.2236m
,,102.88k,1.209553m
,,102.9k,1.194531m
,,102.92k,1.178139m
,,102.94k,1.165812m
,,102.96k,1.155193m
,,102.98k,1.142938m
,,103k,1.130058m
,,103.02k,1.120207m
,,103.04k,1.114451m
,,103.06k,1.106508m
,,103.08k,1.087092m
,,103.1k,1.062381m
,,103.12k,1.052088m
,,103.14k,1.05031m
,,103.16k,1.035354m
,,103.18k,1.009348m
,,103.2k,991.0297u
,,103.22k,987.3639u
,,103.24k,987.0635u
,,103.26k,981.2609u
,,103.28k,969.0232u
,,103.3k,952.2141u
,,103.32k,935.4209u
,,103.34k,920.1168u
,,103.36k,907.0441u
,,103.38k,894.2087u
,,103.4k,878.5584u
,,103.42k,865.4436u
,,103.44k,859.9507u
,,103.46k,858.5868u
,,103.48k,853.2704u
,,103.5k,840.7835u
,,103.52k,824.7504u
,,103.54k,811.4869u
,,103.56k,803.9173u
,,103.58k,797.8239u
,,103.6k,791.6087u
,,103.62k,785.314u
,,103.64k,774.4588u
,,103.66k,763.8897u
,,103.68k,761.002u
,,103.7k,758.4921u
,,103.72k,750.9922u
,,103.74k,741.5297u
,,103.76k,735.7103u
,,103.78k,737.5535u
,,103.8k,733.7343u
,,103.82k,715.5435u
,,103.84k,700.474u
,,103.86k,693.0063u
,,103.88k,685.5319u
,,103.9k,682.2267u
,,103.92k,681.6386u
,,103.94k,676.2461u
,,103.96k,665.9731u
,,103.98k,656.8882u
,,104k,649.7114u
,,104.02k,642.26u
,,104.04k,640.922u
,,104.06k,649.2051u
,,104.08k,653.6989u
,,104.1k,645.7314u
,,104.12k,634.0457u
,,104.14k,624.7396u
,,104.16k,611.8617u
,,104.18k,600.959u
,,104.2k,600.4392u
,,104.22k,596.4774u
,,104.24k,590.3596u
,,104.26k,590.9626u
,,104.28k,587.9215u
,,104.3k,575.6855u
,,104.32k,561.7761u
,,104.34k,556.4222u
,,104.36k,554.8988u
,,104.38k,548.2079u
,,104.4k,541.0801u
,,104.42k,536.2826u
,,104.44k,535.073u
,,104.46k,539.143u
,,104.48k,541.7775u
,,104.5k,539.4062u
,,104.52k,530.0961u
,,104.54k,517.3988u
,,104.56k,511.3411u
,,104.58k,510.3769u
,,104.6k,510.197u
,,104.62k,505.4767u
,,104.64k,494.0801u
,,104.66k,487.1958u
,,104.68k,490.0409u
,,104.7k,496.7417u
,,104.72k,498.6974u
,,104.74k,490.9643u
,,104.76k,482.494u
,,104.78k,485.3289u
,,104.8k,492.1045u
,,104.82k,488.7191u
,,104.84k,481.28u
,,104.86k,480.3136u
,,104.88k,482.0916u
,,104.9k,479.3436u
,,104.92k,470.2447u
,,104.94k,461.7463u
,,104.96k,458.9675u
,,104.98k,455.9024u
,,105k,452.7538u
,,105.02k,457.2217u
,,105.04k,467.3305u
,,105.06k,471.5538u
,,105.08k,467.5029u
,,105.1k,461.231u
,,105.12k,450.5446u
,,105.14k,440.7151u
,,105.16k,439.4593u
,,105.18k,439.5423u
,,105.2k,437.215u
,,105.22k,434.5913u
,,105.24k,431.4347u
,,105.26k,430.2571u
,,105.28k,432.4684u
,,105.3k,431.6149u
,,105.32k,427.2941u
,,105.34k,425.2142u
,,105.36k,426.1996u
,,105.38k,427.3681u
,,105.4k,418.3063u
,,105.42k,398.2224u
,,105.44k,382.2269u
,,105.46k,380.2933u
,,105.48k,388.5575u
,,105.5k,395.8852u
,,105.52k,392.4413u
,,105.54k,385.7242u
,,105.56k,386.3123u
,,105.58k,384.7655u
,,105.6k,375.5551u
,,105.62k,365.5076u
,,105.64k,360.4064u
,,105.66k,358.9816u
,,105.68k,357.4167u
,,105.7k,354.8882u
,,105.72k,349.6213u
,,105.74k,347.8647u
,,105.76k,349.3103u
,,105.78k,344.0715u
,,105.8k,333.9339u
,,105.82k,326.639u
,,105.84k,322.7387u
,,105.86k,318.1771u
,,105.88k,309.5473u
,,105.9k,302.008u
,,105.92k,301.8486u
,,105.94k,305.9384u
,,105.96k,309.1949u
,,105.98k,308.6524u
,,106k,308.5587u
,,106.02k,310.8168u
,,106.04k,309.9633u
,,106.06k,304.8454u
,,106.08k,300.4751u
,,106.1k,294.8738u
,,106.12k,285.7911u
,,106.14k,284.7404u
,,106.16k,291.4914u
,,106.18k,291.8565u
,,106.2k,284.1499u
,,106.22k,274.8758u
,,106.24k,272.6109u
,,106.26k,278.9102u
,,106.28k,286.5043u
,,106.3k,289.3561u
,,106.32k,282.461u
,,106.34k,272.3756u
,,106.36k,266.0067u
,,106.38k,260.1603u
,,106.4k,256.732u
,,106.42k,262.7469u
,,106.44k,276.6174u
,,106.46k,286.8383u
,,106.48k,288.2199u
,,106.5k,283.8802u
,,106.52k,278.5469u
,,106.54k,281.0578u
,,106.56k,289.3217u
,,106.58k,293.8144u
,,106.6k,296.7555u
,,106.62k,300.0538u
,,106.64k,304.9373u
,,106.66k,312.6599u
,,106.68k,315.1089u
,,106.7k,314.2179u
,,106.72k,324.2353u
,,106.74k,339.9165u
,,106.76k,348.9345u
,,106.78k,352.323u
,,106.8k,350.5799u
,,106.82k,341.4948u
,,106.84k,336.848u
,,106.86k,341.8354u
,,106.88k,342.1581u
,,106.9k,340.2959u
,,106.92k,345.7415u
,,106.94k,351.6701u
,,106.96k,351.3524u
,,106.98k,346.6441u
,,107k,345.2662u
,,107.02k,351.3091u
,,107.04k,357.5754u
,,107.06k,358.0955u
,,107.08k,353.1633u
,,107.1k,346.7867u
,,107.12k,344.0843u
,,107.14k,342.6283u
,,107.16k,337.5228u
,,107.18k,332.2877u
,,107.2k,335.1175u
,,107.22k,342.4393u
,,107.24k,338.0079u
,,107.26k,327.4732u
,,107.28k,327.2476u
,,107.3k,331.5526u
,,107.32k,335.9371u
,,107.34k,342.1372u
,,107.36k,341.9652u
,,107.38k,332.141u
,,107.4k,319.0777u
,,107.42k,308.3473u
,,107.44k,307.6827u
,,107.46k,313.0878u
,,107.48k,310.5325u
,,107.5k,300.4721u
,,107.52k,293.7605u
,,107.54k,293.6114u
,,107.56k,293.5023u
,,107.58k,294.7917u
,,107.6k,300.6089u
,,107.62k,304.4661u
,,107.64k,305.5452u
,,107.66k,306.0349u
,,107.68k,302.5981u
,,107.7k,293.8467u
,,107.72k,284.0733u
,,107.74k,279.8802u
,,107.76k,284.2306u
,,107.78k,291.282u
,,107.8k,295.0729u
,,107.82k,294.113u
,,107.84k,286.3043u
,,107.86k,275.3125u
,,107.88k,270.2865u
,,107.9k,271.8262u
,,107.92k,278.1188u
,,107.94k,286.1195u
,,107.96k,288.4755u
,,107.98k,283.7529u
,,108k,279.2078u
,,108.02k,283.08u
,,108.04k,290.9727u
,,108.06k,298.6372u
,,108.08k,304.232u
,,108.1k,306.2976u
,,108.12k,308.1245u
,,108.14k,310.7046u
,,108.16k,310.9563u
,,108.18k,306.3645u
,,108.2k,305.2646u
,,108.22k,314.5585u
,,108.24k,323.9731u
,,108.26k,325.7747u
,,108.28k,324.3416u
,,108.3k,323.4282u
,,108.32k,322.7038u
,,108.34k,323.6349u
,,108.36k,328.9227u
,,108.38k,335.2632u
,,108.4k,339.2218u
,,108.42k,344.9773u
,,108.44k,353.4046u
,,108.46k,359.0192u
,,108.48k,359.451u
,,108.5k,360.1871u
,,108.52k,360.1578u
,,108.54k,354.9562u
,,108.56k,350.6535u
,,108.58k,354.5523u
,,108.6k,361.7637u
,,108.62k,360.1299u
,,108.64k,354.7569u
,,108.66k,359.3422u
,,108.68k,369.1495u
,,108.7k,373.259u
,,108.72k,372.7623u
,,108.74k,367.5811u
,,108.76k,357.8241u
,,108.78k,354.5522u
,,108.8k,360.7135u
,,108.82k,366.3388u
,,108.84k,367.5308u
,,108.86k,365.6878u
,,108.88k,359.017u
,,108.9k,353.1169u
,,108.92k,356.4542u
,,108.94k,361.6866u
,,108.96k,358.1681u
,,108.98k,355.3766u
,,109k,356.963u
,,109.02k,351.4243u
,,109.04k,341.0891u
,,109.06k,333.8412u
,,109.08k,332.494u
,,109.1k,339.1247u
,,109.12k,347.8253u
,,109.14k,345.6977u
,,109.16k,337.8589u
,,109.18k,337.8478u
,,109.2k,340.156u
,,109.22k,335.2244u
,,109.24k,326.9497u
,,109.26k,327.094u
,,109.28k,333.3199u
,,109.3k,333.4388u
,,109.32k,329.6132u
,,109.34k,327.7505u
,,109.36k,328.7837u
,,109.38k,329.5344u
,,109.4k,321.9891u
,,109.42k,311.887u
,,109.44k,309.6335u
,,109.46k,310.8652u
,,109.48k,312.9976u
,,109.5k,313.0288u
,,109.52k,306.9845u
,,109.54k,304.1371u
,,109.56k,304.7859u
,,109.58k,299.6081u
,,109.6k,290.6278u
,,109.62k,284.401u
,,109.64k,282.5407u
,,109.66k,284.154u
,,109.68k,288.3645u
,,109.7k,292.9129u
,,109.72k,291.8923u
,,109.74k,287.9555u
,,109.76k,292.2686u
,,109.78k,300.6465u
,,109.8k,299.9715u
,,109.82k,289.0444u
,,109.84k,278.8271u
,,109.86k,278.9007u
,,109.88k,287.2652u
,,109.9k,295.0772u
,,109.92k,291.638u
,,109.94k,277.6987u
,,109.96k,267.5845u
,,109.98k,267.3699u
,,110k,269.4128u
,,110.02k,271.734u
,,110.04k,277.0487u
,,110.06k,274.9987u
,,110.08k,266.4333u
,,110.1k,266.7742u
,,110.12k,266.7001u
,,110.14k,257.2374u
,,110.16k,251.416u
,,110.18k,253.0734u
,,110.2k,255.2315u
,,110.22k,258.3411u
,,110.24k,261.0221u
,,110.26k,257.5943u
,,110.28k,253.9131u
,,110.3k,258.0263u
,,110.32k,261.7606u
,,110.34k,261.0567u
,,110.36k,260.4101u
,,110.38k,257.8415u
,,110.4k,255.7306u
,,110.42k,254.1268u
,,110.44k,249.814u
,,110.46k,247.9037u
,,110.48k,249.182u
,,110.5k,249.3564u
,,110.52k,247.1591u
,,110.54k,244.9226u
,,110.56k,241.9962u
,,110.58k,234.4996u
,,110.6k,229.5171u
,,110.62k,237.0537u
,,110.64k,250.7879u
,,110.66k,258.8373u
,,110.68k,255.1371u
,,110.7k,243.1353u
,,110.72k,235.7587u
,,110.74k,237.0993u
,,110.76k,242.6366u
,,110.78k,248.119u
,,110.8k,245.7805u
,,110.82k,242.4296u
,,110.84k,248.7519u
,,110.86k,253.358u
,,110.88k,252.7322u
,,110.9k,254.5888u
,,110.92k,256.4986u
,,110.94k,258.3327u
,,110.96k,259.164u
,,110.98k,254.1262u
,,111k,246.7848u
,,111.02k,246.6856u
,,111.04k,255.7222u
,,111.06k,260.3862u
,,111.08k,256.0904u
,,111.1k,257.6375u
,,111.12k,262.9783u
,,111.14k,264.715u
,,111.16k,265.4212u
,,111.18k,261.2585u
,,111.2k,255.9685u
,,111.22k,257.5903u
,,111.24k,263.838u
,,111.26k,270.2462u
,,111.28k,274.7708u
,,111.3k,277.555u
,,111.32k,279.2135u
,,111.34k,277.472u
,,111.36k,273.1419u
,,111.38k,268.7395u
,,111.4k,266.3498u
,,111.42k,267.7273u
,,111.44k,270.1133u
,,111.46k,272.1972u
,,111.48k,273.5897u
,,111.5k,272.9015u
,,111.52k,275.7211u
,,111.54k,283.1168u
,,111.56k,287.2078u
,,111.58k,286.1879u
,,111.6k,283.2634u
,,111.62k,280.6669u
,,111.64k,279.6615u
,,111.66k,279.9715u
,,111.68k,281.5358u
,,111.7k,284.0357u
,,111.72k,287.0163u
,,111.74k,287.5998u
,,111.76k,282.5218u
,,111.78k,276.6737u
,,111.8k,275.7115u
,,111.82k,277.0947u
,,111.84k,277.6807u
,,111.86k,279.2585u
,,111.88k,285.5185u
,,111.9k,292.5439u
,,111.92k,292.9747u
,,111.94k,289.9279u
,,111.96k,287.5872u
,,111.98k,286.3231u
,,112k,289.0004u
,,112.02k,291.8108u
,,112.04k,289.1953u
,,112.06k,287.7326u
,,112.08k,291.6976u
,,112.1k,293.0637u
,,112.12k,287.1501u
,,112.14k,279.9914u
,,112.16k,277.5126u
,,112.18k,277.4268u
,,112.2k,277.0544u
,,112.22k,277.2142u
,,112.24k,277.8612u
,,112.26k,279.6478u
,,112.28k,280.061u
,,112.3k,277.9627u
,,112.32k,275.16u
,,112.34k,270.3325u
,,112.36k,269.0839u
,,112.38k,276.7106u
,,112.4k,286.8795u
,,112.42k,293.463u
,,112.44k,292.9202u
,,112.46k,284.9119u
,,112.48k,276.9773u
,,112.5k,275.7955u
,,112.52k,281.3016u
,,112.54k,286.5337u
,,112.56k,287.6445u
,,112.58k,287.3051u
,,112.6k,285.7301u
,,112.62k,285.8735u
,,112.64k,289.956u
,,112.66k,293.4283u
,,112.68k,296.0495u
,,112.7k,299.2159u
,,112.72k,298.2991u
,,112.74k,293.0114u
,,112.76k,289.1456u
,,112.78k,290.0374u
,,112.8k,294.7319u
,,112.82k,298.9626u
,,112.84k,302.5104u
,,112.86k,305.894u
,,112.88k,303.388u
,,112.9k,299.362u
,,112.92k,303.8386u
,,112.94k,313.8634u
,,112.96k,317.3094u
,,112.98k,309.6657u
,,113k,302.352u
,,113.02k,303.6547u
,,113.04k,308.1368u
,,113.06k,312.7321u
,,113.08k,317.8364u
,,113.1k,321.2466u
,,113.12k,322.6777u
,,113.14k,323.235u
,,113.16k,320.9329u
,,113.18k,315.7286u
,,113.2k,313.2978u
,,113.22k,315.9153u
,,113.24k,319.3439u
,,113.26k,319.4503u
,,113.28k,316.1535u
,,113.3k,309.7996u
,,113.32k,300.7147u
,,113.34k,293.0203u
,,113.36k,290.3121u
,,113.38k,288.8979u
,,113.4k,280.9893u
,,113.42k,268.8823u
,,113.44k,260.9639u
,,113.46k,255.3595u
,,113.48k,246.5854u
,,113.5k,235.7724u
,,113.52k,221.754u
,,113.54k,205.7622u
,,113.56k,195.9182u
,,113.58k,192.8234u
,,113.6k,190.299u
,,113.62k,182.854u
,,113.64k,169.9782u
,,113.66k,156.7282u
,,113.68k,146.4141u
,,113.7k,136.4422u
,,113.72k,126.4473u
,,113.74k,120.5421u
,,113.76k,114.127u
,,113.78k,101.6699u
,,113.8k,89.59162u
,,113.82k,82.46101u
,,113.84k,77.48952u
,,113.86k,74.63478u
,,113.88k,73.49332u
,,113.9k,70.88931u
,,113.92k,68.41772u
,,113.94k,67.30782u
,,113.96k,64.39667u
,,113.98k,61.66185u
,,114k,62.97815u
,,114.02k,64.91787u
,,114.04k,63.73635u
,,114.06k,59.89771u
,,114.08k,57.79447u
,,114.1k,64.01315u
,,114.12k,71.11979u
,,114.14k,69.2508u
,,114.16k,63.69461u
,,114.18k,65.9511u
,,114.2k,72.75347u
,,114.22k,72.90228u
,,114.24k,67.59986u
,,114.26k,63.68691u
,,114.28k,65.72866u
,,114.3k,72.06603u
,,114.32k,73.4804u
,,114.34k,70.35333u
,,114.36k,70.18108u
,,114.38k,71.42848u
,,114.4k,71.48693u
,,114.42k,72.95107u
,,114.44k,78.70454u
,,114.46k,86.19016u
,,114.48k,88.18314u
,,114.5k,87.74175u
,,114.52k,90.14807u
,,114.54k,90.09111u
,,114.56k,84.25195u
,,114.58k,79.98963u
,,114.6k,84.37623u
,,114.62k,89.67189u
,,114.64k,88.08637u
,,114.66k,88.68371u
,,114.68k,92.47798u
,,114.7k,92.46401u
,,114.72k,92.79434u
,,114.74k,96.55121u
,,114.76k,100.0786u
,,114.78k,102.8181u
,,114.8k,105.2475u
,,114.82k,104.8803u
,,114.84k,99.35451u
,,114.86k,94.53639u
,,114.88k,94.0479u
,,114.9k,94.31833u
,,114.92k,94.90111u
,,114.94k,96.09215u
,,114.96k,97.68855u
,,114.98k,100.8582u
,,115k,104.3864u
,,115.02k,106.8318u
,,115.04k,111.8721u
,,115.06k,117.0002u
,,115.08k,115.4405u
,,115.1k,111.9843u
,,115.12k,109.6989u
,,115.14k,107.1075u
,,115.16k,105.4463u
,,115.18k,105.2975u
,,115.2k,108.4438u
,,115.22k,112.3561u
,,115.24k,113.3921u
,,115.26k,112.3078u
,,115.28k,112.4047u
,,115.3k,116.3001u
,,115.32k,120.3293u
,,115.34k,121.9197u
,,115.36k,121.9693u
,,115.38k,120.4027u
,,115.4k,120.4812u
,,115.42k,123.2138u
,,115.44k,124.3911u
,,115.46k,124.1702u
,,115.48k,124.6278u
,,115.5k,126.2197u
,,115.52k,129.5877u
,,115.54k,132.1891u
,,115.56k,129.753u
,,115.58k,123.9675u
,,115.6k,120.6042u
,,115.62k,122.0077u
,,115.64k,126.2224u
,,115.66k,127.3623u
,,115.68k,122.2341u
,,115.7k,115.523u
,,115.72k,112.1818u
,,115.74k,111.477u
,,115.76k,112.1379u
,,115.78k,117.2508u
,,115.8k,124.7183u
,,115.82k,128.9031u
,,115.84k,129.1475u
,,115.86k,131.2708u
,,115.88k,138.7812u
,,115.9k,147.1467u
,,115.92k,151.3854u
,,115.94k,150.3096u
,,115.96k,146.398u
,,115.98k,143.3024u
,,116k,145.4397u
,,116.02k,151.2789u
,,116.04k,155.8515u
,,116.06k,158.8566u
,,116.08k,158.3249u
,,116.1k,152.799u
,,116.12k,147.8625u
,,116.14k,149.5436u
,,116.16k,156.6728u
,,116.18k,161.3071u
,,116.2k,162.2275u
,,116.22k,164.7571u
,,116.24k,166.5699u
,,116.26k,167.1447u
,,116.28k,172.8992u
,,116.3k,181.9488u
,,116.32k,185.6492u
,,116.34k,183.832u
,,116.36k,183.1742u
,,116.38k,185.132u
,,116.4k,189.3111u
,,116.42k,196.0787u
,,116.44k,200.2623u
,,116.46k,199.1885u
,,116.48k,199.8442u
,,116.5k,203.4086u
,,116.52k,204.5271u
,,116.54k,205.039u
,,116.56k,208.9541u
,,116.58k,215.1655u
,,116.6k,218.6533u
,,116.62k,218.5897u
,,116.64k,218.0166u
,,116.66k,215.1423u
,,116.68k,211.6052u
,,116.7k,213.5533u
,,116.72k,219.305u
,,116.74k,220.043u
,,116.76k,213.8108u
,,116.78k,209.7052u
,,116.8k,210.7524u
,,116.82k,213.0686u
,,116.84k,217.6269u
,,116.86k,222.3638u
,,116.88k,224.2463u
,,116.9k,223.6813u
,,116.92k,219.0159u
,,116.94k,213.6539u
,,116.96k,211.1425u
,,116.98k,210.6869u
,,117k,211.93u
,,117.02k,212.8786u
,,117.04k,212.8124u
,,117.06k,211.8883u
,,117.08k,210.8371u
,,117.1k,209.258u
,,117.12k,206.4113u
,,117.14k,204.9212u
,,117.16k,203.0407u
,,117.18k,197.5862u
,,117.2k,195.8512u
,,117.22k,200.7486u
,,117.24k,201.6651u
,,117.26k,199.1885u
,,117.28k,200.2432u
,,117.3k,199.992u
,,117.32k,196.5661u
,,117.34k,195.7909u
,,117.36k,197.7075u
,,117.38k,197.4834u
,,117.4k,194.9641u
,,117.42k,192.2093u
,,117.44k,188.3414u
,,117.46k,183.043u
,,117.48k,181.4587u
,,117.5k,181.8327u
,,117.52k,179.6105u
,,117.54k,179.4954u
,,117.56k,182.0032u
,,117.58k,183.8396u
,,117.6k,186.4423u
,,117.62k,187.9283u
,,117.64k,186.2586u
,,117.66k,187.7073u
,,117.68k,197.0348u
,,117.7k,213.479u
,,117.72k,232.0516u
,,117.74k,243.7733u
,,117.76k,251.0073u
,,117.78k,265.0699u
,,117.8k,286.2742u
,,117.82k,311.1065u
,,117.84k,340.5738u
,,117.86k,371.1607u
,,117.88k,400.97u
,,117.9k,434.8046u
,,117.92k,470.7832u
,,117.94k,502.0113u
,,117.96k,526.1545u
,,117.98k,548.1638u
,,118k,570.7885u
,,118.02k,590.0806u
,,118.04k,605.3334u
,,118.06k,611.6006u
,,118.08k,608.3324u
,,118.1k,605.021u
,,118.12k,603.1365u
,,118.14k,601.0571u
,,118.16k,596.7717u
,,118.18k,588.0697u
,,118.2k,579.7599u
,,118.22k,574.1353u
,,118.24k,571.6232u
,,118.26k,570.6251u
,,118.28k,565.3628u
,,118.3k,556.2625u
,,118.32k,548.4402u
,,118.34k,544.7978u
,,118.36k,540.4223u
,,118.38k,532.0497u
,,118.4k,521.7679u
,,118.42k,511.3591u
,,118.44k,504.3686u
,,118.46k,500.7322u
,,118.48k,497.0882u
,,118.5k,492.7008u
,,118.52k,491.3584u
,,118.54k,493.8056u
,,118.56k,491.4983u
,,118.58k,483.8961u
,,118.6k,482.6685u
,,118.62k,487.9756u
,,118.64k,490.1761u
,,118.66k,488.84u
,,118.68k,486.5505u
,,118.7k,481.7731u
,,118.72k,474.9411u
,,118.74k,469.5848u
,,118.76k,468.2092u
,,118.78k,469.7564u
,,118.8k,472.7484u
,,118.82k,475.9854u
,,118.84k,476.8362u
,,118.86k,471.7823u
,,118.88k,462.9649u
,,118.9k,459.1536u
,,118.92k,463.1112u
,,118.94k,468.424u
,,118.96k,468.881u
,,118.98k,466.4028u
,,119k,465.0794u
,,119.02k,467.3948u
,,119.04k,473.0888u
,,119.06k,477.3877u
,,119.08k,477.2777u
,,119.1k,475.3926u
,,119.12k,475.1116u
,,119.14k,473.6393u
,,119.16k,471.3129u
,,119.18k,471.4708u
,,119.2k,472.879u
,,119.22k,475.2556u
,,119.24k,477.6514u
,,119.26k,478.9062u
,,119.28k,482.0237u
,,119.3k,485.6336u
,,119.32k,483.3076u
,,119.34k,477.9454u
,,119.36k,478.6422u
,,119.38k,480.556u
,,119.4k,477.4242u
,,119.42k,476.013u
,,119.44k,476.2037u
,,119.46k,473.7101u
,,119.48k,473.4871u
,,119.5k,477.7835u
,,119.52k,480.7335u
,,119.54k,482.1201u
,,119.56k,483.297u
,,119.58k,481.2111u
,,119.6k,481.5786u
,,119.62k,488.1536u
,,119.64k,491.3731u
,,119.66k,486.518u
,,119.68k,483.7868u
,,119.7k,490.3685u
,,119.72k,496.9276u
,,119.74k,493.9032u
,,119.76k,487.591u
,,119.78k,484.586u
,,119.8k,482.2882u
,,119.82k,481.423u
,,119.84k,481.9386u
,,119.86k,481.5234u
,,119.88k,480.5397u
,,119.9k,479.9196u
,,119.92k,479.4141u
,,119.94k,476.2784u
,,119.96k,471.0501u
,,119.98k,465.1361u
,,120k,459.2621u
,,120.02k,454.2801u
,,120.04k,450.3228u
,,120.06k,448.1527u
,,120.08k,446.7824u
,,120.1k,444.6186u
,,120.12k,441.9559u
,,120.14k,438.5229u
,,120.16k,430.681u
,,120.18k,423.1972u
,,120.2k,421.9128u
,,120.22k,422.2413u
,,120.24k,424.2989u
,,120.26k,431.2547u
,,120.28k,434.86u
,,120.3k,427.8752u
,,120.32k,417.7758u
,,120.34k,411.5547u
,,120.36k,406.8954u
,,120.38k,406.1615u
,,120.4k,412.4346u
,,120.42k,418.4086u
,,120.44k,418.6453u
,,120.46k,415.1632u
,,120.48k,414.3544u
,,120.5k,418.9033u
,,120.52k,421.4892u
,,120.54k,420.5952u
,,120.56k,423.1032u
,,120.58k,428.2498u
,,120.6k,431.2417u
,,120.62k,435.4856u
,,120.64k,441.7848u
,,120.66k,445.468u
,,120.68k,449.5486u
,,120.7k,455.9476u
,,120.72k,458.9849u
,,120.74k,456.3432u
,,120.76k,454.2391u
,,120.78k,458.6515u
,,120.8k,466.9968u
,,120.82k,473.0551u
,,120.84k,475.1897u
,,120.86k,475.4693u
,,120.88k,478.012u
,,120.9k,488.1223u
,,120.92k,502.1337u
,,120.94k,511.1357u
,,120.96k,513.5096u
,,120.98k,514.5319u
,,121k,518.2906u
,,121.02k,522.8342u
,,121.04k,525.1445u
,,121.06k,527.3459u
,,121.08k,532.568u
,,121.1k,538.6876u
,,121.12k,543.2214u
,,121.14k,547.0033u
,,121.16k,550.7918u
,,121.18k,555.4093u
,,121.2k,562.4294u
,,121.22k,569.1089u
,,121.24k,575.2783u
,,121.26k,585.0321u
,,121.28k,594.0977u
,,121.3k,596.876u
