"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,355.6k,1.271756m
,,355.62k,1.270818m
,,355.64k,1.264472m
,,355.66k,1.256131m
,,355.68k,1.251693m
,,355.7k,1.250874m
,,355.72k,1.251341m
,,355.74k,1.251313m
,,355.76k,1.248942m
,,355.78k,1.245015m
,,355.8k,1.240883m
,,355.82k,1.237997m
,,355.84k,1.235833m
,,355.86k,1.231602m
,,355.88k,1.226996m
,,355.9k,1.22634m
,,355.92k,1.227981m
,,355.94k,1.226607m
,,355.96k,1.223298m
,,355.98k,1.221463m
,,356k,1.219136m
,,356.02k,1.215374m
,,356.04k,1.211886m
,,356.06k,1.209343m
,,356.08k,1.208387m
,,356.1k,1.207421m
,,356.12k,1.205798m
,,356.14k,1.205834m
,,356.16k,1.206868m
,,356.18k,1.20716m
,,356.2k,1.207356m
,,356.22k,1.20773m
,,356.24k,1.207689m
,,356.26k,1.206663m
,,356.28k,1.206035m
,,356.3k,1.20611m
,,356.32k,1.205563m
,,356.34k,1.206004m
,,356.36k,1.207541m
,,356.38k,1.208225m
,,356.4k,1.208477m
,,356.42k,1.208617m
,,356.44k,1.206058m
,,356.46k,1.20316m
,,356.48k,1.20579m
,,356.5k,1.209983m
,,356.52k,1.210118m
,,356.54k,1.209925m
,,356.56k,1.211273m
,,356.58k,1.211909m
,,356.6k,1.213265m
,,356.62k,1.21569m
,,356.64k,1.216918m
,,356.66k,1.217886m
,,356.68k,1.220379m
,,356.7k,1.223311m
,,356.72k,1.226188m
,,356.74k,1.228151m
,,356.76k,1.228735m
,,356.78k,1.231226m
,,356.8k,1.237364m
,,356.82k,1.244234m
,,356.84k,1.249314m
,,356.86k,1.252477m
,,356.88k,1.254546m
,,356.9k,1.257862m
,,356.92k,1.263195m
,,356.94k,1.269124m
,,356.96k,1.273707m
,,356.98k,1.277207m
,,357k,1.282891m
,,357.02k,1.290338m
,,357.04k,1.29679m
,,357.06k,1.301626m
,,357.08k,1.305745m
,,357.1k,1.31036m
,,357.12k,1.316092m
,,357.14k,1.322762m
,,357.16k,1.329905m
,,357.18k,1.338515m
,,357.2k,1.347032m
,,357.22k,1.353603m
,,357.24k,1.360189m
,,357.26k,1.367366m
,,357.28k,1.37455m
,,357.3k,1.381779m
,,357.32k,1.390287m
,,357.34k,1.401877m
,,357.36k,1.415507m
,,357.38k,1.425554m
,,357.4k,1.431195m
,,357.42k,1.438276m
,,357.44k,1.447931m
,,357.46k,1.456915m
,,357.48k,1.464449m
,,357.5k,1.473976m
,,357.52k,1.48561m
,,357.54k,1.496238m
,,357.56k,1.507351m
,,357.58k,1.520508m
,,357.6k,1.535655m
,,357.62k,1.551997m
,,357.64k,1.565174m
,,357.66k,1.57659m
,,357.68k,1.589051m
,,357.7k,1.599351m
,,357.72k,1.61128m
,,357.74k,1.627649m
,,357.76k,1.643192m
,,357.78k,1.657773m
,,357.8k,1.673618m
,,357.82k,1.688955m
,,357.84k,1.703125m
,,357.86k,1.717096m
,,357.88k,1.730244m
,,357.9k,1.742538m
,,357.92k,1.758414m
,,357.94k,1.77911m
,,357.96k,1.798088m
,,357.98k,1.812406m
,,358k,1.82636m
,,358.02k,1.842866m
,,358.04k,1.859187m
,,358.06k,1.874399m
,,358.08k,1.890879m
,,358.1k,1.909607m
,,358.12k,1.93007m
,,358.14k,1.951247m
,,358.16k,1.971519m
,,358.18k,1.990017m
,,358.2k,2.008439m
,,358.22k,2.027206m
,,358.24k,2.045951m
,,358.26k,2.068392m
,,358.28k,2.094975m
,,358.3k,2.119392m
,,358.32k,2.139759m
,,358.34k,2.160118m
,,358.36k,2.184304m
,,358.38k,2.210855m
,,358.4k,2.233857m
,,358.42k,2.253083m
,,358.44k,2.273512m
,,358.46k,2.297313m
,,358.48k,2.324216m
,,358.5k,2.353524m
,,358.52k,2.384262m
,,358.54k,2.414024m
,,358.56k,2.441241m
,,358.58k,2.465957m
,,358.6k,2.489546m
,,358.62k,2.515412m
,,358.64k,2.544909m
,,358.66k,2.57568m
,,358.68k,2.60428m
,,358.7k,2.631776m
,,358.72k,2.661253m
,,358.74k,2.692325m
,,358.76k,2.723729m
,,358.78k,2.756744m
,,358.8k,2.791323m
,,358.82k,2.822685m
,,358.84k,2.852422m
,,358.86k,2.886353m
,,358.88k,2.922224m
,,358.9k,2.956101m
,,358.92k,2.989169m
,,358.94k,3.024851m
,,358.96k,3.06059m
,,358.98k,3.094339m
,,359k,3.131733m
,,359.02k,3.172613m
,,359.04k,3.21208m
,,359.06k,3.250294m
,,359.08k,3.289162m
,,359.1k,3.328813m
,,359.12k,3.368071m
,,359.14k,3.408322m
,,359.16k,3.450899m
,,359.18k,3.492693m
,,359.2k,3.531526m
,,359.22k,3.568778m
,,359.24k,3.610115m
,,359.26k,3.657563m
,,359.28k,3.705478m
,,359.3k,3.751326m
,,359.32k,3.795184m
,,359.34k,3.836519m
,,359.36k,3.878543m
,,359.38k,3.925184m
,,359.4k,3.973896m
,,359.42k,4.021517m
,,359.44k,4.070321m
,,359.46k,4.12092m
,,359.48k,4.170215m
,,359.5k,4.216718m
,,359.52k,4.263274m
,,359.54k,4.313234m
,,359.56k,4.366196m
,,359.58k,4.419279m
,,359.6k,4.470946m
,,359.62k,4.521229m
,,359.64k,4.569011m
,,359.66k,4.61649m
,,359.68k,4.668025m
,,359.7k,4.720526m
,,359.72k,4.770242m
,,359.74k,4.819297m
,,359.76k,4.868642m
,,359.78k,4.918037m
,,359.8k,4.968376m
,,359.82k,5.019508m
,,359.84k,5.070214m
,,359.86k,5.119445m
,,359.88k,5.167158m
,,359.9k,5.214056m
,,359.92k,5.259607m
,,359.94k,5.302456m
,,359.96k,5.341961m
,,359.98k,5.378595m
,,360k,5.414956m
,,360.02k,5.453469m
,,360.04k,5.492183m
,,360.06k,5.526478m
,,360.08k,5.554876m
,,360.1k,5.580442m
,,360.12k,5.607475m
,,360.14k,5.634267m
,,360.16k,5.655996m
,,360.18k,5.675247m
,,360.2k,5.694248m
,,360.22k,5.711416m
,,360.24k,5.726073m
,,360.26k,5.737359m
,,360.28k,5.744076m
,,360.3k,5.744509m
,,360.32k,5.740878m
,,360.34k,5.735778m
,,360.36k,5.728254m
,,360.38k,5.719293m
,,360.4k,5.71089m
,,360.42k,5.70305m
,,360.44k,5.692189m
,,360.46k,5.676186m
,,360.48k,5.658431m
,,360.5k,5.642946m
,,360.52k,5.630247m
,,360.54k,5.616753m
,,360.56k,5.601006m
,,360.58k,5.583678m
,,360.6k,5.566066m
,,360.62k,5.553357m
,,360.64k,5.547397m
,,360.66k,5.542805m
,,360.68k,5.537738m
,,360.7k,5.536303m
,,360.72k,5.541424m
,,360.74k,5.552632m
,,360.76k,5.566392m
,,360.78k,5.581545m
,,360.8k,5.597934m
,,360.82k,5.617762m
,,360.84k,5.647216m
,,360.86k,5.686656m
,,360.88k,5.729284m
,,360.9k,5.768586m
,,360.92k,5.809606m
,,360.94k,5.859622m
,,360.96k,5.91397m
,,360.98k,5.970101m
,,361k,6.029587m
,,361.02k,6.091265m
,,361.04k,6.153646m
,,361.06k,6.214779m
,,361.08k,6.276673m
,,361.1k,6.340706m
,,361.12k,6.405173m
,,361.14k,6.471613m
,,361.16k,6.540522m
,,361.18k,6.608625m
,,361.2k,6.673218m
,,361.22k,6.735168m
,,361.24k,6.797544m
,,361.26k,6.860422m
,,361.28k,6.92386m
,,361.3k,6.987874m
,,361.32k,7.047933m
,,361.34k,7.102149m
,,361.36k,7.15138m
,,361.38k,7.19765m
,,361.4k,7.248729m
,,361.42k,7.304118m
,,361.44k,7.353264m
,,361.46k,7.39472m
,,361.48k,7.434408m
,,361.5k,7.47456m
,,361.52k,7.51194m
,,361.54k,7.545456m
,,361.56k,7.578924m
,,361.58k,7.610459m
,,361.6k,7.637099m
,,361.62k,7.664926m
,,361.64k,7.695201m
,,361.66k,7.72068m
,,361.68k,7.739139m
,,361.7k,7.756458m
,,361.72k,7.776771m
,,361.74k,7.796607m
,,361.76k,7.812012m
,,361.78k,7.824293m
,,361.8k,7.836765m
,,361.82k,7.849673m
,,361.84k,7.859555m
,,361.86k,7.865039m
,,361.88k,7.868728m
,,361.9k,7.871138m
,,361.92k,7.873091m
,,361.94k,7.876218m
,,361.96k,7.87888m
,,361.98k,7.878016m
,,362k,7.872657m
,,362.02k,7.864545m
,,362.04k,7.855457m
,,362.06k,7.845258m
,,362.08k,7.834885m
,,362.1k,7.826769m
,,362.12k,7.819804m
,,362.14k,7.811053m
,,362.16k,7.797669m
,,362.18k,7.780296m
,,362.2k,7.762729m
,,362.22k,7.746154m
,,362.24k,7.730334m
,,362.26k,7.713826m
,,362.28k,7.695021m
,,362.3k,7.674933m
,,362.32k,7.653535m
,,362.34k,7.628953m
,,362.36k,7.603214m
,,362.38k,7.577234m
,,362.4k,7.549781m
,,362.42k,7.52351m
,,362.44k,7.500331m
,,362.46k,7.477086m
,,362.48k,7.45088m
,,362.5k,7.422089m
,,362.52k,7.392246m
,,362.54k,7.363547m
,,362.56k,7.335292m
,,362.58k,7.304928m
,,362.6k,7.27115m
,,362.62k,7.236457m
,,362.64k,7.204236m
,,362.66k,7.171897m
,,362.68k,7.140776m
,,362.7k,7.112914m
,,362.72k,7.081327m
,,362.74k,7.045928m
,,362.76k,7.012621m
,,362.78k,6.981186m
,,362.8k,6.949069m
,,362.82k,6.915586m
,,362.84k,6.882181m
,,362.86k,6.847948m
,,362.88k,6.812708m
,,362.9k,6.781098m
,,362.92k,6.752592m
,,362.94k,6.722858m
,,362.96k,6.693814m
,,362.98k,6.666221m
,,363k,6.63606m
,,363.02k,6.603047m
,,363.04k,6.570451m
,,363.06k,6.53953m
,,363.08k,6.508459m
,,363.1k,6.47526m
,,363.12k,6.441682m
,,363.14k,6.412672m
,,363.16k,6.388151m
,,363.18k,6.360223m
,,363.2k,6.32593m
,,363.22k,6.291835m
,,363.24k,6.263167m
,,363.26k,6.238964m
,,363.28k,6.215798m
,,363.3k,6.191255m
,,363.32k,6.163332m
,,363.34k,6.133165m
,,363.36k,6.104874m
,,363.38k,6.078142m
,,363.4k,6.052262m
,,363.42k,6.02932m
,,363.44k,6.008785m
,,363.46k,5.987622m
,,363.48k,5.96182m
,,363.5k,5.931838m
,,363.52k,5.90274m
,,363.54k,5.87748m
,,363.56k,5.853756m
,,363.58k,5.829835m
,,363.6k,5.807361m
,,363.62k,5.784708m
,,363.64k,5.76068m
,,363.66k,5.73543m
,,363.68k,5.709572m
,,363.7k,5.685058m
,,363.72k,5.660531m
,,363.74k,5.635219m
,,363.76k,5.610044m
,,363.78k,5.58445m
,,363.8k,5.560654m
,,363.82k,5.540668m
,,363.84k,5.521427m
,,363.86k,5.500341m
,,363.88k,5.476071m
,,363.9k,5.44893m
,,363.92k,5.423005m
,,363.94k,5.399998m
,,363.96k,5.376788m
,,363.98k,5.350777m
,,364k,5.322826m
,,364.02k,5.295489m
,,364.04k,5.270455m
,,364.06k,5.247134m
,,364.08k,5.224137m
,,364.1k,5.200147m
,,364.12k,5.175852m
,,364.14k,5.151493m
,,364.16k,5.124892m
,,364.18k,5.097517m
,,364.2k,5.072518m
,,364.22k,5.049217m
,,364.24k,5.023842m
,,364.26k,4.993819m
,,364.28k,4.964011m
,,364.3k,4.941269m
,,364.32k,4.920973m
,,364.34k,4.89498m
,,364.36k,4.865223m
,,364.38k,4.835501m
,,364.4k,4.806243m
,,364.42k,4.777733m
,,364.44k,4.74871m
,,364.46k,4.719704m
,,364.48k,4.692703m
,,364.5k,4.665733m
,,364.52k,4.635946m
,,364.54k,4.605644m
,,364.56k,4.576391m
,,364.58k,4.547385m
,,364.6k,4.517976m
,,364.62k,4.485324m
,,364.64k,4.451762m
,,364.66k,4.422472m
,,364.68k,4.394232m
,,364.7k,4.362645m
,,364.72k,4.329757m
,,364.74k,4.296533m
,,364.76k,4.262718m
,,364.78k,4.22891m
,,364.8k,4.194819m
,,364.82k,4.16139m
,,364.84k,4.128555m
,,364.86k,4.094703m
,,364.88k,4.062048m
,,364.9k,4.030691m
,,364.92k,3.995528m
,,364.94k,3.957457m
,,364.96k,3.920931m
,,364.98k,3.885887m
,,365k,3.84993m
,,365.02k,3.811715m
,,365.04k,3.773918m
,,365.06k,3.738178m
,,365.08k,3.703709m
,,365.1k,3.670529m
,,365.12k,3.635766m
,,365.14k,3.598701m
,,365.16k,3.561932m
,,365.18k,3.526861m
,,365.2k,3.49318m
,,365.22k,3.459954m
,,365.24k,3.425175m
,,365.26k,3.387767m
,,365.28k,3.351409m
,,365.3k,3.315408m
,,365.32k,3.276026m
,,365.34k,3.238261m
,,365.36k,3.205185m
,,365.38k,3.169078m
,,365.4k,3.128951m
,,365.42k,3.0925m
,,365.44k,3.060189m
,,365.46k,3.026939m
,,365.48k,2.99331m
,,365.5k,2.961028m
,,365.52k,2.926776m
,,365.54k,2.891229m
,,365.56k,2.857571m
,,365.58k,2.826052m
,,365.6k,2.796038m
,,365.62k,2.765392m
,,365.64k,2.732882m
,,365.66k,2.701496m
,,365.68k,2.672187m
,,365.7k,2.643279m
,,365.72k,2.616938m
,,365.74k,2.593087m
,,365.76k,2.568197m
,,365.78k,2.543377m
,,365.8k,2.520715m
,,365.82k,2.497659m
,,365.84k,2.475547m
,,365.86k,2.456866m
,,365.88k,2.43823m
,,365.9k,2.418546m
,,365.92k,2.398817m
,,365.94k,2.380351m
,,365.96k,2.365821m
,,365.98k,2.357587m
,,366k,2.352876m
,,366.02k,2.345801m
,,366.04k,2.337588m
,,366.06k,2.333254m
,,366.08k,2.33316m
,,366.1k,2.334302m
,,366.12k,2.335035m
,,366.14k,2.33632m
,,366.16k,2.339282m
,,366.18k,2.344342m
,,366.2k,2.352574m
,,366.22k,2.364324m
,,366.24k,2.378252m
,,366.26k,2.391938m
,,366.28k,2.406936m
,,366.3k,2.424353m
,,366.32k,2.44204m
,,366.34k,2.460851m
,,366.36k,2.480569m
,,366.38k,2.502044m
,,366.4k,2.529019m
,,366.42k,2.560056m
,,366.44k,2.590262m
,,366.46k,2.61928m
,,366.48k,2.649026m
,,366.5k,2.679536m
,,366.52k,2.710572m
,,366.54k,2.743393m
,,366.56k,2.778714m
,,366.58k,2.815663m
,,366.6k,2.851833m
,,366.62k,2.885693m
,,366.64k,2.921604m
,,366.66k,2.960563m
,,366.68k,2.998487m
,,366.7k,3.034809m
,,366.72k,3.070371m
,,366.74k,3.107065m
,,366.76k,3.145379m
,,366.78k,3.182076m
,,366.8k,3.216071m
,,366.82k,3.249826m
,,366.84k,3.284073m
,,366.86k,3.318814m
,,366.88k,3.355888m
,,366.9k,3.394935m
,,366.92k,3.431282m
,,366.94k,3.461851m
,,366.96k,3.493077m
,,366.98k,3.529346m
,,367k,3.564191m
,,367.02k,3.594141m
,,367.04k,3.624349m
,,367.06k,3.656114m
,,367.08k,3.683257m
,,367.1k,3.706337m
,,367.12k,3.730186m
,,367.14k,3.753734m
,,367.16k,3.775418m
,,367.18k,3.797687m
,,367.2k,3.822119m
,,367.22k,3.842555m
,,367.24k,3.85615m
,,367.26k,3.870457m
,,367.28k,3.886692m
,,367.3k,3.902247m
,,367.32k,3.91881m
,,367.34k,3.934962m
,,367.36k,3.949643m
,,367.38k,3.964613m
,,367.4k,3.975929m
,,367.42k,3.980096m
,,367.44k,3.984008m
,,367.46k,3.991464m
,,367.48k,3.998062m
,,367.5k,4.001755m
,,367.52k,4.004006m
,,367.54k,4.009064m
,,367.56k,4.016043m
,,367.58k,4.01893m
,,367.6k,4.018287m
,,367.62k,4.017846m
,,367.64k,4.017243m
,,367.66k,4.013665m
,,367.68k,4.007626m
,,367.7k,3.99991m
,,367.72k,3.990666m
,,367.74k,3.982826m
,,367.76k,3.976596m
,,367.78k,3.968556m
,,367.8k,3.95751m
,,367.82k,3.946724m
,,367.84k,3.938405m
,,367.86k,3.931144m
,,367.88k,3.92221m
,,367.9k,3.90899m
,,367.92k,3.89365m
,,367.94k,3.880215m
,,367.96k,3.867963m
,,367.98k,3.852681m
,,368k,3.834787m
,,368.02k,3.817348m
,,368.04k,3.800819m
,,368.06k,3.786228m
,,368.08k,3.771588m
,,368.1k,3.754822m
,,368.12k,3.738129m
,,368.14k,3.721369m
,,368.16k,3.701209m
,,368.18k,3.679905m
,,368.2k,3.660636m
,,368.22k,3.641672m
,,368.24k,3.623365m
,,368.26k,3.604697m
,,368.28k,3.584012m
,,368.3k,3.563946m
,,368.32k,3.54517m
,,368.34k,3.524266m
,,368.36k,3.500586m
,,368.38k,3.47861m
,,368.4k,3.45929m
,,368.42k,3.439697m
,,368.44k,3.417186m
,,368.46k,3.390808m
,,368.48k,3.365205m
,,368.5k,3.344212m
,,368.52k,3.324953m
,,368.54k,3.303473m
,,368.56k,3.278768m
,,368.58k,3.252314m
,,368.6k,3.228078m
,,368.62k,3.208988m
,,368.64k,3.191218m
,,368.66k,3.170072m
,,368.68k,3.146046m
,,368.7k,3.122001m
,,368.72k,3.100527m
,,368.74k,3.080164m
,,368.76k,3.057837m
,,368.78k,3.034431m
,,368.8k,3.01177m
,,368.82k,2.987844m
,,368.84k,2.963342m
,,368.86k,2.94127m
,,368.88k,2.918184m
,,368.9k,2.893008m
,,368.92k,2.868528m
,,368.94k,2.844916m
,,368.96k,2.824811m
,,368.98k,2.806794m
,,369k,2.784553m
,,369.02k,2.759717m
,,369.04k,2.736568m
,,369.06k,2.714819m
,,369.08k,2.694334m
,,369.1k,2.674516m
,,369.12k,2.654083m
,,369.14k,2.633388m
,,369.16k,2.613411m
,,369.18k,2.593393m
,,369.2k,2.572843m
,,369.22k,2.551226m
,,369.24k,2.527337m
,,369.26k,2.505864m
,,369.28k,2.48809m
,,369.3k,2.468803m
,,369.32k,2.449178m
,,369.34k,2.432384m
,,369.36k,2.414244m
,,369.38k,2.391053m
,,369.4k,2.367644m
,,369.42k,2.347529m
,,369.44k,2.328542m
,,369.46k,2.311392m
,,369.48k,2.295155m
,,369.5k,2.276227m
,,369.52k,2.256727m
,,369.54k,2.237157m
,,369.56k,2.217703m
,,369.58k,2.200453m
,,369.6k,2.183729m
,,369.62k,2.167701m
,,369.64k,2.151761m
,,369.66k,2.134855m
,,369.68k,2.11948m
,,369.7k,2.103883m
,,369.72k,2.085785m
,,369.74k,2.070068m
,,369.76k,2.057994m
,,369.78k,2.045686m
,,369.8k,2.033214m
,,369.82k,2.020289m
,,369.84k,2.005816m
,,369.86k,1.990523m
,,369.88k,1.97622m
,,369.9k,1.964945m
,,369.92k,1.95519m
,,369.94k,1.944402m
,,369.96k,1.932022m
,,369.98k,1.918993m
,,370k,1.908125m
,,370.02k,1.901459m
,,370.04k,1.897783m
,,370.06k,1.893065m
,,370.08k,1.885351m
,,370.1k,1.877225m
,,370.12k,1.86989m
,,370.14k,1.861713m
,,370.16k,1.850651m
,,370.18k,1.839597m
,,370.2k,1.835279m
,,370.22k,1.835501m
,,370.24k,1.834211m
,,370.26k,1.831505m
,,370.28k,1.828035m
,,370.3k,1.824329m
,,370.32k,1.822981m
,,370.34k,1.822374m
,,370.36k,1.818847m
,,370.38k,1.815002m
,,370.4k,1.812823m
,,370.42k,1.811161m
,,370.44k,1.809855m
,,370.46k,1.808514m
,,370.48k,1.808628m
,,370.5k,1.811681m
,,370.52k,1.81651m
,,370.54k,1.81949m
,,370.56k,1.819516m
,,370.58k,1.822674m
,,370.6k,1.829344m
,,370.62k,1.830901m
,,370.64k,1.828292m
,,370.66k,1.82974m
,,370.68k,1.834652m
,,370.7k,1.837621m
,,370.72k,1.837711m
,,370.74k,1.839912m
,,370.76k,1.846234m
,,370.78k,1.85171m
,,370.8k,1.856973m
,,370.82k,1.864903m
,,370.84k,1.872602m
,,370.86k,1.877975m
,,370.88k,1.882816m
,,370.9k,1.889417m
,,370.92k,1.895901m
,,370.94k,1.900412m
,,370.96k,1.905514m
,,370.98k,1.913492m
,,371k,1.921499m
,,371.02k,1.927267m
,,371.04k,1.932732m
,,371.06k,1.937225m
,,371.08k,1.940073m
,,371.1k,1.944635m
,,371.12k,1.952687m
,,371.14k,1.961551m
,,371.16k,1.968254m
,,371.18k,1.972333m
,,371.2k,1.975888m
,,371.22k,1.981934m
,,371.24k,1.989905m
,,371.26k,1.995564m
,,371.28k,1.997925m
,,371.3k,2.000754m
,,371.32k,2.006291m
,,371.34k,2.013836m
,,371.36k,2.020783m
,,371.38k,2.02553m
,,371.4k,2.02939m
,,371.42k,2.033682m
,,371.44k,2.038596m
,,371.46k,2.042895m
,,371.48k,2.046159m
,,371.5k,2.051427m
,,371.52k,2.059139m
,,371.54k,2.064244m
,,371.56k,2.067139m
,,371.58k,2.071415m
,,371.6k,2.075073m
,,371.62k,2.078961m
,,371.64k,2.084867m
,,371.66k,2.088077m
,,371.68k,2.088154m
,,371.7k,2.090493m
,,371.72k,2.095516m
,,371.74k,2.099122m
,,371.76k,2.099046m
,,371.78k,2.096616m
,,371.8k,2.094436m
,,371.82k,2.097102m
,,371.84k,2.104944m
,,371.86k,2.110463m
,,371.88k,2.11042m
,,371.9k,2.109044m
,,371.92k,2.109536m
,,371.94k,2.112687m
,,371.96k,2.117842m
,,371.98k,2.119946m
,,372k,2.118711m
,,372.02k,2.12068m
,,372.04k,2.124049m
,,372.06k,2.122612m
,,372.08k,2.117294m
,,372.1k,2.11351m
,,372.12k,2.11197m
,,372.14k,2.110024m
,,372.16k,2.110019m
,,372.18k,2.110594m
,,372.2k,2.108183m
,,372.22k,2.10703m
,,372.24k,2.107378m
,,372.26k,2.103664m
,,372.28k,2.096755m
,,372.3k,2.091801m
,,372.32k,2.091372m
,,372.34k,2.093255m
,,372.36k,2.090516m
,,372.38k,2.081236m
,,372.4k,2.073612m
,,372.42k,2.072558m
,,372.44k,2.073211m
,,372.46k,2.068944m
,,372.48k,2.060578m
,,372.5k,2.056244m
,,372.52k,2.057528m
,,372.54k,2.056513m
,,372.56k,2.049557m
,,372.58k,2.039995m
,,372.6k,2.035043m
,,372.62k,2.034611m
,,372.64k,2.028884m
,,372.66k,2.018867m
,,372.68k,2.011906m
,,372.7k,2.007193m
,,372.72k,2.001328m
,,372.74k,1.995962m
,,372.76k,1.993144m
,,372.78k,1.989392m
,,372.8k,1.983174m
,,372.82k,1.976147m
,,372.84k,1.968838m
,,372.86k,1.960646m
,,372.88k,1.950281m
,,372.9k,1.941598m
,,372.92k,1.937863m
,,372.94k,1.93331m
,,372.96k,1.926001m
,,372.98k,1.920293m
,,373k,1.916088m
,,373.02k,1.911065m
,,373.04k,1.905614m
,,373.06k,1.899877m
,,373.08k,1.891665m
,,373.1k,1.881554m
,,373.12k,1.876399m
,,373.14k,1.87775m
,,373.16k,1.875833m
,,373.18k,1.866916m
,,373.2k,1.85611m
,,373.22k,1.846985m
,,373.24k,1.839378m
,,373.26k,1.829506m
,,373.28k,1.817917m
,,373.3k,1.810379m
,,373.32k,1.807302m
,,373.34k,1.80413m
,,373.36k,1.797742m
,,373.38k,1.787808m
,,373.4k,1.77727m
,,373.42k,1.767939m
,,373.44k,1.759486m
,,373.46k,1.753822m
,,373.48k,1.751387m
,,373.5k,1.746747m
,,373.52k,1.736919m
,,373.54k,1.726056m
,,373.56k,1.717528m
,,373.58k,1.710822m
,,373.6k,1.70374m
,,373.62k,1.695855m
,,373.64k,1.686434m
,,373.66k,1.675578m
,,373.68k,1.665588m
,,373.7k,1.656375m
,,373.72k,1.647531m
,,373.74k,1.639483m
,,373.76k,1.631016m
,,373.78k,1.621481m
,,373.8k,1.612931m
,,373.82k,1.604273m
,,373.84k,1.595085m
,,373.86k,1.58804m
,,373.88k,1.581544m
,,373.9k,1.572822m
,,373.92k,1.56188m
,,373.94k,1.552062m
,,373.96k,1.543316m
,,373.98k,1.533213m
,,374k,1.524259m
,,374.02k,1.516336m
,,374.04k,1.505734m
,,374.06k,1.49392m
,,374.08k,1.485335m
,,374.1k,1.478974m
,,374.12k,1.47221m
,,374.14k,1.463203m
,,374.16k,1.451376m
,,374.18k,1.439032m
,,374.2k,1.425405m
,,374.22k,1.413503m
,,374.24k,1.408312m
,,374.26k,1.404935m
,,374.28k,1.398193m
,,374.3k,1.390653m
,,374.32k,1.382403m
,,374.34k,1.370345m
,,374.36k,1.359234m
,,374.38k,1.351768m
,,374.4k,1.344369m
,,374.42k,1.335815m
,,374.44k,1.326858m
,,374.46k,1.319627m
,,374.48k,1.313463m
,,374.5k,1.307296m
,,374.52k,1.301802m
,,374.54k,1.297567m
,,374.56k,1.291504m
,,374.58k,1.281053m
,,374.6k,1.273501m
,,374.62k,1.269608m
,,374.64k,1.263722m
,,374.66k,1.257341m
,,374.68k,1.253064m
,,374.7k,1.252315m
,,374.72k,1.251079m
,,374.74k,1.245925m
,,374.76k,1.24083m
,,374.78k,1.236093m
,,374.8k,1.230537m
,,374.82k,1.227383m
,,374.84k,1.225111m
,,374.86k,1.220372m
,,374.88k,1.215517m
,,374.9k,1.2139m
,,374.92k,1.214756m
,,374.94k,1.213841m
,,374.96k,1.209186m
,,374.98k,1.20313m
,,375k,1.198843m
,,375.02k,1.197999m
,,375.04k,1.20142m
,,375.06k,1.205357m
,,375.08k,1.203659m
,,375.1k,1.198944m
,,375.12k,1.196684m
,,375.14k,1.196806m
,,375.16k,1.199913m
,,375.18k,1.204209m
,,375.2k,1.205916m
,,375.22k,1.20654m
,,375.24k,1.205472m
,,375.26k,1.200596m
,,375.28k,1.197162m
,,375.3k,1.198372m
,,375.32k,1.199769m
,,375.34k,1.200378m
,,375.36k,1.201997m
,,375.38k,1.203052m
,,375.4k,1.201061m
,,375.42k,1.196937m
,,375.44k,1.1964m
,,375.46k,1.201109m
,,375.48k,1.204939m
,,375.5k,1.204846m
,,375.52k,1.202706m
,,375.54k,1.201128m
,,375.56k,1.203134m
,,375.58k,1.205869m
,,375.6k,1.204195m
,,375.62k,1.199034m
,,375.64k,1.195889m
,,375.66k,1.198896m
,,375.68k,1.205351m
,,375.7k,1.210152m
,,375.72k,1.210384m
,,375.74k,1.208049m
,,375.76k,1.207023m
,,375.78k,1.20631m
,,375.8k,1.204464m
,,375.82k,1.202121m
,,375.84k,1.201026m
,,375.86k,1.202805m
,,375.88k,1.206359m
,,375.9k,1.209213m
,,375.92k,1.208993m
,,375.94k,1.206496m
,,375.96k,1.205093m
,,375.98k,1.205036m
,,376k,1.205139m
,,376.02k,1.2051m
,,376.04k,1.205666m
,,376.06k,1.207071m
,,376.08k,1.205596m
,,376.1k,1.202042m
,,376.12k,1.198995m
,,376.14k,1.195286m
,,376.16k,1.19347m
,,376.18k,1.193495m
,,376.2k,1.191765m
,,376.22k,1.189145m
,,376.24k,1.188094m
,,376.26k,1.188596m
,,376.28k,1.189378m
,,376.3k,1.187797m
,,376.32k,1.18407m
,,376.34k,1.182153m
,,376.36k,1.182213m
,,376.38k,1.184366m
,,376.4k,1.185776m
,,376.42k,1.180553m
,,376.44k,1.17211m
,,376.46k,1.166439m
,,376.48k,1.16269m
,,376.5k,1.158648m
,,376.52k,1.153868m
,,376.54k,1.151329m
,,376.56k,1.152867m
,,376.58k,1.153029m
,,376.6k,1.151006m
,,376.62k,1.148379m
,,376.64k,1.142742m
,,376.66k,1.136248m
,,376.68k,1.132494m
,,376.7k,1.130642m
,,376.72k,1.126308m
,,376.74k,1.118075m
,,376.76k,1.113283m
,,376.78k,1.112996m
,,376.8k,1.107953m
,,376.82k,1.100413m
,,376.84k,1.096379m
,,376.86k,1.092875m
,,376.88k,1.087524m
,,376.9k,1.079442m
,,376.92k,1.069972m
,,376.94k,1.06567m
,,376.96k,1.067491m
,,376.98k,1.065582m
,,377k,1.056995m
,,377.02k,1.048407m
,,377.04k,1.042579m
,,377.06k,1.038179m
,,377.08k,1.034354m
,,377.1k,1.0305m
