"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,101.98k,336.601u
,,102k,354.6907u
,,102.02k,369.0539u
,,102.04k,383.0181u
,,102.06k,406.6448u
,,102.08k,433.4225u
,,102.1k,457.8422u
,,102.12k,480.1529u
,,102.14k,501.2562u
,,102.16k,526.8374u
,,102.18k,563.5146u
,,102.2k,609.9436u
,,102.22k,651.0071u
,,102.24k,678.7232u
,,102.26k,709.5442u
,,102.28k,750.7708u
,,102.3k,794.7834u
,,102.32k,841.372u
,,102.34k,888.2756u
,,102.36k,930.8778u
,,102.38k,968.4609u
,,102.4k,1.001437m
,,102.42k,1.028308m
,,102.44k,1.051977m
,,102.46k,1.086593m
,,102.48k,1.129548m
,,102.5k,1.157379m
,,102.52k,1.170653m
,,102.54k,1.183997m
,,102.56k,1.19849m
,,102.58k,1.215735m
,,102.6k,1.23847m
,,102.62k,1.259388m
,,102.64k,1.27099m
,,102.66k,1.276336m
,,102.68k,1.279344m
,,102.7k,1.27714m
,,102.72k,1.273898m
,,102.74k,1.275689m
,,102.76k,1.276187m
,,102.78k,1.269046m
,,102.8k,1.255624m
,,102.82k,1.242968m
,,102.84k,1.238361m
,,102.86k,1.234081m
,,102.88k,1.214459m
,,102.9k,1.186628m
,,102.92k,1.168754m
,,102.94k,1.159531m
,,102.96k,1.151948m
,,102.98k,1.146627m
,,103k,1.141214m
,,103.02k,1.124736m
,,103.04k,1.097261m
,,103.06k,1.079822m
,,103.08k,1.077608m
,,103.1k,1.076954m
,,103.12k,1.068665m
,,103.14k,1.048071m
,,103.16k,1.021418m
,,103.18k,1.003664m
,,103.2k,997.7791u
,,103.22k,993.1368u
,,103.24k,981.4612u
,,103.26k,964.4139u
,,103.28k,951.4155u
,,103.3k,943.8706u
,,103.32k,933.0975u
,,103.34k,917.4812u
,,103.36k,901.5731u
,,103.38k,888.2515u
,,103.4k,878.8063u
,,103.42k,874.4601u
,,103.44k,871.7346u
,,103.46k,862.8074u
,,103.48k,845.8118u
,,103.5k,826.9788u
,,103.52k,810.7937u
,,103.54k,802.2371u
,,103.56k,801.9891u
,,103.58k,796.2813u
,,103.6k,779.9705u
,,103.62k,763.3675u
,,103.64k,752.0685u
,,103.66k,746.6228u
,,103.68k,746.9682u
,,103.7k,749.5576u
,,103.72k,749.5586u
,,103.74k,746.008u
,,103.76k,735.3455u
,,103.78k,719.157u
,,103.8k,711.8356u
,,103.82k,709.6512u
,,103.84k,700.4848u
,,103.86k,693.1248u
,,103.88k,688.5921u
,,103.9k,679.48u
,,103.92k,668.6836u
,,103.94k,657.9798u
,,103.96k,648.2852u
,,103.98k,647.6266u
,,104k,653.8332u
,,104.02k,652.1122u
,,104.04k,640.5929u
,,104.06k,627.1417u
,,104.08k,621.4171u
,,104.1k,625.9184u
,,104.12k,623.1927u
,,104.14k,607.9081u
,,104.16k,599.2854u
,,104.18k,593.5286u
,,104.2k,583.9527u
,,104.22k,585.059u
,,104.24k,591.7528u
,,104.26k,593.829u
,,104.28k,590.2812u
,,104.3k,582.4247u
,,104.32k,575.3248u
,,104.34k,568.9966u
,,104.36k,561.9074u
,,104.38k,551.7672u
,,104.4k,536.7095u
,,104.42k,526.1965u
,,104.44k,523.0967u
,,104.46k,519.0902u
,,104.48k,515.9942u
,,104.5k,522.2959u
,,104.52k,531.3966u
,,104.54k,533.7018u
,,104.56k,534.2608u
,,104.58k,526.8153u
,,104.6k,511.3209u
,,104.62k,500.2837u
,,104.64k,491.0035u
,,104.66k,484.155u
,,104.68k,484.6795u
,,104.7k,487.6696u
,,104.72k,487.2865u
,,104.74k,482.8125u
,,104.76k,479.2777u
,,104.78k,480.2692u
,,104.8k,482.7192u
,,104.82k,484.7737u
,,104.84k,483.9642u
,,104.86k,475.8536u
,,104.88k,469.6094u
,,104.9k,475.5788u
,,104.92k,479.4496u
,,104.94k,470.7563u
,,104.96k,466.6423u
,,104.98k,473.1374u
,,105k,474.4719u
,,105.02k,469.4456u
,,105.04k,471.1579u
,,105.06k,475.2129u
,,105.08k,469.211u
,,105.1k,455.0611u
,,105.12k,446.4947u
,,105.14k,447.3095u
,,105.16k,447.3612u
,,105.18k,443.9956u
,,105.2k,439.5868u
,,105.22k,436.7378u
,,105.24k,437.4962u
,,105.26k,437.7703u
,,105.28k,432.7624u
,,105.3k,429.1082u
,,105.32k,432.7253u
,,105.34k,435.1421u
,,105.36k,432.3878u
,,105.38k,429.2539u
,,105.4k,427.2995u
,,105.42k,423.3569u
,,105.44k,415.6093u
,,105.46k,404.3816u
,,105.48k,397.2184u
,,105.5k,399.1768u
,,105.52k,397.5001u
,,105.54k,387.6002u
,,105.56k,379.7102u
,,105.58k,376.073u
,,105.6k,371.3765u
,,105.62k,365.9253u
,,105.64k,363.7267u
,,105.66k,358.6995u
,,105.68k,348.1512u
,,105.7k,343.146u
,,105.72k,344.9327u
,,105.74k,348.5852u
,,105.76k,348.7157u
,,105.78k,345.5u
,,105.8k,341.7701u
,,105.82k,333.0531u
,,105.84k,321.2095u
,,105.86k,314.508u
,,105.88k,315.9155u
,,105.9k,318.9499u
,,105.92k,321.2006u
,,105.94k,321.265u
,,105.96k,317.8248u
,,105.98k,312.2874u
,,106k,305.4415u
,,106.02k,305.7067u
,,106.04k,309.9462u
,,106.06k,305.0903u
,,106.08k,301.2245u
,,106.1k,305.2735u
,,106.12k,302.8189u
,,106.14k,295.8818u
,,106.16k,294.7419u
,,106.18k,297.1079u
,,106.2k,294.8952u
,,106.22k,282.2581u
,,106.24k,266.8303u
,,106.26k,260.4769u
,,106.28k,264.9706u
,,106.3k,273.8062u
,,106.32k,278.4491u
,,106.34k,278.4498u
,,106.36k,276.1491u
,,106.38k,270.8553u
,,106.4k,269.2641u
,,106.42k,274.7111u
,,106.44k,278.1636u
,,106.46k,278.067u
,,106.48k,278.2017u
,,106.5k,282.01u
,,106.52k,291.4376u
,,106.54k,298.5343u
,,106.56k,297.2128u
,,106.58k,292.7402u
,,106.6k,294.6392u
,,106.62k,306.6937u
,,106.64k,318.7391u
,,106.66k,319.7316u
,,106.68k,320.1865u
,,106.7k,330.989u
,,106.72k,345.4299u
,,106.74k,357.1517u
,,106.76k,363.8209u
,,106.78k,359.9702u
,,106.8k,347.9417u
,,106.82k,342.4902u
,,106.84k,346.4074u
,,106.86k,354.3265u
,,106.88k,363.445u
,,106.9k,366.2106u
,,106.92k,364.9258u
,,106.94k,363.6918u
,,106.96k,357.2971u
,,106.98k,347.8174u
,,107k,347.3677u
,,107.02k,359.227u
,,107.04k,367.9977u
,,107.06k,363.3119u
,,107.08k,352.0301u
,,107.1k,346.2577u
,,107.12k,349.2829u
,,107.14k,352.5514u
,,107.16k,354.7118u
,,107.18k,357.4306u
,,107.2k,351.8442u
,,107.22k,334.3635u
,,107.24k,319.3482u
,,107.26k,317.2218u
,,107.28k,320.5664u
,,107.3k,326.0556u
,,107.32k,335.1436u
,,107.34k,337.4414u
,,107.36k,325.7848u
,,107.38k,313.5715u
,,107.4k,314.8287u
,,107.42k,317.2888u
,,107.44k,313.4186u
,,107.46k,313.5529u
,,107.48k,316.6617u
,,107.5k,314.1458u
,,107.52k,306.9219u
,,107.54k,302.0191u
,,107.56k,300.2599u
,,107.58k,297.6479u
,,107.6k,296.0022u
,,107.62k,301.3767u
,,107.64k,309.3989u
,,107.66k,308.5338u
,,107.68k,299.0804u
,,107.7k,290.9464u
,,107.72k,288.0787u
,,107.74k,288.8665u
,,107.76k,286.4572u
,,107.78k,277.7801u
,,107.8k,274.1584u
,,107.82k,281.0983u
,,107.84k,289.943u
,,107.86k,292.2415u
,,107.88k,286.5831u
,,107.9k,282.1083u
,,107.92k,289.4843u
,,107.94k,295.1417u
,,107.96k,287.0694u
,,107.98k,281.8968u
,,108k,285.2795u
,,108.02k,286.9912u
,,108.04k,287.9435u
,,108.06k,293.3422u
,,108.08k,296.4458u
,,108.1k,292.2306u
,,108.12k,290.8809u
,,108.14k,296.9322u
,,108.16k,301.6009u
,,108.18k,301.8065u
,,108.2k,305.9058u
,,108.22k,315.6451u
,,108.24k,320.3475u
,,108.26k,318.242u
,,108.28k,319.6973u
,,108.3k,328.1293u
,,108.32k,334.8188u
,,108.34k,332.4441u
,,108.36k,330.0494u
,,108.38k,338.1344u
,,108.4k,346.924u
,,108.42k,345.1121u
,,108.44k,340.4187u
,,108.46k,342.211u
,,108.48k,348.8439u
,,108.5k,352.9903u
,,108.52k,358.7325u
,,108.54k,367.2451u
,,108.56k,361.0965u
,,108.58k,344.1955u
,,108.6k,339.7911u
,,108.62k,351.7187u
,,108.64k,363.4206u
,,108.66k,364.9157u
,,108.68k,356.8483u
,,108.7k,348.6623u
,,108.72k,352.6427u
,,108.74k,365.8601u
,,108.76k,377.5722u
,,108.78k,382.802u
,,108.8k,384.5689u
,,108.82k,381.6858u
,,108.84k,366.4115u
,,108.86k,350.6571u
,,108.88k,350.103u
,,108.9k,354.1614u
,,108.92k,355.9911u
,,108.94k,361.4201u
,,108.96k,365.5908u
,,108.98k,362.5309u
,,109k,357.5791u
,,109.02k,353.534u
,,109.04k,347.9895u
,,109.06k,343.3853u
,,109.08k,339.337u
,,109.1k,334.1273u
,,109.12k,335.7233u
,,109.14k,341.6791u
,,109.16k,342.4039u
,,109.18k,340.3185u
,,109.2k,336.6782u
,,109.22k,331.1245u
,,109.24k,327.1911u
,,109.26k,325.3921u
,,109.28k,324.7193u
,,109.3k,324.3096u
,,109.32k,322.0879u
,,109.34k,320.628u
,,109.36k,321.0437u
,,109.38k,315.0953u
,,109.4k,302.4929u
,,109.42k,295.9736u
,,109.44k,302.7447u
,,109.46k,313.8072u
,,109.48k,315.1921u
,,109.5k,312.2707u
,,109.52k,315.9866u
,,109.54k,317.3211u
,,109.56k,310.2485u
,,109.58k,303.9667u
,,109.6k,304.6781u
,,109.62k,307.4927u
,,109.64k,305.5056u
,,109.66k,296.9587u
,,109.68k,292.6822u
,,109.7k,298.6972u
,,109.72k,298.8623u
,,109.74k,287.2869u
,,109.76k,276.3338u
,,109.78k,273.2557u
,,109.8k,274.5482u
,,109.82k,278.5511u
,,109.84k,286.5886u
,,109.86k,293.0181u
,,109.88k,292.4163u
,,109.9k,291.3248u
,,109.92k,294.1546u
,,109.94k,296.9344u
,,109.96k,299.0355u
,,109.98k,300.4101u
,,110k,293.6636u
,,110.02k,282.3575u
,,110.04k,277.8739u
,,110.06k,270.3816u
,,110.08k,254.2385u
,,110.1k,243.6768u
,,110.12k,243.8994u
,,110.14k,246.1514u
,,110.16k,249.9801u
,,110.18k,261.2549u
,,110.2k,272.5207u
,,110.22k,274.1487u
,,110.24k,270.4931u
,,110.26k,266.0145u
,,110.28k,256.684u
,,110.3k,248.0378u
,,110.32k,243.3737u
,,110.34k,239.3871u
,,110.36k,241.4896u
,,110.38k,249.1347u
,,110.4k,256.352u
,,110.42k,259.3574u
,,110.44k,256.142u
,,110.46k,249.6489u
,,110.48k,242.9599u
,,110.5k,242.0296u
,,110.52k,248.6631u
,,110.54k,253.217u
,,110.56k,252.5938u
,,110.58k,247.0397u
,,110.6k,244.4646u
,,110.62k,253.5979u
,,110.64k,255.8375u
,,110.66k,247.0968u
,,110.68k,248.9873u
,,110.7k,256.7285u
,,110.72k,252.9212u
,,110.74k,241.328u
,,110.76k,235.9011u
,,110.78k,240.7556u
,,110.8k,249.6442u
,,110.82k,252.6441u
,,110.84k,248.8241u
,,110.86k,247.5391u
,,110.88k,252.0078u
,,110.9k,257.8058u
,,110.92k,263.3153u
,,110.94k,266.7835u
,,110.96k,262.013u
,,110.98k,253.8249u
,,111k,252.6214u
,,111.02k,253.7489u
,,111.04k,253.3885u
,,111.06k,257.3138u
,,111.08k,261.1616u
,,111.1k,257.8349u
,,111.12k,253.0042u
,,111.14k,253.7059u
,,111.16k,259.7976u
,,111.18k,267.8314u
,,111.2k,273.5235u
,,111.22k,273.3654u
,,111.24k,268.7971u
,,111.26k,264.0622u
,,111.28k,261.4879u
,,111.3k,260.9776u
,,111.32k,259.5905u
,,111.34k,258.6608u
,,111.36k,265.0808u
,,111.38k,275.6345u
,,111.4k,278.8615u
,,111.42k,278.2843u
,,111.44k,281.6269u
,,111.46k,282.3906u
,,111.48k,279.765u
,,111.5k,277.7164u
,,111.52k,275.8946u
,,111.54k,277.7875u
,,111.56k,282.603u
,,111.58k,284.4983u
,,111.6k,282.7815u
,,111.62k,280.6033u
,,111.64k,280.551u
,,111.66k,281.0682u
,,111.68k,280.0375u
,,111.7k,278.634u
,,111.72k,280.3883u
,,111.74k,284.9379u
,,111.76k,287.0288u
,,111.78k,288.6546u
,,111.8k,292.0029u
,,111.82k,296.5495u
,,111.84k,301.3017u
,,111.86k,300.7673u
,,111.88k,294.8984u
,,111.9k,288.2539u
,,111.92k,287.0363u
,,111.94k,292.9052u
,,111.96k,296.3996u
,,111.98k,293.932u
,,112k,292.9184u
,,112.02k,294.8882u
,,112.04k,291.2922u
,,112.06k,282.5441u
,,112.08k,279.6893u
,,112.1k,283.8639u
,,112.12k,287.8858u
,,112.14k,290.1635u
,,112.16k,292.4608u
,,112.18k,292.7593u
,,112.2k,289.8701u
,,112.22k,286.4545u
,,112.24k,282.0669u
,,112.26k,277.8103u
,,112.28k,276.1283u
,,112.3k,276.8435u
,,112.32k,281.4029u
,,112.34k,286.2653u
,,112.36k,288.9794u
,,112.38k,288.9296u
,,112.4k,283.9936u
,,112.42k,280.2383u
,,112.44k,279.1462u
,,112.46k,278.6023u
,,112.48k,281.8065u
,,112.5k,285.404u
,,112.52k,283.4413u
,,112.54k,280.2395u
,,112.56k,282.9651u
,,112.58k,289.5652u
,,112.6k,294.1228u
,,112.62k,295.5989u
,,112.64k,293.4484u
,,112.66k,288.7832u
,,112.68k,289.0499u
,,112.7k,296.9044u
,,112.72k,304.31u
,,112.74k,304.3221u
,,112.76k,300.8823u
,,112.78k,301.9541u
,,112.8k,304.608u
,,112.82k,303.111u
,,112.84k,301.1306u
,,112.86k,302.3081u
,,112.88k,305.0192u
,,112.9k,307.7514u
,,112.92k,312.7212u
,,112.94k,318.9917u
,,112.96k,321.3056u
,,112.98k,318.4282u
,,113k,313.134u
,,113.02k,310.3953u
,,113.04k,311.8179u
,,113.06k,312.0037u
,,113.08k,310.8481u
,,113.1k,314.9142u
,,113.12k,321.0389u
,,113.14k,319.1316u
,,113.16k,313.9156u
,,113.18k,314.103u
,,113.2k,315.5545u
,,113.22k,315.5805u
,,113.24k,312.1849u
,,113.26k,304.1406u
,,113.28k,298.1177u
,,113.3k,298.7318u
,,113.32k,301.7338u
,,113.34k,298.4823u
,,113.36k,287.772u
,,113.38k,277.187u
,,113.4k,268.601u
,,113.42k,262.5041u
,,113.44k,260.4665u
,,113.46k,254.3072u
,,113.48k,239.9238u
,,113.5k,228.0097u
,,113.52k,221.6342u
,,113.54k,211.3555u
,,113.56k,197.547u
,,113.58k,184.9297u
,,113.6k,173.055u
,,113.62k,161.1383u
,,113.64k,152.4882u
,,113.66k,147.2018u
,,113.68k,138.9902u
,,113.7k,128.5898u
,,113.72k,117.0159u
,,113.74k,102.5383u
,,113.76k,93.41489u
,,113.78k,92.00608u
,,113.8k,87.30042u
,,113.82k,79.15242u
,,113.84k,76.92233u
,,113.86k,77.98046u
,,113.88k,74.41325u
,,113.9k,69.61122u
,,113.92k,67.57351u
,,113.94k,63.93109u
,,113.96k,57.91666u
,,113.98k,57.25382u
,,114k,63.40271u
,,114.02k,67.7439u
,,114.04k,67.97408u
,,114.06k,66.16994u
,,114.08k,59.97363u
,,114.1k,53.11582u
,,114.12k,52.74948u
,,114.14k,58.44485u
,,114.16k,62.88743u
,,114.18k,62.90265u
,,114.2k,63.08937u
,,114.22k,68.06145u
,,114.24k,75.30095u
,,114.26k,79.00055u
,,114.28k,79.21022u
,,114.3k,78.19641u
,,114.32k,77.03616u
,,114.34k,76.36839u
,,114.36k,77.28346u
,,114.38k,79.32794u
,,114.4k,79.37662u
,,114.42k,76.26905u
,,114.44k,74.88912u
,,114.46k,79.55995u
,,114.48k,85.69484u
,,114.5k,88.22831u
,,114.52k,88.03075u
,,114.54k,88.61448u
,,114.56k,88.93989u
,,114.58k,87.08566u
,,114.6k,85.66233u
,,114.62k,85.44351u
,,114.64k,87.44493u
,,114.66k,89.76093u
,,114.68k,88.96861u
,,114.7k,90.80614u
,,114.72k,97.56866u
,,114.74k,103.099u
,,114.76k,104.9109u
,,114.78k,106.1284u
,,114.8k,106.8761u
,,114.82k,102.7013u
,,114.84k,97.35103u
,,114.86k,97.26946u
,,114.88k,101.2394u
,,114.9k,106.9654u
,,114.92k,111.9573u
,,114.94k,114.4043u
,,114.96k,114.8026u
,,114.98k,113.0236u
,,115k,109.5683u
,,115.02k,107.1594u
,,115.04k,105.9518u
,,115.06k,104.5369u
,,115.08k,103.2503u
,,115.1k,103.3488u
,,115.12k,109.595u
,,115.14k,121.053u
,,115.16k,128.9178u
,,115.18k,127.241u
,,115.2k,118.3026u
,,115.22k,114.4179u
,,115.24k,120.1095u
,,115.26k,124.4172u
,,115.28k,125.1482u
,,115.3k,126.3958u
,,115.32k,127.3199u
,,115.34k,126.6521u
,,115.36k,125.9689u
,,115.38k,126.3497u
,,115.4k,124.8667u
,,115.42k,125.361u
,,115.44k,129.8697u
,,115.46k,131.116u
,,115.48k,126.1308u
,,115.5k,118.3008u
,,115.52k,113.236u
,,115.54k,113.6921u
,,115.56k,116.7982u
,,115.58k,118.0925u
,,115.6k,118.9954u
,,115.62k,123.0599u
,,115.64k,127.126u
,,115.66k,128.587u
,,115.68k,130.8221u
,,115.7k,133.3883u
,,115.72k,132.7757u
,,115.74k,127.334u
,,115.76k,122.6875u
,,115.78k,123.2869u
,,115.8k,126.8116u
,,115.82k,129.4138u
,,115.84k,130.6154u
,,115.86k,134.2019u
,,115.88k,137.79u
,,115.9k,136.8651u
,,115.92k,136.386u
,,115.94k,139.1207u
,,115.96k,142.0855u
,,115.98k,142.4553u
,,116k,143.1327u
,,116.02k,149.0956u
,,116.04k,155.1851u
,,116.06k,157.7178u
,,116.08k,159.236u
,,116.1k,161.206u
,,116.12k,162.6544u
,,116.14k,162.7111u
,,116.16k,164.0356u
,,116.18k,167.4008u
,,116.2k,170.7256u
,,116.22k,172.4686u
,,116.24k,173.2385u
,,116.26k,173.9526u
,,116.28k,176.8925u
,,116.3k,183.3617u
,,116.32k,186.4973u
,,116.34k,184.2858u
,,116.36k,183.5831u
,,116.38k,187.0092u
,,116.4k,189.7733u
,,116.42k,188.6138u
,,116.44k,188.5421u
,,116.46k,189.1648u
,,116.48k,187.3984u
,,116.5k,189.6238u
,,116.52k,195.44u
,,116.54k,199.0694u
,,116.56k,202.8019u
,,116.58k,205.8649u
,,116.6k,204.7989u
,,116.62k,205.0687u
,,116.64k,209.5022u
,,116.66k,213.1733u
,,116.68k,215.5502u
,,116.7k,215.0315u
,,116.72k,210.332u
,,116.74k,208.0885u
,,116.76k,214.5511u
,,116.78k,225.6209u
,,116.8k,229.9556u
,,116.82k,227.174u
,,116.84k,223.9432u
,,116.86k,221.8512u
,,116.88k,219.9463u
,,116.9k,217.0288u
,,116.92k,216u
,,116.94k,216.8147u
,,116.96k,215.5373u
,,116.98k,213.9454u
,,117k,212.3355u
,,117.02k,207.9582u
,,117.04k,204.0777u
,,117.06k,205.9327u
,,117.08k,209.9159u
,,117.1k,209.3804u
,,117.12k,205.7787u
,,117.14k,204.6641u
,,117.16k,206.7547u
,,117.18k,208.4245u
,,117.2k,208.6692u
,,117.22k,209.3407u
,,117.24k,207.84u
,,117.26k,203.2205u
,,117.28k,199.8018u
,,117.3k,197.9567u
,,117.32k,195.7005u
,,117.34k,192.7155u
,,117.36k,188.8781u
,,117.38k,187.5423u
,,117.4k,188.8779u
,,117.42k,186.7371u
,,117.44k,181.7068u
,,117.46k,181.8568u
,,117.48k,186.4383u
,,117.5k,188.2991u
,,117.52k,188.6184u
,,117.54k,185.3837u
,,117.56k,175.3034u
,,117.58k,167.4556u
,,117.6k,169.4371u
,,117.62k,176.5335u
,,117.64k,182.6321u
,,117.66k,190.7855u
,,117.68k,201.9391u
,,117.7k,214.4358u
,,117.72k,228.693u
,,117.74k,243.3337u
,,117.76k,257.5165u
,,117.78k,273.8239u
,,117.8k,297.5317u
,,117.82k,326.4796u
,,117.84k,356.0701u
,,117.86k,388.5755u
,,117.88k,419.1289u
,,117.9k,443.238u
,,117.92k,470.1802u
,,117.94k,502.1282u
,,117.96k,532.5975u
,,117.98k,557.9635u
,,118k,576.7518u
,,118.02k,591.9853u
,,118.04k,605.234u
,,118.06k,609.9998u
,,118.08k,606.5841u
,,118.1k,604.3794u
,,118.12k,602.1979u
,,118.14k,596.287u
,,118.16k,589.0297u
,,118.18k,582.0255u
,,118.2k,580.9513u
,,118.22k,587.6032u
,,118.24k,590.8863u
,,118.26k,579.345u
,,118.28k,559.7584u
,,118.3k,549.6143u
,,118.32k,548.5388u
,,118.34k,542.8132u
,,118.36k,532.8684u
,,118.38k,527.6948u
,,118.4k,525.7004u
,,118.42k,521.2818u
,,118.44k,514.068u
,,118.46k,508.0471u
,,118.48k,506.1992u
,,118.5k,503.5253u
,,118.52k,495.0782u
,,118.54k,488.2946u
,,118.56k,486.1385u
,,118.58k,482.4357u
,,118.6k,479.2938u
,,118.62k,479.7565u
,,118.64k,481.3991u
,,118.66k,482.9608u
,,118.68k,485.6595u
,,118.7k,486.3289u
,,118.72k,478.5284u
,,118.74k,467.5273u
,,118.76k,464.7957u
,,118.78k,468.6092u
,,118.8k,469.6383u
,,118.82k,469.544u
,,118.84k,472.8352u
,,118.86k,473.6098u
,,118.88k,469.3409u
,,118.9k,467.2692u
,,118.92k,469.8673u
,,118.94k,473.4943u
,,118.96k,472.8634u
,,118.98k,467.7841u
,,119k,465.7529u
,,119.02k,466.5245u
,,119.04k,465.5428u
,,119.06k,465.2242u
,,119.08k,467.5962u
,,119.1k,469.1755u
,,119.12k,467.8987u
,,119.14k,465.9841u
,,119.16k,466.4202u
,,119.18k,468.2693u
,,119.2k,467.7834u
,,119.22k,467.3446u
,,119.24k,469.8847u
,,119.26k,472.0061u
,,119.28k,473.9913u
,,119.3k,478.6347u
,,119.32k,483.3899u
,,119.34k,486.2574u
,,119.36k,488.8336u
,,119.38k,491.2354u
,,119.4k,492.0877u
,,119.42k,490.6925u
,,119.44k,487.3897u
,,119.46k,487.2364u
,,119.48k,489.7433u
,,119.5k,489.4019u
,,119.52k,488.8325u
,,119.54k,488.9289u
,,119.56k,487.305u
,,119.58k,486.5146u
,,119.6k,486.3998u
,,119.62k,485.7391u
,,119.64k,486.4063u
,,119.66k,486.9046u
,,119.68k,484.9111u
,,119.7k,481.8126u
,,119.72k,479.2462u
,,119.74k,476.6329u
,,119.76k,475.1564u
,,119.78k,476.1868u
,,119.8k,478.2846u
,,119.82k,480.141u
,,119.84k,482.8048u
,,119.86k,486.6563u
,,119.88k,486.1048u
,,119.9k,480.9311u
,,119.92k,481.4215u
,,119.94k,483.2553u
,,119.96k,476.2582u
,,119.98k,468.044u
,,120k,463.3468u
,,120.02k,457.2468u
,,120.04k,449.8083u
,,120.06k,443.692u
,,120.08k,442.0836u
,,120.1k,443.594u
,,120.12k,441.082u
,,120.14k,435.3752u
,,120.16k,431.6892u
,,120.18k,428.4766u
,,120.2k,426.3382u
,,120.22k,427.5641u
,,120.24k,426.0744u
,,120.26k,420.0499u
,,120.28k,417.119u
,,120.3k,416.472u
,,120.32k,413.776u
,,120.34k,415.2626u
,,120.36k,421.4785u
,,120.38k,423.5694u
,,120.4k,418.4558u
,,120.42k,412.1563u
,,120.44k,416.1953u
,,120.46k,423.5031u
,,120.48k,418.8716u
,,120.5k,411.0934u
,,120.52k,410.6706u
,,120.54k,414.2002u
,,120.56k,419.0226u
,,120.58k,426.5141u
,,120.6k,432.4261u
,,120.62k,432.1647u
,,120.64k,433.4953u
,,120.66k,442.5225u
,,120.68k,450.7771u
,,120.7k,452.2632u
,,120.72k,452.9278u
,,120.74k,455.5697u
,,120.76k,460.2393u
,,120.78k,469.8598u
,,120.8k,479.6631u
,,120.82k,483.2141u
,,120.84k,481.1315u
,,120.86k,480.1729u
,,120.88k,486.2861u
,,120.9k,494.4243u
,,120.92k,501.2128u
,,120.94k,506.0533u
,,120.96k,510.4589u
,,120.98k,523.6787u
,,121k,536.7405u
,,121.02k,536.6874u
,,121.04k,533.2033u
,,121.06k,533.0069u
,,121.08k,535.2559u
,,121.1k,540.9658u
,,121.12k,550.3136u
,,121.14k,559.1176u
,,121.16k,566.9594u
,,121.18k,574.6724u
,,121.2k,577.3558u
,,121.22k,576.2218u
