"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,101.5k,638.2994u
,,101.52k,645.3723u
,,101.54k,642.9288u
,,101.56k,639.8706u
,,101.58k,638.165u
,,101.6k,636.427u
,,101.62k,638.1979u
,,101.64k,637.4343u
,,101.66k,631.2362u
,,101.68k,629.1178u
,,101.7k,634.2755u
,,101.72k,637.8268u
,,101.74k,637.9236u
,,101.76k,641.7498u
,,101.78k,648.1498u
,,101.8k,651.2109u
,,101.82k,651.9467u
,,101.84k,651.3631u
,,101.86k,650.4786u
,,101.88k,651.5769u
,,101.9k,650.0507u
,,101.92k,643.3591u
,,101.94k,638.7364u
,,101.96k,641.8114u
,,101.98k,646.5688u
,,102k,650.1229u
,,102.02k,658.0099u
,,102.04k,667.948u
,,102.06k,672.4547u
,,102.08k,670.5772u
,,102.1k,668.248u
,,102.12k,669.4699u
,,102.14k,674.8112u
,,102.16k,683.9532u
,,102.18k,695.1011u
,,102.2k,705.6383u
,,102.22k,711.8594u
,,102.24k,710.3618u
,,102.26k,700.2145u
,,102.28k,698.6404u
,,102.3k,710.0211u
,,102.32k,712.0647u
,,102.34k,713.5253u
,,102.36k,724.8237u
,,102.38k,728.6178u
,,102.4k,720.8516u
,,102.42k,712.028u
,,102.44k,712.8801u
,,102.46k,727.2822u
,,102.48k,743.9155u
,,102.5k,747.8364u
,,102.52k,748.2304u
,,102.54k,755.7503u
,,102.56k,760.1303u
,,102.58k,759.8271u
,,102.6k,755.0875u
,,102.62k,742.4816u
,,102.64k,733.8373u
,,102.66k,735.6859u
,,102.68k,736.4238u
,,102.7k,731.4609u
,,102.72k,726.0028u
,,102.74k,719.0791u
,,102.76k,709.8572u
,,102.78k,703.795u
,,102.8k,700.5033u
,,102.82k,693.5672u
,,102.84k,687.5922u
,,102.86k,688.4627u
,,102.88k,686.2007u
,,102.9k,673.8529u
,,102.92k,657.7646u
,,102.94k,646.7188u
,,102.96k,643.2135u
,,102.98k,641.5658u
,,103k,642.0398u
,,103.02k,647.6925u
,,103.04k,651.232u
,,103.06k,645.8787u
,,103.08k,632.7586u
,,103.1k,621.0577u
,,103.12k,619.0098u
,,103.14k,620.5337u
,,103.16k,618.0437u
,,103.18k,613.682u
,,103.2k,612.7627u
,,103.22k,610.8596u
,,103.24k,605.1889u
,,103.26k,596.923u
,,103.28k,588.6165u
,,103.3k,588.4067u
,,103.32k,592.6996u
,,103.34k,592.5816u
,,103.36k,588.2181u
,,103.38k,584.7289u
,,103.4k,582.4922u
,,103.42k,581.8531u
,,103.44k,584.054u
,,103.46k,581.8164u
,,103.48k,581.6503u
,,103.5k,589.8283u
,,103.52k,594.8562u
,,103.54k,595.1281u
,,103.56k,590.5155u
,,103.58k,575.8u
,,103.6k,561.985u
,,103.62k,563.1164u
,,103.64k,574.2597u
,,103.66k,584.4536u
,,103.68k,586.9453u
,,103.7k,582.2764u
,,103.72k,577.6985u
,,103.74k,578.862u
,,103.76k,583.6331u
,,103.78k,579.0271u
,,103.8k,562.9659u
,,103.82k,556.7653u
,,103.84k,562.1759u
,,103.86k,562.5849u
,,103.88k,561.919u
,,103.9k,565.7908u
,,103.92k,568.1621u
,,103.94k,565.3647u
,,103.96k,557.9161u
,,103.98k,550.3816u
,,104k,546.6591u
,,104.02k,543.0879u
,,104.04k,545.0942u
,,104.06k,556.1766u
,,104.08k,563.1037u
,,104.1k,562.1982u
,,104.12k,558.3298u
,,104.14k,551.6887u
,,104.16k,545.179u
,,104.18k,545.8708u
,,104.2k,547.071u
,,104.22k,539.3625u
,,104.24k,533.5996u
,,104.26k,536.1129u
,,104.28k,539.397u
,,104.3k,538.222u
,,104.32k,533.8114u
,,104.34k,532.903u
,,104.36k,537.9669u
,,104.38k,539.2817u
,,104.4k,533.2083u
,,104.42k,528.8997u
,,104.44k,524.6976u
,,104.46k,515.3311u
,,104.48k,506.7979u
,,104.5k,505.4423u
,,104.52k,510.6684u
,,104.54k,518.8335u
,,104.56k,525.5146u
,,104.58k,530.6561u
,,104.6k,530.0693u
,,104.62k,519.7687u
,,104.64k,515.7741u
,,104.66k,519.2532u
,,104.68k,514.3188u
,,104.7k,508.8383u
,,104.72k,516.0277u
,,104.74k,526.8193u
,,104.76k,530.6071u
,,104.78k,531.0524u
,,104.8k,531.6155u
,,104.82k,530.3722u
,,104.84k,527.6834u
,,104.86k,525.4812u
,,104.88k,522.0627u
,,104.9k,520.0337u
,,104.92k,520.3519u
,,104.94k,521.5206u
,,104.96k,528.0245u
,,104.98k,531.2109u
,,105k,522.9602u
,,105.02k,514.3372u
,,105.04k,514.1462u
,,105.06k,523.2448u
,,105.08k,536.2855u
,,105.1k,543.2571u
,,105.12k,541.5852u
,,105.14k,540.1511u
,,105.16k,544.129u
,,105.18k,547.6912u
,,105.2k,548.1425u
,,105.22k,545.2914u
,,105.24k,544.1019u
,,105.26k,551.4925u
,,105.28k,560.2899u
,,105.3k,561.2581u
,,105.32k,555.43u
,,105.34k,550.0385u
,,105.36k,555.5595u
,,105.38k,569.4539u
,,105.4k,578.2253u
,,105.42k,577.0319u
,,105.44k,571.8782u
,,105.46k,574.2251u
,,105.48k,584.1168u
,,105.5k,590.7402u
,,105.52k,590.9872u
,,105.54k,589.1357u
,,105.56k,588.162u
,,105.58k,590.3237u
,,105.6k,594.6157u
,,105.62k,598.2519u
,,105.64k,601.9045u
,,105.66k,606.4622u
,,105.68k,608.7466u
,,105.7k,606.9535u
,,105.72k,613.7824u
,,105.74k,631.3233u
,,105.76k,642.7317u
,,105.78k,645.9907u
,,105.8k,649.5505u
,,105.82k,654.8069u
,,105.84k,657.5963u
,,105.86k,654.768u
,,105.88k,653.5451u
,,105.9k,658.7325u
,,105.92k,663.6184u
,,105.94k,666.9986u
,,105.96k,673.0378u
,,105.98k,681.5408u
,,106k,685.2258u
,,106.02k,682.1371u
,,106.04k,679.934u
,,106.06k,684.8325u
,,106.08k,691.9113u
,,106.1k,693.2258u
,,106.12k,695.6838u
,,106.14k,700.8734u
,,106.16k,701.4527u
,,106.18k,699.3267u
,,106.2k,695.7315u
,,106.22k,687.7475u
,,106.24k,678.7107u
,,106.26k,675.7272u
,,106.28k,670.6875u
,,106.3k,658.3232u
,,106.32k,651.8931u
,,106.34k,646.1125u
,,106.36k,628.6668u
,,106.38k,605.9791u
,,106.4k,587.6989u
,,106.42k,578.6123u
,,106.44k,573.5486u
,,106.46k,561.5268u
,,106.48k,548.0449u
,,106.5k,538.2948u
,,106.52k,522.6159u
,,106.54k,507.3065u
,,106.56k,498.5991u
,,106.58k,489.3606u
,,106.6k,478.2441u
,,106.62k,464.0214u
,,106.64k,448.8775u
,,106.66k,441.8536u
,,106.68k,433.7761u
,,106.7k,419.4026u
,,106.72k,412.5672u
,,106.74k,410.8592u
,,106.76k,410.0628u
,,106.78k,410.0939u
,,106.8k,399.4179u
,,106.82k,378.7233u
,,106.84k,366.7109u
,,106.86k,363.4761u
,,106.88k,357.8166u
,,106.9k,351.2193u
,,106.92k,346.2087u
,,106.94k,347.1652u
,,106.96k,352.1382u
,,106.98k,350.8503u
,,107k,341.5857u
,,107.02k,329.878u
,,107.04k,322.7155u
,,107.06k,318.2203u
,,107.08k,314.389u
,,107.1k,318.0684u
,,107.12k,323.5747u
,,107.14k,321.4096u
,,107.16k,316.8942u
,,107.18k,311.2584u
,,107.2k,306.0508u
,,107.22k,305.4394u
,,107.24k,301.1601u
,,107.26k,298.5858u
,,107.28k,299.018u
,,107.3k,293.1311u
,,107.32k,291.651u
,,107.34k,298.6797u
,,107.36k,306.9995u
,,107.38k,311.0212u
,,107.4k,305.4684u
,,107.42k,298.76u
,,107.44k,297.2256u
,,107.46k,294.494u
,,107.48k,289.6378u
,,107.5k,288.4349u
,,107.52k,290.4357u
,,107.54k,286.8694u
,,107.56k,281.5803u
,,107.58k,280.3629u
,,107.6k,277.6312u
,,107.62k,274.5655u
,,107.64k,275.881u
,,107.66k,279.1807u
,,107.68k,280.4498u
,,107.7k,282.163u
,,107.72k,284.5693u
,,107.74k,284.8158u
,,107.76k,282.7879u
,,107.78k,276.5389u
,,107.8k,272.3774u
,,107.82k,276.1135u
,,107.84k,283.7689u
,,107.86k,289.5796u
,,107.88k,287.0709u
,,107.9k,277.2919u
,,107.92k,265.552u
,,107.94k,260.3102u
,,107.96k,263.8415u
,,107.98k,264.0256u
,,108k,262.7104u
,,108.02k,267.9486u
,,108.04k,269.3764u
,,108.06k,263.9429u
,,108.08k,260.8675u
,,108.1k,263.9114u
,,108.12k,270.2085u
,,108.14k,270.5554u
,,108.16k,264.7754u
,,108.18k,260.2022u
,,108.2k,256.3392u
,,108.22k,253.0914u
,,108.24k,251.5338u
,,108.26k,251.3896u
,,108.28k,253.263u
,,108.3k,255.1451u
,,108.32k,256.7442u
,,108.34k,254.7471u
,,108.36k,244.6427u
,,108.38k,236.2778u
,,108.4k,236.5198u
,,108.42k,235.8082u
,,108.44k,229.7437u
,,108.46k,224.4249u
,,108.48k,226.7235u
,,108.5k,228.915u
,,108.52k,225.7078u
,,108.54k,230.2377u
,,108.56k,243.2763u
,,108.58k,256.3918u
,,108.6k,264.4534u
,,108.62k,265.9505u
,,108.64k,260.4243u
,,108.66k,248.331u
,,108.68k,232.9376u
,,108.7k,218.9255u
,,108.72k,217.062u
,,108.74k,226.1838u
,,108.76k,234.332u
,,108.78k,236.7355u
,,108.8k,232.4805u
,,108.82k,222.1459u
,,108.84k,209.2876u
,,108.86k,203.0772u
,,108.88k,205.2741u
,,108.9k,202.6445u
,,108.92k,197.645u
,,108.94k,205.0706u
,,108.96k,215.6987u
,,108.98k,214.8175u
,,109k,202.5601u
,,109.02k,187.709u
,,109.04k,179.5835u
,,109.06k,179.4076u
,,109.08k,180.1875u
,,109.1k,179.0541u
,,109.12k,179.7191u
,,109.14k,179.8102u
,,109.16k,177.5025u
,,109.18k,174.5961u
,,109.2k,169.8902u
,,109.22k,165.9949u
,,109.24k,164.931u
,,109.26k,163.0292u
,,109.28k,161.0531u
,,109.3k,161.2772u
,,109.32k,160.6363u
,,109.34k,157.2964u
,,109.36k,153.2282u
,,109.38k,150.2114u
,,109.4k,148.674u
,,109.42k,150.0919u
,,109.44k,155.767u
,,109.46k,160.4873u
,,109.48k,156.1166u
,,109.5k,142.7817u
,,109.52k,129.583u
,,109.54k,124.4132u
,,109.56k,126.3697u
,,109.58k,129.9492u
,,109.6k,137.2599u
,,109.62k,143.6238u
,,109.64k,144.6419u
,,109.66k,140.3646u
,,109.68k,137.3951u
,,109.7k,138.3577u
,,109.72k,134.2068u
,,109.74k,122.4748u
,,109.76k,113.3621u
,,109.78k,110.6837u
,,109.8k,110.6094u
,,109.82k,111.7971u
,,109.84k,113.6159u
,,109.86k,113.5655u
,,109.88k,113.7067u
,,109.9k,118.7731u
,,109.92k,128.5728u
,,109.94k,136.0777u
,,109.96k,141.0308u
,,109.98k,147.2314u
,,110k,151.0526u
,,110.02k,143.7389u
,,110.04k,127.7594u
,,110.06k,123.6252u
,,110.08k,132.8241u
,,110.1k,134.2703u
,,110.12k,126.893u
,,110.14k,120.3119u
,,110.16k,118.0416u
,,110.18k,121.1993u
,,110.2k,127.2878u
,,110.22k,131.4102u
,,110.24k,129.185u
,,110.26k,125.6597u
,,110.28k,128.8439u
,,110.3k,129.0126u
,,110.32k,123.8858u
,,110.34k,123.893u
,,110.36k,124.5252u
,,110.38k,119.0577u
,,110.4k,113.9074u
,,110.42k,118.5372u
,,110.44k,128.2993u
,,110.46k,129.1741u
,,110.48k,124.3122u
,,110.5k,123.4799u
,,110.52k,123.4924u
,,110.54k,120.7712u
,,110.56k,120.1467u
,,110.58k,121.5224u
,,110.6k,122.617u
,,110.62k,126.3469u
,,110.64k,131.2698u
,,110.66k,132.3583u
,,110.68k,131.7669u
,,110.7k,130.6976u
,,110.72k,129.7392u
,,110.74k,131.8225u
,,110.76k,133.8233u
,,110.78k,132.729u
,,110.8k,131.5034u
,,110.82k,131.1879u
,,110.84k,127.0168u
,,110.86k,121.1256u
,,110.88k,121.9967u
,,110.9k,129.9074u
,,110.92k,138.2864u
,,110.94k,142.0814u
,,110.96k,139.6759u
,,110.98k,134.9706u
,,111k,131.3744u
,,111.02k,126.0699u
,,111.04k,127.161u
,,111.06k,135.5318u
,,111.08k,137.7292u
,,111.1k,134.916u
,,111.12k,132.8978u
,,111.14k,129.6243u
,,111.16k,128.9309u
,,111.18k,135.9367u
,,111.2k,142.7463u
,,111.22k,144.0896u
,,111.24k,145.4778u
,,111.26k,145.9022u
,,111.28k,141.3867u
,,111.3k,137.9965u
,,111.32k,141.0679u
,,111.34k,143.1245u
,,111.36k,140.9114u
,,111.38k,142.6521u
,,111.4k,145.4491u
,,111.42k,145.2217u
,,111.44k,147.1472u
,,111.46k,145.9589u
,,111.48k,138.7117u
,,111.5k,136.7966u
,,111.52k,140.877u
,,111.54k,142.5885u
,,111.56k,140.3648u
,,111.58k,136.4783u
,,111.6k,133.5614u
,,111.62k,135.414u
,,111.64k,141.5364u
,,111.66k,147.3544u
,,111.68k,147.7233u
,,111.7k,141.667u
,,111.72k,137.2384u
,,111.74k,141.087u
,,111.76k,144.7644u
,,111.78k,141.1614u
,,111.8k,137.5484u
,,111.82k,136.5758u
,,111.84k,134.0173u
,,111.86k,130.5105u
,,111.88k,129.5738u
,,111.9k,131.0067u
,,111.92k,131.2049u
,,111.94k,129.3066u
,,111.96k,128.3943u
,,111.98k,128.8459u
,,112k,126.7942u
,,112.02k,121.4099u
,,112.04k,116.1504u
,,112.06k,114.531u
,,112.08k,115.848u
,,112.1k,118.1862u
,,112.12k,122.3431u
,,112.14k,128.236u
,,112.16k,130.4578u
,,112.18k,128.4053u
,,112.2k,129.1132u
,,112.22k,129.3557u
,,112.24k,124.9022u
,,112.26k,122.3498u
,,112.28k,124.3788u
,,112.3k,125.4485u
,,112.32k,124.2619u
,,112.34k,121.5847u
,,112.36k,118.7888u
,,112.38k,119.7774u
,,112.4k,122.7185u
,,112.42k,124.2658u
,,112.44k,124.7297u
,,112.46k,125.8285u
,,112.48k,128.7021u
,,112.5k,131.2557u
,,112.52k,133.0015u
,,112.54k,136.2593u
,,112.56k,140.4192u
,,112.58k,139.7969u
,,112.6k,133.423u
,,112.62k,126.2854u
,,112.64k,121.779u
,,112.66k,120.2055u
,,112.68k,117.9844u
,,112.7k,117.312u
,,112.72k,121.7211u
,,112.74k,127.3u
,,112.76k,130.3488u
,,112.78k,128.5142u
,,112.8k,125.2634u
,,112.82k,122.2723u
,,112.84k,116.7912u
,,112.86k,113.7412u
,,112.88k,116.0435u
,,112.9k,120.9061u
,,112.92k,123.545u
,,112.94k,121.0066u
,,112.96k,116.0115u
,,112.98k,113.1318u
,,113k,113.8117u
,,113.02k,114.1211u
,,113.04k,112.2958u
,,113.06k,109.1333u
,,113.08k,104.67u
,,113.1k,101.2676u
,,113.12k,100.0647u
,,113.14k,97.1935u
,,113.16k,94.557u
,,113.18k,94.57738u
,,113.2k,92.44112u
,,113.22k,86.5444u
,,113.24k,82.91351u
,,113.26k,84.26666u
,,113.28k,83.45673u
,,113.3k,75.23032u
,,113.32k,67.93799u
,,113.34k,65.88389u
,,113.36k,60.449u
,,113.38k,56.08334u
,,113.4k,57.38401u
,,113.42k,56.34847u
,,113.44k,54.2187u
,,113.46k,51.6191u
,,113.48k,46.27109u
,,113.5k,44.23355u
,,113.52k,46.92758u
,,113.54k,47.61529u
,,113.56k,46.45264u
,,113.58k,47.34608u
,,113.6k,49.07823u
,,113.62k,47.86438u
,,113.64k,44.56427u
,,113.66k,42.12815u
,,113.68k,41.30788u
,,113.7k,43.82808u
,,113.72k,45.85059u
,,113.74k,45.26021u
,,113.76k,47.78336u
,,113.78k,52.08299u
,,113.8k,50.23538u
,,113.82k,44.58945u
,,113.84k,40.81811u
,,113.86k,39.33106u
,,113.88k,35.43548u
,,113.9k,33.21291u
,,113.92k,35.74178u
,,113.94k,35.30702u
,,113.96k,35.84992u
,,113.98k,42.41313u
,,114k,44.48252u
,,114.02k,37.15133u
,,114.04k,30.19668u
,,114.06k,28.54092u
,,114.08k,30.02387u
,,114.1k,29.47451u
,,114.12k,26.23098u
,,114.14k,27.4349u
,,114.16k,34.07773u
,,114.18k,37.89909u
,,114.2k,37.61339u
,,114.22k,38.78191u
,,114.24k,42.17225u
,,114.26k,44.25179u
,,114.28k,45.1997u
,,114.3k,45.77647u
,,114.32k,45.17476u
,,114.34k,44.58537u
,,114.36k,45.64187u
,,114.38k,48.02553u
,,114.4k,46.29835u
,,114.42k,40.3044u
,,114.44k,36.69898u
,,114.46k,35.71953u
,,114.48k,37.11218u
,,114.5k,37.66369u
,,114.52k,36.08838u
,,114.54k,38.86822u
,,114.56k,43.56867u
,,114.58k,47.14837u
,,114.6k,51.09632u
,,114.62k,53.46032u
,,114.64k,51.99028u
,,114.66k,50.95844u
,,114.68k,48.87893u
,,114.7k,39.81081u
,,114.72k,33.6006u
,,114.74k,35.88431u
,,114.76k,41.52023u
,,114.78k,49.49265u
,,114.8k,54.34574u
,,114.82k,51.96277u
,,114.84k,47.38452u
,,114.86k,46.08245u
,,114.88k,49.15561u
,,114.9k,52.82514u
,,114.92k,50.97773u
,,114.94k,44.67843u
,,114.96k,43.02124u
,,114.98k,45.68033u
,,115k,46.3123u
,,115.02k,44.12419u
,,115.04k,44.45966u
,,115.06k,46.73523u
,,115.08k,46.51512u
,,115.1k,49.93068u
,,115.12k,59.67984u
,,115.14k,68.06023u
,,115.16k,70.3857u
,,115.18k,70.71243u
,,115.2k,71.12978u
,,115.22k,68.07843u
,,115.24k,59.72808u
,,115.26k,55.02161u
,,115.28k,61.74801u
,,115.3k,72.50847u
,,115.32k,78.93633u
,,115.34k,83.48645u
,,115.36k,90.14834u
,,115.38k,96.44501u
,,115.4k,96.41597u
,,115.42k,92.46008u
,,115.44k,93.60232u
,,115.46k,102.2428u
,,115.48k,111.1605u
,,115.5k,114.506u
,,115.52k,116.6843u
,,115.54k,122.2277u
,,115.56k,128.2338u
,,115.58k,132.3873u
,,115.6k,134.6644u
,,115.62k,135.3929u
,,115.64k,135.0261u
,,115.66k,133.2253u
,,115.68k,129.7273u
,,115.7k,126.7631u
,,115.72k,126.5376u
,,115.74k,126.8969u
,,115.76k,126.9883u
,,115.78k,129.2513u
,,115.8k,132.1113u
,,115.82k,132.9746u
,,115.84k,133.1886u
,,115.86k,133.3286u
,,115.88k,132.1576u
,,115.9k,130.5564u
,,115.92k,128.6361u
,,115.94k,125.5397u
,,115.96k,123.3019u
,,115.98k,124.1839u
,,116k,123.3184u
,,116.02k,117.8852u
,,116.04k,114.7378u
,,116.06k,115.8448u
,,116.08k,115.3215u
,,116.1k,114.3112u
,,116.12k,117.4752u
,,116.14k,122.2958u
,,116.16k,124.1699u
,,116.18k,121.7123u
,,116.2k,116.3252u
,,116.22k,113.7559u
,,116.24k,113.24u
,,116.26k,111.5185u
,,116.28k,113.9929u
,,116.3k,120.8982u
,,116.32k,125.8793u
,,116.34k,123.8705u
,,116.36k,116.1373u
,,116.38k,110.3269u
,,116.4k,107.3433u
,,116.42k,104.3439u
,,116.44k,101.7303u
,,116.46k,100.2373u
,,116.48k,105.0628u
,,116.5k,112.776u
,,116.52k,110.2329u
,,116.54k,101.1521u
,,116.56k,95.58475u
,,116.58k,97.25325u
,,116.6k,105.9496u
,,116.62k,112.2353u
,,116.64k,109.4385u
,,116.66k,102.0973u
,,116.68k,96.18064u
,,116.7k,93.06148u
,,116.72k,91.04372u
,,116.74k,93.01691u
,,116.76k,100.4896u
,,116.78k,106.1987u
,,116.8k,107.0828u
,,116.82k,104.916u
,,116.84k,100.9405u
,,116.86k,96.50671u
,,116.88k,93.2253u
,,116.9k,91.84932u
,,116.92k,93.66911u
,,116.94k,96.42058u
,,116.96k,97.89927u
,,116.98k,100.5783u
,,117k,101.9481u
,,117.02k,99.66601u
,,117.04k,99.84787u
,,117.06k,107.4549u
,,117.08k,117.378u
,,117.1k,124.7562u
,,117.12k,130.4174u
,,117.14k,137.0019u
,,117.16k,142.9809u
,,117.18k,144.8295u
,,117.2k,149.5419u
,,117.22k,164.4069u
,,117.24k,182.2548u
,,117.26k,195.1655u
,,117.28k,205.1077u
,,117.3k,214.7824u
,,117.32k,225.765u
,,117.34k,239.5353u
,,117.36k,256.4556u
,,117.38k,276.163u
,,117.4k,296.7716u
,,117.42k,319.0923u
,,117.44k,345.5161u
,,117.46k,373.5232u
,,117.48k,399.9367u
,,117.5k,423.6413u
,,117.52k,446.2243u
,,117.54k,468.5075u
,,117.56k,490.2438u
,,117.58k,513.6028u
,,117.6k,535.6117u
,,117.62k,551.2992u
,,117.64k,562.1956u
,,117.66k,571.0437u
,,117.68k,577.112u
,,117.7k,580.0368u
,,117.72k,580.3526u
,,117.74k,579.2201u
,,117.76k,576.2914u
,,117.78k,569.7857u
,,117.8k,562.4573u
,,117.82k,556.8299u
,,117.84k,549.5988u
,,117.86k,540.0993u
,,117.88k,532.2412u
,,117.9k,525.6267u
,,117.92k,517.1061u
,,117.94k,506.4893u
,,117.96k,498.1206u
,,117.98k,493.31u
,,118k,486.4741u
,,118.02k,477.8749u
,,118.04k,471.7372u
,,118.06k,467.0307u
,,118.08k,460.7251u
,,118.1k,452.1814u
,,118.12k,446.434u
,,118.14k,446.0523u
,,118.16k,445.1008u
,,118.18k,439.6224u
,,118.2k,432.4992u
,,118.22k,426.4969u
,,118.24k,421.2646u
,,118.26k,418.1284u
,,118.28k,418.5815u
,,118.3k,417.4525u
,,118.32k,412.6182u
,,118.34k,409.9315u
,,118.36k,411.238u
,,118.38k,411.5153u
,,118.4k,410.6283u
,,118.42k,411.4372u
,,118.44k,411.4883u
,,118.46k,407.6505u
,,118.48k,403.1092u
,,118.5k,402.0192u
,,118.52k,402.3875u
,,118.54k,404.1928u
,,118.56k,407.7455u
,,118.58k,409.3762u
,,118.6k,406.9746u
,,118.62k,401.3092u
,,118.64k,394.9197u
,,118.66k,391.6713u
,,118.68k,393.5457u
,,118.7k,395.9592u
,,118.72k,396.0439u
,,118.74k,396.7264u
,,118.76k,399.8957u
,,118.78k,403.5883u
,,118.8k,404.8775u
,,118.82k,404.107u
,,118.84k,403.4983u
,,118.86k,405.5638u
,,118.88k,406.0706u
,,118.9k,402.5304u
,,118.92k,403.2062u
,,118.94k,405.1953u
,,118.96k,402.6214u
,,118.98k,401.3617u
,,119k,405.2949u
,,119.02k,410.793u
,,119.04k,412.164u
,,119.06k,411.2031u
,,119.08k,410.5481u
,,119.1k,408.7431u
,,119.12k,408.5537u
,,119.14k,410.1329u
,,119.16k,410.1102u
,,119.18k,408.2098u
,,119.2k,406.2383u
,,119.22k,407.4683u
,,119.24k,412.8452u
,,119.26k,418.6434u
,,119.28k,418.4456u
,,119.3k,412.2668u
,,119.32k,408.1627u
,,119.34k,410.2337u
,,119.36k,414.8664u
,,119.38k,419.1085u
,,119.4k,422.0708u
,,119.42k,424.9809u
,,119.44k,429.0426u
,,119.46k,430.7921u
,,119.48k,429.5143u
,,119.5k,429.7432u
,,119.52k,429.9532u
,,119.54k,427.8573u
,,119.56k,429.7499u
,,119.58k,434.0102u
,,119.6k,436.1849u
,,119.62k,439.5804u
,,119.64k,444.945u
,,119.66k,449.8963u
,,119.68k,451.9537u
,,119.7k,451.8695u
,,119.72k,452.8873u
,,119.74k,456.1242u
,,119.76k,460.9381u
,,119.78k,465.3165u
,,119.8k,469.0648u
,,119.82k,471.7889u
,,119.84k,472.4535u
,,119.86k,474.9142u
,,119.88k,479.8427u
,,119.9k,487.0114u
,,119.92k,494.6314u
,,119.94k,497.2056u
,,119.96k,498.5541u
,,119.98k,504.3556u
,,120k,511.9335u
,,120.02k,516.0331u
,,120.04k,516.2874u
,,120.06k,515.9699u
,,120.08k,517.0613u
,,120.1k,521.9907u
,,120.12k,530.5885u
,,120.14k,536.2476u
,,120.16k,536.1023u
,,120.18k,537.6387u
,,120.2k,542.9885u
,,120.22k,544.3951u
,,120.24k,542.3901u
,,120.26k,544.3895u
,,120.28k,550.2343u
,,120.3k,556.5705u
,,120.32k,563.227u
,,120.34k,570.7098u
,,120.36k,578.6187u
,,120.38k,582.8203u
,,120.4k,581.0691u
,,120.42k,582.0068u
,,120.44k,586.9943u
,,120.46k,586.4429u
,,120.48k,584.1559u
,,120.5k,588.7282u
,,120.52k,599.2208u
,,120.54k,611.6668u
,,120.56k,619.7881u
,,120.58k,622.8173u
,,120.6k,625.9323u
,,120.62k,629.4352u
,,120.64k,635.3835u
,,120.66k,641.7429u
,,120.68k,643.4098u
,,120.7k,647.554u
,,120.72k,655.5657u
,,120.74k,660.3641u
,,120.76k,664.8585u
,,120.78k,672.5575u
,,120.8k,681.0617u
,,120.82k,686.6986u
,,120.84k,688.6875u
,,120.86k,692.5785u
,,120.88k,700.0951u
,,120.9k,706.0967u
,,120.92k,708.8026u
,,120.94k,713.051u
,,120.96k,720.3011u
,,120.98k,726.7628u
,,121k,732.3478u
,,121.02k,737.1749u
,,121.04k,739.2341u
,,121.06k,742.1942u
,,121.08k,751.8871u
,,121.1k,762.2201u
,,121.12k,766.2582u
,,121.14k,770.1685u
,,121.16k,778.9063u
,,121.18k,789.4426u
,,121.2k,796.7488u
,,121.22k,798.7413u
,,121.24k,800.6245u
,,121.26k,804.3725u
,,121.28k,808.1969u
,,121.3k,818.4102u
,,121.32k,835.4992u
,,121.34k,848.4334u
