"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,101.84k,339.5469u
,,101.86k,342.7321u
,,101.88k,346.3002u
,,101.9k,352.3988u
,,101.92k,358.6907u
,,101.94k,362.6635u
,,101.96k,369.6108u
,,101.98k,384.6885u
,,102k,400.6172u
,,102.02k,415.075u
,,102.04k,433.4497u
,,102.06k,451.7363u
,,102.08k,464.8229u
,,102.1k,478.5381u
,,102.12k,500.9746u
,,102.14k,533.1151u
,,102.16k,568.0136u
,,102.18k,601.6781u
,,102.2k,635.0337u
,,102.22k,663.4786u
,,102.24k,681.2906u
,,102.26k,692.5726u
,,102.28k,710.8192u
,,102.3k,744.251u
,,102.32k,782.9294u
,,102.34k,813.9784u
,,102.36k,837.8924u
,,102.38k,861.9607u
,,102.4k,892.447u
,,102.42k,927.8387u
,,102.44k,953.7156u
,,102.46k,967.4162u
,,102.48k,987.4764u
,,102.5k,1.013515m
,,102.52k,1.033418m
,,102.54k,1.052113m
,,102.56k,1.073039m
,,102.58k,1.090669m
,,102.6k,1.09874m
,,102.62k,1.098349m
,,102.64k,1.098935m
,,102.66k,1.104742m
,,102.68k,1.106589m
,,102.7k,1.098178m
,,102.72k,1.090594m
,,102.74k,1.090945m
,,102.76k,1.094432m
,,102.78k,1.09291m
,,102.8k,1.084724m
,,102.82k,1.078342m
,,102.84k,1.074898m
,,102.86k,1.070308m
,,102.88k,1.066937m
,,102.9k,1.062976m
,,102.92k,1.048755m
,,102.94k,1.024826m
,,102.96k,1.001776m
,,102.98k,990.179u
,,103k,993.982u
,,103.02k,996.7247u
,,103.04k,989.5492u
,,103.06k,980.3773u
,,103.08k,963.8635u
,,103.1k,939.9063u
,,103.12k,922.3261u
,,103.14k,915.5297u
,,103.16k,911.6161u
,,103.18k,902.3001u
,,103.2k,891.4956u
,,103.22k,888.8359u
,,103.24k,888.3757u
,,103.26k,877.1368u
,,103.28k,862.0832u
,,103.3k,855.4495u
,,103.32k,853.5508u
,,103.34k,846.3685u
,,103.36k,829.3361u
,,103.38k,815.5778u
,,103.4k,815.7454u
,,103.42k,815.1011u
,,103.44k,801.8243u
,,103.46k,787.0338u
,,103.48k,783.1316u
,,103.5k,782.2139u
,,103.52k,778.0901u
,,103.54k,772.6822u
,,103.56k,763.7521u
,,103.58k,760.1821u
,,103.6k,759.7973u
,,103.62k,754.476u
,,103.64k,751.4959u
,,103.66k,743.4191u
,,103.68k,730.3748u
,,103.7k,725.5778u
,,103.72k,724.6263u
,,103.74k,715.6298u
,,103.76k,700.3126u
,,103.78k,691.8263u
,,103.8k,690.5404u
,,103.82k,685.966u
,,103.84k,677.0017u
,,103.86k,671.6228u
,,103.88k,667.5458u
,,103.9k,657.0093u
,,103.92k,646.2933u
,,103.94k,642.165u
,,103.96k,642.409u
,,103.98k,641.0116u
,,104k,626.7873u
,,104.02k,602.5639u
,,104.04k,596.6192u
,,104.06k,616.5099u
,,104.08k,631.4127u
,,104.1k,628.0024u
,,104.12k,620.7995u
,,104.14k,614.3843u
,,104.16k,602.82u
,,104.18k,594.7066u
,,104.2k,598.7269u
,,104.22k,604.5773u
,,104.24k,604.9254u
,,104.26k,599.6515u
,,104.28k,587.7229u
,,104.3k,576.313u
,,104.32k,571.8844u
,,104.34k,567.1651u
,,104.36k,561.1145u
,,104.38k,562.5583u
,,104.4k,565.641u
,,104.42k,559.872u
,,104.44k,551.7921u
,,104.46k,549.9183u
,,104.48k,550.8942u
,,104.5k,551.6247u
,,104.52k,550.0289u
,,104.54k,545.3009u
,,104.56k,538.1643u
,,104.58k,524.6866u
,,104.6k,513.225u
,,104.62k,515.0554u
,,104.64k,523.9823u
,,104.66k,532.025u
,,104.68k,539.6375u
,,104.7k,539.2595u
,,104.72k,526.479u
,,104.74k,517.3979u
,,104.76k,515.9273u
,,104.78k,515.7676u
,,104.8k,515.652u
,,104.82k,515.0075u
,,104.84k,513.8387u
,,104.86k,508.8284u
,,104.88k,502.3912u
,,104.9k,500.9436u
,,104.92k,504.4302u
,,104.94k,502.9299u
,,104.96k,497.2538u
,,104.98k,499.8789u
,,105k,504.4576u
,,105.02k,504.9233u
,,105.04k,505.7697u
,,105.06k,501.7413u
,,105.08k,487.396u
,,105.1k,471.4024u
,,105.12k,468.8942u
,,105.14k,474.5616u
,,105.16k,473.9008u
,,105.18k,469.187u
,,105.2k,465.0038u
,,105.22k,461.2858u
,,105.24k,458.4981u
,,105.26k,454.3437u
,,105.28k,447.685u
,,105.3k,443.639u
,,105.32k,444.2376u
,,105.34k,440.9227u
,,105.36k,434.8362u
,,105.38k,434.4624u
,,105.4k,426.6985u
,,105.42k,410.0842u
,,105.44k,399.6172u
,,105.46k,391.3436u
,,105.48k,383.6558u
,,105.5k,386.3831u
,,105.52k,390.0064u
,,105.54k,377.2026u
,,105.56k,362.5539u
,,105.58k,360.5872u
,,105.6k,360.4398u
,,105.62k,358.2479u
,,105.64k,353.5055u
,,105.66k,346.2122u
,,105.68k,341.6383u
,,105.7k,340.569u
,,105.72k,341.0765u
,,105.74k,339.4009u
,,105.76k,339.8788u
,,105.78k,345.2476u
,,105.8k,348.5405u
,,105.82k,345.5537u
,,105.84k,332.6875u
,,105.86k,316.6163u
,,105.88k,312.7592u
,,105.9k,319.5866u
,,105.92k,322.096u
,,105.94k,319.9645u
,,105.96k,320.771u
,,105.98k,324.5903u
,,106k,328.2142u
,,106.02k,329.5127u
,,106.04k,329.9792u
,,106.06k,326.1899u
,,106.08k,319.2869u
,,106.1k,320.2089u
,,106.12k,325.2233u
,,106.14k,318.447u
,,106.16k,300.1963u
,,106.18k,286.2636u
,,106.2k,285.1047u
,,106.22k,295.3505u
,,106.24k,307.0718u
,,106.26k,309.0714u
,,106.28k,306.363u
,,106.3k,303.6112u
,,106.32k,295.2829u
,,106.34k,287.9263u
,,106.36k,286.4405u
,,106.38k,284.1061u
,,106.4k,282.452u
,,106.42k,286.7512u
,,106.44k,294.6493u
,,106.46k,297.8018u
,,106.48k,295.0509u
,,106.5k,291.5888u
,,106.52k,288.0875u
,,106.54k,287.6143u
,,106.56k,287.8144u
,,106.58k,283.6534u
,,106.6k,279.6329u
,,106.62k,275.8347u
,,106.64k,273.064u
,,106.66k,272.568u
,,106.68k,268.0003u
,,106.7k,265.2386u
,,106.72k,273.4782u
,,106.74k,280.4614u
,,106.76k,274.755u
,,106.78k,262.5356u
,,106.8k,253.3154u
,,106.82k,252.8767u
,,106.84k,260.174u
,,106.86k,266.9464u
,,106.88k,268.2752u
,,106.9k,264.2059u
,,106.92k,257.8656u
,,106.94k,249.6005u
,,106.96k,241.517u
,,106.98k,240.3145u
,,107k,246.4096u
,,107.02k,253.648u
,,107.04k,255.7494u
,,107.06k,251.7434u
,,107.08k,249.0258u
,,107.1k,250.6973u
,,107.12k,252.7909u
,,107.14k,254.7891u
,,107.16k,255.7445u
,,107.18k,254.5288u
,,107.2k,255.044u
,,107.22k,261.234u
,,107.24k,270.5752u
,,107.26k,277.2763u
,,107.28k,274.7405u
,,107.3k,265.0271u
,,107.32k,261.4075u
,,107.34k,263.6338u
,,107.36k,263.0032u
,,107.38k,265.7852u
,,107.4k,276.0751u
,,107.42k,281.0626u
,,107.44k,276.9071u
,,107.46k,275.6157u
,,107.48k,279.0439u
,,107.5k,278.7694u
,,107.52k,275.5802u
,,107.54k,276.7373u
,,107.56k,282.0152u
,,107.58k,282.9512u
,,107.6k,279.4511u
,,107.62k,276.1387u
,,107.64k,271.465u
,,107.66k,269.7125u
,,107.68k,274.8974u
,,107.7k,281.6136u
,,107.72k,284.189u
,,107.74k,278.6876u
,,107.76k,269.922u
,,107.78k,269.6364u
,,107.8k,278.4004u
,,107.82k,286.335u
,,107.84k,287.7u
,,107.86k,284.8297u
,,107.88k,286.6568u
,,107.9k,295.2666u
,,107.92k,301.3246u
,,107.94k,299.159u
,,107.96k,299.4217u
,,107.98k,305.2075u
,,108k,299.7419u
,,108.02k,289.7732u
,,108.04k,298.5092u
,,108.06k,318.5953u
,,108.08k,329.2319u
,,108.1k,331.0394u
,,108.12k,331.4121u
,,108.14k,330.3888u
,,108.16k,332.4976u
,,108.18k,336.4372u
,,108.2k,337.1872u
,,108.22k,339.3625u
,,108.24k,344.5976u
,,108.26k,351.0984u
,,108.28k,356.9413u
,,108.3k,361.1864u
,,108.32k,366.5606u
,,108.34k,373.424u
,,108.36k,380.0185u
,,108.38k,383.8773u
,,108.4k,385.1574u
,,108.42k,385.9488u
,,108.44k,383.8965u
,,108.46k,379.376u
,,108.48k,378.9081u
,,108.5k,387.7981u
,,108.52k,398.8503u
,,108.54k,397.0453u
,,108.56k,386.0208u
,,108.58k,380.6884u
,,108.6k,377.956u
,,108.62k,371.1156u
,,108.64k,368.3509u
,,108.66k,368.8609u
,,108.68k,364.3991u
,,108.7k,361.7676u
,,108.72k,365.4561u
,,108.74k,367.1406u
,,108.76k,367.0964u
,,108.78k,370.9818u
,,108.8k,378.031u
,,108.82k,385.1169u
,,108.84k,386.8221u
,,108.86k,379.3396u
,,108.88k,369.268u
,,108.9k,362.9578u
,,108.92k,355.8497u
,,108.94k,349.1361u
,,108.96k,348.6924u
,,108.98k,353.0543u
,,109k,360.9433u
,,109.02k,365.0555u
,,109.04k,356.612u
,,109.06k,341.429u
,,109.08k,333.9018u
,,109.1k,337.315u
,,109.12k,342.3025u
,,109.14k,343.9011u
,,109.16k,340.7856u
,,109.18k,333.2864u
,,109.2k,327.1613u
,,109.22k,327.6526u
,,109.24k,328.9402u
,,109.26k,324.7882u
,,109.28k,318.4396u
,,109.3k,315.4925u
,,109.32k,316.8842u
,,109.34k,317.2339u
,,109.36k,314.6098u
,,109.38k,310.1415u
,,109.4k,306.8578u
,,109.42k,307.9714u
,,109.44k,307.77u
,,109.46k,303.2002u
,,109.48k,302.1674u
,,109.5k,301.8542u
,,109.52k,296.2377u
,,109.54k,295.6341u
,,109.56k,301.4779u
,,109.58k,304.977u
,,109.6k,307.3208u
,,109.62k,308.202u
,,109.64k,304.7651u
,,109.66k,298.9993u
,,109.68k,292.9346u
,,109.7k,290.0552u
,,109.72k,293.1008u
,,109.74k,298.586u
,,109.76k,301.3663u
,,109.78k,300.5783u
,,109.8k,297.8606u
,,109.82k,293.2198u
,,109.84k,285.3139u
,,109.86k,276.6651u
,,109.88k,270.7381u
,,109.9k,265.7386u
,,109.92k,266.258u
,,109.94k,276.9788u
,,109.96k,288.6763u
,,109.98k,287.9715u
,,110k,271.6221u
,,110.02k,255.5448u
,,110.04k,256.5838u
,,110.06k,267.0609u
,,110.08k,273.5605u
,,110.1k,270.6221u
,,110.12k,261.0401u
,,110.14k,252.7655u
,,110.16k,244.481u
,,110.18k,239.9712u
,,110.2k,249.1145u
,,110.22k,262.6097u
,,110.24k,263.0303u
,,110.26k,256.8422u
,,110.28k,260.0566u
,,110.3k,266.9284u
,,110.32k,266.9246u
,,110.34k,260.1377u
,,110.36k,256.5927u
,,110.38k,261.6451u
,,110.4k,264.0442u
,,110.42k,254.519u
,,110.44k,244.0536u
,,110.46k,248.3256u
,,110.48k,257.693u
,,110.5k,256.0712u
,,110.52k,248.9656u
,,110.54k,245.5222u
,,110.56k,245.9402u
,,110.58k,248.0862u
,,110.6k,248.9484u
,,110.62k,251.2619u
,,110.64k,256.5566u
,,110.66k,255.0591u
,,110.68k,246.221u
,,110.7k,239.234u
,,110.72k,235.6019u
,,110.74k,235.0016u
,,110.76k,239.1231u
,,110.78k,246.5447u
,,110.8k,254.2036u
,,110.82k,257.4424u
,,110.84k,256.4529u
,,110.86k,255.0981u
,,110.88k,251.1291u
,,110.9k,244.6476u
,,110.92k,240.1072u
,,110.94k,240.242u
,,110.96k,244.9565u
,,110.98k,253.4035u
,,111k,258.8355u
,,111.02k,254.541u
,,111.04k,246.8563u
,,111.06k,242.0389u
,,111.08k,243.3304u
,,111.1k,247.8257u
,,111.12k,246.9605u
,,111.14k,246.175u
,,111.16k,246.5682u
,,111.18k,239.3592u
,,111.2k,230.8675u
,,111.22k,230.9102u
,,111.24k,232.2901u
,,111.26k,229.7973u
,,111.28k,230.7541u
,,111.3k,235.7566u
,,111.32k,239.3354u
,,111.34k,240.7786u
,,111.36k,239.119u
,,111.38k,235.6345u
,,111.4k,237.8769u
,,111.42k,242.1984u
,,111.44k,241.1132u
,,111.46k,240.934u
,,111.48k,243.1837u
,,111.5k,239.8211u
,,111.52k,232.3232u
,,111.54k,228.7404u
,,111.56k,229.8516u
,,111.58k,235.2704u
,,111.6k,239.4995u
,,111.62k,238.6213u
,,111.64k,239.8098u
,,111.66k,241.6119u
,,111.68k,240.8148u
,,111.7k,241.7154u
,,111.72k,244.3687u
,,111.74k,244.8166u
,,111.76k,243.0988u
,,111.78k,241.4669u
,,111.8k,239.7352u
,,111.82k,238.1139u
,,111.84k,237.7864u
,,111.86k,239.5071u
,,111.88k,244.4206u
,,111.9k,250.628u
,,111.92k,254.3682u
,,111.94k,252.3948u
,,111.96k,245.804u
,,111.98k,242.3229u
,,112k,243.6225u
,,112.02k,247.4527u
,,112.04k,251.8402u
,,112.06k,254.5114u
,,112.08k,255.3052u
,,112.1k,252.5436u
,,112.12k,248.7911u
,,112.14k,250.1436u
,,112.16k,259.0723u
,,112.18k,270.456u
,,112.2k,274.6266u
,,112.22k,269.0012u
,,112.24k,262.3482u
,,112.26k,262.4075u
,,112.28k,265.1441u
,,112.3k,264.5426u
,,112.32k,261.9938u
,,112.34k,260.729u
,,112.36k,261.9573u
,,112.38k,263.6164u
,,112.4k,263.7573u
,,112.42k,265.1213u
,,112.44k,268.5461u
,,112.46k,272.1848u
,,112.48k,276.2591u
,,112.5k,279.4016u
,,112.52k,281.013u
,,112.54k,283.5545u
,,112.56k,286.3957u
,,112.58k,284.2161u
,,112.6k,279.2457u
,,112.62k,280.5305u
,,112.64k,284.1146u
,,112.66k,283.5872u
,,112.68k,283.3899u
,,112.7k,286.9059u
,,112.72k,293.6562u
,,112.74k,298.6147u
,,112.76k,296.0454u
,,112.78k,289.7652u
,,112.8k,286.3437u
,,112.82k,284.2923u
,,112.84k,280.5328u
,,112.86k,279.8707u
,,112.88k,283.4421u
,,112.9k,281.3101u
,,112.92k,271.0047u
,,112.94k,260.6431u
,,112.96k,252.5909u
,,112.98k,243.5945u
,,113k,231.2112u
,,113.02k,217.2731u
,,113.04k,208.1102u
,,113.06k,202.1591u
,,113.08k,193.2728u
,,113.1k,184.4801u
,,113.12k,178.7666u
,,113.14k,173.1037u
,,113.16k,166.5922u
,,113.18k,159.0107u
,,113.2k,150.418u
,,113.22k,141.6531u
,,113.24k,134.4618u
,,113.26k,129.8747u
,,113.28k,124.3873u
,,113.3k,116.9786u
,,113.32k,112.1138u
,,113.34k,112.7546u
,,113.36k,112.7998u
,,113.38k,108.655u
,,113.4k,107.4098u
,,113.42k,109.4089u
,,113.44k,110.8254u
,,113.46k,109.9381u
,,113.48k,106.9823u
,,113.5k,104.7212u
,,113.52k,105.1846u
,,113.54k,107.4757u
,,113.56k,108.094u
,,113.58k,106.6045u
,,113.6k,105.8976u
,,113.62k,106.6535u
,,113.64k,106.535u
,,113.66k,104.3148u
,,113.68k,102.7431u
,,113.7k,103.3289u
,,113.72k,105.5681u
,,113.74k,109.6813u
,,113.76k,112.0908u
,,113.78k,109.6081u
,,113.8k,107.0155u
,,113.82k,106.3803u
,,113.84k,104.8154u
,,113.86k,104.3794u
,,113.88k,107.761u
,,113.9k,109.4856u
,,113.92k,105.3229u
,,113.94k,101.3982u
,,113.96k,99.3056u
,,113.98k,98.28856u
,,114k,102.7012u
,,114.02k,105.8894u
,,114.04k,102.1624u
,,114.06k,101.1486u
,,114.08k,106.9026u
,,114.1k,113.4639u
,,114.12k,115.2685u
,,114.14k,111.3899u
,,114.16k,106.0394u
,,114.18k,101.1047u
,,114.2k,100.7553u
,,114.22k,106.1082u
,,114.24k,106.6229u
,,114.26k,100.1943u
,,114.28k,94.87281u
,,114.3k,95.57328u
,,114.32k,101.7323u
,,114.34k,107.7638u
,,114.36k,107.1119u
,,114.38k,102.3999u
,,114.4k,100.4497u
,,114.42k,101.8669u
,,114.44k,104.0792u
,,114.46k,102.8497u
,,114.48k,100.4351u
,,114.5k,103.2579u
,,114.52k,105.8881u
,,114.54k,104.7791u
,,114.56k,106.305u
,,114.58k,109.3835u
,,114.6k,108.9177u
,,114.62k,106.5108u
,,114.64k,103.5177u
,,114.66k,101.6207u
,,114.68k,100.8196u
,,114.7k,99.76266u
,,114.72k,97.27626u
,,114.74k,94.86993u
,,114.76k,97.89135u
,,114.78k,101.8179u
,,114.8k,99.83179u
,,114.82k,96.79725u
,,114.84k,98.57131u
,,114.86k,103.4978u
,,114.88k,107.8294u
,,114.9k,110.6047u
,,114.92k,111.898u
,,114.94k,109.5248u
,,114.96k,106.0843u
,,114.98k,106.4171u
,,115k,108.4848u
,,115.02k,111.6181u
,,115.04k,114.8674u
,,115.06k,114.3673u
,,115.08k,111.695u
,,115.1k,112.1105u
,,115.12k,116.9583u
,,115.14k,124.0955u
,,115.16k,127.1821u
,,115.18k,123.4489u
,,115.2k,118.0491u
,,115.22k,117.4278u
,,115.24k,120.8942u
,,115.26k,121.8292u
,,115.28k,121.8082u
,,115.3k,123.5787u
,,115.32k,124.4759u
,,115.34k,125.9941u
,,115.36k,126.7807u
,,115.38k,121.9381u
,,115.4k,118.8793u
,,115.42k,123.8301u
,,115.44k,130.6563u
,,115.46k,136.5725u
,,115.48k,141.8727u
,,115.5k,144.1761u
,,115.52k,141.8527u
,,115.54k,135.1201u
,,115.56k,130.7241u
,,115.58k,132.1104u
,,115.6k,136.1793u
,,115.62k,142.3105u
,,115.64k,146.8754u
,,115.66k,146.9402u
,,115.68k,146.5422u
,,115.7k,147.1431u
,,115.72k,148.1974u
,,115.74k,151.8245u
,,115.76k,154.1369u
,,115.78k,152.2038u
,,115.8k,155.4531u
,,115.82k,165.1463u
,,115.84k,170.2797u
,,115.86k,167.3159u
,,115.88k,162.2541u
,,115.9k,161.1598u
,,115.92k,164.0808u
,,115.94k,167.4988u
,,115.96k,169.9521u
,,115.98k,172.1139u
,,116k,172.3273u
,,116.02k,172.7163u
,,116.04k,175.6196u
,,116.06k,177.6716u
,,116.08k,179.5034u
,,116.1k,180.5042u
,,116.12k,179.7744u
,,116.14k,180.4927u
,,116.16k,180.6667u
,,116.18k,178.4735u
,,116.2k,176.1855u
,,116.22k,177.3125u
,,116.24k,181.3913u
,,116.26k,183.7339u
,,116.28k,183.8691u
,,116.3k,183.9277u
,,116.32k,186.2786u
,,116.34k,188.5344u
,,116.36k,188.4195u
,,116.38k,187.0555u
,,116.4k,187.0014u
,,116.42k,193.4216u
,,116.44k,201.6514u
,,116.46k,201.7818u
,,116.48k,197.0231u
,,116.5k,196.4533u
,,116.52k,202.0849u
,,116.54k,210.0077u
,,116.56k,213.7847u
,,116.58k,214.6078u
,,116.6k,217.7989u
,,116.62k,221.6597u
,,116.64k,226.6276u
,,116.66k,234.2913u
,,116.68k,242.7266u
,,116.7k,249.2898u
,,116.72k,252.5098u
,,116.74k,253.2202u
,,116.76k,253.2088u
,,116.78k,255.8196u
,,116.8k,262.3835u
,,116.82k,270.408u
,,116.84k,274.2623u
,,116.86k,274.5094u
,,116.88k,274.8124u
,,116.9k,275.7257u
,,116.92k,277.112u
,,116.94k,276.0831u
,,116.96k,274.0698u
,,116.98k,273.5115u
,,117k,273.7385u
,,117.02k,275.0417u
,,117.04k,276.7418u
,,117.06k,278.8733u
,,117.08k,281.9473u
,,117.1k,283.8445u
,,117.12k,283.1836u
,,117.14k,280.1698u
,,117.16k,276.0589u
,,117.18k,275.4091u
,,117.2k,276.1253u
,,117.22k,271.9592u
,,117.24k,267.7788u
,,117.26k,269.7335u
,,117.28k,275.3892u
,,117.3k,279.1518u
,,117.32k,278.1692u
,,117.34k,273.4964u
,,117.36k,266.4766u
,,117.38k,260.6136u
,,117.4k,260.1043u
,,117.42k,261.4034u
,,117.44k,262.6696u
,,117.46k,265.5161u
,,117.48k,268.2414u
,,117.5k,271.053u
,,117.52k,269.6334u
,,117.54k,262.0717u
,,117.56k,255.1101u
,,117.58k,248.5136u
,,117.6k,242.0789u
,,117.62k,239.1729u
,,117.64k,237.2866u
,,117.66k,237.5206u
,,117.68k,240.3034u
,,117.7k,240.0128u
,,117.72k,238.025u
,,117.74k,240.5313u
,,117.76k,246.8557u
,,117.78k,250.657u
,,117.8k,248.5098u
,,117.82k,243.0081u
,,117.84k,239.1888u
,,117.86k,239.4647u
,,117.88k,242.2347u
,,117.9k,245.7818u
,,117.92k,252.0714u
,,117.94k,261.4716u
,,117.96k,270.5265u
,,117.98k,278.2123u
,,118k,287.8462u
,,118.02k,301.8581u
,,118.04k,321.4626u
,,118.06k,347.3002u
,,118.08k,374.6116u
,,118.1k,396.4352u
,,118.12k,410.8577u
,,118.14k,422.6835u
,,118.16k,439.5097u
,,118.18k,462.1938u
,,118.2k,484.5907u
,,118.22k,501.8848u
,,118.24k,516.3857u
,,118.26k,531.5789u
,,118.28k,545.9815u
,,118.3k,554.9276u
,,118.32k,554.9522u
,,118.34k,549.161u
,,118.36k,542.8559u
,,118.38k,539.5201u
,,118.4k,539.6023u
,,118.42k,540.7616u
,,118.44k,539.7366u
,,118.46k,537.3309u
,,118.48k,533.6805u
,,118.5k,526.3898u
,,118.52k,520.6633u
,,118.54k,518.4753u
,,118.56k,516.437u
,,118.58k,515.4918u
,,118.6k,511.3076u
,,118.62k,503.1546u
,,118.64k,499.1015u
,,118.66k,498.5422u
,,118.68k,494.7427u
,,118.7k,487.1878u
,,118.72k,482.516u
,,118.74k,483.0926u
,,118.76k,483.67u
,,118.78k,478.9457u
,,118.8k,470.8315u
,,118.82k,467.9177u
,,118.84k,473.3091u
,,118.86k,481.7535u
,,118.88k,481.9393u
,,118.9k,471.7632u
,,118.92k,466.895u
,,118.94k,470.4644u
,,118.96k,472.2002u
,,118.98k,471.3857u
,,119k,473.2853u
,,119.02k,479.1155u
,,119.04k,481.7991u
,,119.06k,481.5699u
,,119.08k,482.8454u
,,119.1k,481.9419u
,,119.12k,480.9815u
,,119.14k,481.7829u
,,119.16k,480.3952u
,,119.18k,476.5536u
,,119.2k,471.7355u
,,119.22k,470.6951u
,,119.24k,477.1161u
,,119.26k,482.8812u
,,119.28k,482.1705u
,,119.3k,481.7581u
,,119.32k,483.6479u
,,119.34k,486.6893u
,,119.36k,491.3035u
,,119.38k,494.2768u
,,119.4k,495.4193u
,,119.42k,495.2252u
,,119.44k,493.4969u
,,119.46k,493.8619u
,,119.48k,496.2203u
,,119.5k,497.7721u
,,119.52k,502.292u
,,119.54k,508.6683u
,,119.56k,507.1808u
,,119.58k,500.3081u
,,119.6k,501.2991u
,,119.62k,510.4393u
,,119.64k,517.5047u
,,119.66k,521.6147u
,,119.68k,524.8031u
,,119.7k,523.6848u
,,119.72k,520.6774u
,,119.74k,520.4043u
,,119.76k,523.5545u
,,119.78k,528.9946u
,,119.8k,531.7971u
,,119.82k,530.425u
,,119.84k,531.307u
,,119.86k,536.4896u
,,119.88k,539.0257u
,,119.9k,539.6565u
,,119.92k,543.9694u
,,119.94k,548.6328u
,,119.96k,553.2396u
,,119.98k,558.233u
,,120k,558.7867u
,,120.02k,557.9804u
,,120.04k,563.8488u
,,120.06k,573.0637u
,,120.08k,574.4888u
,,120.1k,567.3691u
,,120.12k,562.8318u
,,120.14k,568.9253u
,,120.16k,579.7702u
,,120.18k,585.6199u
,,120.2k,586.1222u
,,120.22k,585.3299u
,,120.24k,582.6348u
,,120.26k,579.4465u
,,120.28k,580.4103u
,,120.3k,584.2877u
,,120.32k,588.465u
,,120.34k,592.4805u
,,120.36k,598.0398u
,,120.38k,603.2144u
,,120.4k,601.3015u
,,120.42k,593.9319u
,,120.44k,589.9732u
,,120.46k,591.1895u
,,120.48k,591.2417u
,,120.5k,589.8807u
,,120.52k,590.2623u
,,120.54k,588.6558u
,,120.56k,583.8943u
,,120.58k,582.8713u
,,120.6k,586.8067u
,,120.62k,585.6644u
,,120.64k,576.6384u
,,120.66k,568.2632u
,,120.68k,564.7337u
,,120.7k,564.8641u
,,120.72k,567.6006u
,,120.74k,568.5493u
,,120.76k,565.1771u
,,120.78k,559.7993u
,,120.8k,553.7473u
,,120.82k,549.401u
,,120.84k,545.7802u
,,120.86k,541.0723u
,,120.88k,537.3073u
,,120.9k,534.9939u
,,120.92k,533.6124u
,,120.94k,533.3242u
,,120.96k,534.4606u
,,120.98k,535.7279u
,,121k,533.0636u
,,121.02k,525.2622u
,,121.04k,524.2457u
,,121.06k,535.1136u
,,121.08k,545.4986u
,,121.1k,553.0568u
,,121.12k,560.5115u
,,121.14k,566.2444u
,,121.16k,571.4303u
,,121.18k,575.9426u
,,121.2k,582.0241u
,,121.22k,592.9577u
