"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,101.92k,334.3529u
,,101.94k,349.0522u
,,101.96k,359.4651u
,,101.98k,371.1034u
,,102k,392.1757u
,,102.02k,415.2521u
,,102.04k,433.1937u
,,102.06k,449.2256u
,,102.08k,471.266u
,,102.1k,504.877u
,,102.12k,535.8216u
,,102.14k,555.3985u
,,102.16k,582.8398u
,,102.18k,613.6841u
,,102.2k,638.9195u
,,102.22k,674.1243u
,,102.24k,710.6355u
,,102.26k,735.3174u
,,102.28k,764.9215u
,,102.3k,806.5166u
,,102.32k,845.2813u
,,102.34k,884.7947u
,,102.36k,921.7575u
,,102.38k,948.2253u
,,102.4k,983.9353u
,,102.42k,1.02881m
,,102.44k,1.063469m
,,102.46k,1.086898m
,,102.48k,1.105692m
,,102.5k,1.116132m
,,102.52k,1.122936m
,,102.54k,1.140231m
,,102.56k,1.16464m
,,102.58k,1.187783m
,,102.6k,1.205371m
,,102.62k,1.209184m
,,102.64k,1.200398m
,,102.66k,1.191923m
,,102.68k,1.193092m
,,102.7k,1.201758m
,,102.72k,1.206781m
,,102.74k,1.202462m
,,102.76k,1.194848m
,,102.78k,1.189264m
,,102.8k,1.186452m
,,102.82k,1.183763m
,,102.84k,1.176585m
,,102.86k,1.166184m
,,102.88k,1.158017m
,,102.9k,1.149858m
,,102.92k,1.136242m
,,102.94k,1.119143m
,,102.96k,1.106066m
,,102.98k,1.100973m
,,103k,1.09758m
,,103.02k,1.087316m
,,103.04k,1.068159m
,,103.06k,1.046685m
,,103.08k,1.033143m
,,103.1k,1.027539m
,,103.12k,1.018734m
,,103.14k,1.001911m
,,103.16k,984.7701u
,,103.18k,977.6754u
,,103.2k,977.2751u
,,103.22k,969.652u
,,103.24k,950.7629u
,,103.26k,929.6083u
,,103.28k,919.1254u
,,103.3k,915.7073u
,,103.32k,908.11u
,,103.34k,900.1615u
,,103.36k,894.2497u
,,103.38k,886.6333u
,,103.4k,876.7315u
,,103.42k,865.0383u
,,103.44k,851.8978u
,,103.46k,838.9349u
,,103.48k,824.2789u
,,103.5k,810.4308u
,,103.52k,805.5582u
,,103.54k,803.3511u
,,103.56k,797.6125u
,,103.58k,787.6914u
,,103.6k,771.743u
,,103.62k,760.6286u
,,103.64k,760.7639u
,,103.66k,756.8569u
,,103.68k,744.9107u
,,103.7k,738.7068u
,,103.72k,737.4804u
,,103.74k,733.2868u
,,103.76k,724.3608u
,,103.78k,711.3933u
,,103.8k,693.2568u
,,103.82k,674.0058u
,,103.84k,671.2574u
,,103.86k,679.4745u
,,103.88k,678.4981u
,,103.9k,671.0252u
,,103.92k,661.0347u
,,103.94k,649.9319u
,,103.96k,642.6455u
,,103.98k,637.9163u
,,104k,630.5306u
,,104.02k,623.3511u
,,104.04k,618.7872u
,,104.06k,613.4843u
,,104.08k,612.4374u
,,104.1k,613.1264u
,,104.12k,606.1705u
,,104.14k,594.2664u
,,104.16k,586.3768u
,,104.18k,588.4511u
,,104.2k,596.7864u
,,104.22k,599.4736u
,,104.24k,590.9068u
,,104.26k,579.9916u
,,104.28k,576.7748u
,,104.3k,577.7729u
,,104.32k,578.237u
,,104.34k,576.7048u
,,104.36k,571.4707u
,,104.38k,563.5227u
,,104.4k,552.6902u
,,104.42k,541.484u
,,104.44k,536.884u
,,104.46k,538.0435u
,,104.48k,541.6458u
,,104.5k,547.2932u
,,104.52k,547.505u
,,104.54k,541.1444u
,,104.56k,535.1898u
,,104.58k,530.0856u
,,104.6k,522.3496u
,,104.62k,513.4325u
,,104.64k,507.1228u
,,104.66k,502.8909u
,,104.68k,499.7116u
,,104.7k,496.7849u
,,104.72k,492.4498u
,,104.74k,488.8595u
,,104.76k,491.5927u
,,104.78k,501.6433u
,,104.8k,504.7335u
,,104.82k,495.0855u
,,104.84k,485.4205u
,,104.86k,480.942u
,,104.88k,479.6605u
,,104.9k,479.6477u
,,104.92k,480.5643u
,,104.94k,479.4305u
,,104.96k,475.0008u
,,104.98k,473.1537u
,,105k,474.878u
,,105.02k,477.0268u
,,105.04k,478.2808u
,,105.06k,475.9073u
,,105.08k,467.8471u
,,105.1k,457.7711u
,,105.12k,449.8673u
,,105.14k,448.8844u
,,105.16k,460.1299u
,,105.18k,474.3927u
,,105.2k,474.3694u
,,105.22k,464.7307u
,,105.24k,459.5668u
,,105.26k,457.2793u
,,105.28k,453.8342u
,,105.3k,448.5283u
,,105.32k,439.9678u
,,105.34k,435.1195u
,,105.36k,433.3846u
,,105.38k,425.6081u
,,105.4k,419.7093u
,,105.42k,419.8084u
,,105.44k,415.5103u
,,105.46k,404.9587u
,,105.48k,394.5568u
,,105.5k,386.1984u
,,105.52k,380.0826u
,,105.54k,374.6729u
,,105.56k,369.2051u
,,105.58k,369.6584u
,,105.6k,370.8645u
,,105.62k,364.7003u
,,105.64k,358.1349u
,,105.66k,357.7616u
,,105.68k,356.7944u
,,105.7k,353.0915u
,,105.72k,352.166u
,,105.74k,354.5266u
,,105.76k,354.759u
,,105.78k,347.5523u
,,105.8k,342.4962u
,,105.82k,345.0479u
,,105.84k,346.9858u
,,105.86k,344.3424u
,,105.88k,337.1585u
,,105.9k,329.1091u
,,105.92k,326.6816u
,,105.94k,326.9462u
,,105.96k,324.6311u
,,105.98k,321.0475u
,,106k,313.7723u
,,106.02k,306.624u
,,106.04k,305.5167u
,,106.06k,308.3001u
,,106.08k,311.8887u
,,106.1k,311.3346u
,,106.12k,306.6339u
,,106.14k,307.1274u
,,106.16k,313.6825u
,,106.18k,314.3875u
,,106.2k,309.7782u
,,106.22k,308.6645u
,,106.24k,309.8602u
,,106.26k,311.4244u
,,106.28k,310.7811u
,,106.3k,303.7217u
,,106.32k,296.562u
,,106.34k,291.4946u
,,106.36k,291.0596u
,,106.38k,302.3005u
,,106.4k,311.6293u
,,106.42k,305.8769u
,,106.44k,292.2786u
,,106.46k,283.2285u
,,106.48k,284.2458u
,,106.5k,287.7303u
,,106.52k,284.2766u
,,106.54k,278.6383u
,,106.56k,279.8886u
,,106.58k,288.4782u
,,106.6k,293.9811u
,,106.62k,289.6784u
,,106.64k,278.7798u
,,106.66k,268.1734u
,,106.68k,262.4475u
,,106.7k,260.6168u
,,106.72k,264.8126u
,,106.74k,274.2231u
,,106.76k,278.5513u
,,106.78k,276.9941u
,,106.8k,277.1836u
,,106.82k,275.8419u
,,106.84k,267.845u
,,106.86k,265.1667u
,,106.88k,267.4526u
,,106.9k,260.3611u
,,106.92k,253.3437u
,,106.94k,254.8244u
,,106.96k,260.109u
,,106.98k,264.1945u
,,107k,266.9865u
,,107.02k,274.1372u
,,107.04k,283.1501u
,,107.06k,290.1324u
,,107.08k,291.9938u
,,107.1k,287.5982u
,,107.12k,287.4121u
,,107.14k,296.9375u
,,107.16k,307.4262u
,,107.18k,309.7317u
,,107.2k,301.9875u
,,107.22k,294.7074u
,,107.24k,297.0504u
,,107.26k,297.5258u
,,107.28k,288.005u
,,107.3k,284.2051u
,,107.32k,293.1962u
,,107.34k,301.0465u
,,107.36k,300.7005u
,,107.38k,297.0271u
,,107.4k,297.3604u
,,107.42k,298.7476u
,,107.44k,301.9912u
,,107.46k,312.4757u
,,107.48k,315.8692u
,,107.5k,305.2177u
,,107.52k,298.95u
,,107.54k,304.5902u
,,107.56k,305.9238u
,,107.58k,294.9494u
,,107.6k,282.8646u
,,107.62k,281.2005u
,,107.64k,284.5001u
,,107.66k,282.3751u
,,107.68k,279.5363u
,,107.7k,279.9812u
,,107.72k,278.5265u
,,107.74k,274.2852u
,,107.76k,273.5732u
,,107.78k,278.2381u
,,107.8k,282.9474u
,,107.82k,282.7727u
,,107.84k,275.8026u
,,107.86k,273.519u
,,107.88k,285.926u
,,107.9k,301.1301u
,,107.92k,308.7971u
,,107.94k,308.6997u
,,107.96k,299.9927u
,,107.98k,289.405u
,,108k,293.5909u
,,108.02k,305.2067u
,,108.04k,303.8333u
,,108.06k,300.9599u
,,108.08k,306.2481u
,,108.1k,308.4868u
,,108.12k,306.0587u
,,108.14k,307.4505u
,,108.16k,317.8992u
,,108.18k,333.7289u
,,108.2k,341.516u
,,108.22k,338.8627u
,,108.24k,342.522u
,,108.26k,351.9129u
,,108.28k,353u
,,108.3k,353.4935u
,,108.32k,358.993u
,,108.34k,361.1371u
,,108.36k,362.2877u
,,108.38k,364.9176u
,,108.4k,370.39u
,,108.42k,380.8062u
,,108.44k,384.5603u
,,108.46k,376.4671u
,,108.48k,368.4452u
,,108.5k,364.7425u
,,108.52k,363.6644u
,,108.54k,369.9632u
,,108.56k,378.6537u
,,108.58k,378.289u
,,108.6k,375.5513u
,,108.62k,382.2656u
,,108.64k,391.0937u
,,108.66k,387.7915u
,,108.68k,372.3344u
,,108.7k,364.6026u
,,108.72k,373.2443u
,,108.74k,387.0395u
,,108.76k,397.3811u
,,108.78k,396.0581u
,,108.8k,383.7175u
,,108.82k,371.6651u
,,108.84k,368.9047u
,,108.86k,377.3328u
,,108.88k,387.3961u
,,108.9k,385.2291u
,,108.92k,372.1318u
,,108.94k,363.4868u
,,108.96k,363.7935u
,,108.98k,359.5266u
,,109k,347.4099u
,,109.02k,337.6675u
,,109.04k,336.5365u
,,109.06k,339.5933u
,,109.08k,342.5362u
,,109.1k,349.6461u
,,109.12k,354.4185u
,,109.14k,349.7865u
,,109.16k,342.7942u
,,109.18k,339.06u
,,109.2k,340.9428u
,,109.22k,341.6893u
,,109.24k,335.1215u
,,109.26k,325.8322u
,,109.28k,317.4648u
,,109.3k,316.7689u
,,109.32k,322.3841u
,,109.34k,325.6708u
,,109.36k,328.2702u
,,109.38k,328.1615u
,,109.4k,323.4877u
,,109.42k,320.8402u
,,109.44k,319.2488u
,,109.46k,317.0617u
,,109.48k,314.0229u
,,109.5k,311.8362u
,,109.52k,309.6688u
,,109.54k,302.5545u
,,109.56k,300.3935u
,,109.58k,303.7567u
,,109.6k,303.9418u
,,109.62k,303.6735u
,,109.64k,302.6171u
,,109.66k,302.5701u
,,109.68k,303.1201u
,,109.7k,301.2684u
,,109.72k,299.5725u
,,109.74k,293.3199u
,,109.76k,284.4808u
,,109.78k,281.1485u
,,109.8k,279.0042u
,,109.82k,281.2025u
,,109.84k,288.3869u
,,109.86k,288.9694u
,,109.88k,282.5313u
,,109.9k,280.3758u
,,109.92k,277.8133u
,,109.94k,264.8521u
,,109.96k,255.0476u
,,109.98k,252.5079u
,,110k,250.9355u
,,110.02k,255.9267u
,,110.04k,266.9121u
,,110.06k,275.4799u
,,110.08k,274.947u
,,110.1k,272.8743u
,,110.12k,278.8483u
,,110.14k,277.9604u
,,110.16k,270.4843u
,,110.18k,273.8821u
,,110.2k,276.5277u
,,110.22k,265.6964u
,,110.24k,251.8901u
,,110.26k,247.643u
,,110.28k,251.4385u
,,110.3k,253.4212u
,,110.32k,255.0412u
,,110.34k,259.9551u
,,110.36k,259.6314u
,,110.38k,249.1108u
,,110.4k,238.1846u
,,110.42k,238.8796u
,,110.44k,248.1047u
,,110.46k,256.3811u
,,110.48k,255.5197u
,,110.5k,249.8245u
,,110.52k,247.8995u
,,110.54k,244.8047u
,,110.56k,238.9498u
,,110.58k,235.3357u
,,110.6k,239.6288u
,,110.62k,248.4612u
,,110.64k,247.4723u
,,110.66k,238.3371u
,,110.68k,233.2575u
,,110.7k,231.2768u
,,110.72k,230.3309u
,,110.74k,227.0169u
,,110.76k,222.5296u
,,110.78k,224.8615u
,,110.8k,228.9881u
,,110.82k,232.1717u
,,110.84k,236.3402u
,,110.86k,237.9653u
,,110.88k,238.4096u
,,110.9k,240.2827u
,,110.92k,240.8618u
,,110.94k,239.6578u
,,110.96k,239.3204u
,,110.98k,244.5533u
,,111k,251.662u
,,111.02k,250.7134u
,,111.04k,247.0045u
,,111.06k,245.3494u
,,111.08k,241.3761u
,,111.1k,237.0118u
,,111.12k,236.017u
,,111.14k,240.1819u
,,111.16k,244.8804u
,,111.18k,243.3192u
,,111.2k,238.6952u
,,111.22k,239.1608u
,,111.24k,242.693u
,,111.26k,241.3718u
,,111.28k,240.2366u
,,111.3k,245.1322u
,,111.32k,247.9207u
,,111.34k,243.7629u
,,111.36k,236.8304u
,,111.38k,235.1954u
,,111.4k,243.2729u
,,111.42k,250.8933u
,,111.44k,251.4475u
,,111.46k,251.5627u
,,111.48k,253.7633u
,,111.5k,255.2371u
,,111.52k,255.4844u
,,111.54k,256.1496u
,,111.56k,258.2986u
,,111.58k,261.6217u
,,111.6k,262.0842u
,,111.62k,261.5999u
,,111.64k,262.8433u
,,111.66k,259.1365u
,,111.68k,256.7604u
,,111.7k,262.9763u
,,111.72k,269.0943u
,,111.74k,272.0863u
,,111.76k,272.1129u
,,111.78k,266.5783u
,,111.8k,259.2868u
,,111.82k,257.5617u
,,111.84k,261.5828u
,,111.86k,263.7516u
,,111.88k,264.1624u
,,111.9k,270.4999u
,,111.92k,278.8581u
,,111.94k,280.193u
,,111.96k,279.0226u
,,111.98k,283.2216u
,,112k,287.0466u
,,112.02k,283.6684u
,,112.04k,278.2537u
,,112.06k,274.0957u
,,112.08k,269.6163u
,,112.1k,268.6587u
,,112.12k,273.8229u
,,112.14k,277.9904u
,,112.16k,275.8847u
,,112.18k,272.0562u
,,112.2k,270.9131u
,,112.22k,273.1564u
,,112.24k,277.1764u
,,112.26k,276.8696u
,,112.28k,273.0412u
,,112.3k,272.8103u
,,112.32k,276.309u
,,112.34k,280.1869u
,,112.36k,280.6202u
,,112.38k,274.697u
,,112.4k,266.8002u
,,112.42k,264.3593u
,,112.44k,265.4615u
,,112.46k,265.7434u
,,112.48k,268.3041u
,,112.5k,270.1182u
,,112.52k,266.3789u
,,112.54k,263.0392u
,,112.56k,263.0219u
,,112.58k,263.8477u
,,112.6k,265.1495u
,,112.62k,265.4746u
,,112.64k,265.4103u
,,112.66k,266.2365u
,,112.68k,264.8303u
,,112.7k,263.6156u
,,112.72k,265.6235u
,,112.74k,266.8423u
,,112.76k,267.7048u
,,112.78k,273.4029u
,,112.8k,282.6224u
,,112.82k,286.4134u
,,112.84k,282.6206u
,,112.86k,278.8041u
,,112.88k,277.643u
,,112.9k,277.8186u
,,112.92k,281.7583u
,,112.94k,289.8898u
,,112.96k,294.1037u
,,112.98k,292.7245u
,,113k,293.5427u
,,113.02k,294.914u
,,113.04k,296.846u
,,113.06k,303.1651u
,,113.08k,308.7115u
,,113.1k,309.8905u
,,113.12k,306.9616u
,,113.14k,301.0628u
,,113.16k,298.2219u
,,113.18k,304.2728u
,,113.2k,313.2198u
,,113.22k,317.0908u
,,113.24k,315.8762u
,,113.26k,315.2156u
,,113.28k,317.6308u
,,113.3k,318.0986u
,,113.32k,315.0945u
,,113.34k,311.4647u
,,113.36k,310.1024u
,,113.38k,311.785u
,,113.4k,314.6679u
,,113.42k,312.2383u
,,113.44k,301.2508u
,,113.46k,289.888u
,,113.48k,281.8962u
,,113.5k,274.9813u
,,113.52k,270.6218u
,,113.54k,266.7591u
,,113.56k,261.0746u
,,113.58k,255.1023u
,,113.6k,247.1064u
,,113.62k,236.8934u
,,113.64k,226.5167u
,,113.66k,213.8275u
,,113.68k,195.4803u
,,113.7k,174.5904u
,,113.72k,161.3125u
,,113.74k,155.708u
,,113.76k,149.0216u
,,113.78k,140.0822u
,,113.8k,129.9501u
,,113.82k,120.3593u
,,113.84k,115.0682u
,,113.86k,111.1586u
,,113.88k,102.5461u
,,113.9k,90.66257u
,,113.92k,82.1621u
,,113.94k,78.25353u
,,113.96k,74.64586u
,,113.98k,66.18212u
,,114k,55.06688u
,,114.02k,50.6206u
,,114.04k,52.15314u
,,114.06k,50.46432u
,,114.08k,44.33563u
,,114.1k,40.7273u
,,114.12k,44.83243u
,,114.14k,54.43086u
,,114.16k,58.54263u
,,114.18k,51.35532u
,,114.2k,45.19823u
,,114.22k,47.41692u
,,114.24k,50.45662u
,,114.26k,48.87626u
,,114.28k,48.18973u
,,114.3k,51.12015u
,,114.32k,52.448u
,,114.34k,54.72459u
,,114.36k,61.05615u
,,114.38k,62.46665u
,,114.4k,57.66962u
,,114.42k,56.7255u
,,114.44k,61.34339u
,,114.46k,65.50431u
,,114.48k,66.99801u
,,114.5k,68.55501u
,,114.52k,68.74856u
,,114.54k,65.13889u
,,114.56k,63.32372u
,,114.58k,67.43938u
,,114.6k,72.9638u
,,114.62k,75.6537u
,,114.64k,78.42596u
,,114.66k,83.90993u
,,114.68k,89.39651u
,,114.7k,91.58024u
,,114.72k,91.28459u
,,114.74k,89.95106u
,,114.76k,89.37672u
,,114.78k,92.6732u
,,114.8k,95.96233u
,,114.82k,95.20053u
,,114.84k,92.10421u
,,114.86k,93.21482u
,,114.88k,99.39768u
,,114.9k,98.59355u
,,114.92k,93.47476u
,,114.94k,98.47075u
,,114.96k,106.7292u
,,114.98k,103.7362u
,,115k,98.38895u
,,115.02k,98.83251u
,,115.04k,96.71357u
,,115.06k,93.5214u
,,115.08k,94.3901u
,,115.1k,96.50196u
,,115.12k,97.21915u
,,115.14k,96.2131u
,,115.16k,98.80963u
,,115.18k,104.0013u
,,115.2k,106.8115u
,,115.22k,108.0047u
,,115.24k,104.2168u
,,115.26k,97.70399u
,,115.28k,96.70036u
,,115.3k,100.297u
,,115.32k,104.3638u
,,115.34k,109.6132u
,,115.36k,115.7014u
,,115.38k,117.9033u
,,115.4k,117.2699u
,,115.42k,119.0203u
,,115.44k,121.8917u
,,115.46k,122.5223u
,,115.48k,119.6859u
,,115.5k,117.1676u
,,115.52k,121.3932u
,,115.54k,127.4834u
,,115.56k,127.9288u
,,115.58k,127.2227u
,,115.6k,129.4655u
,,115.62k,131.5802u
,,115.64k,130.8524u
,,115.66k,127.5966u
,,115.68k,126.3078u
,,115.7k,129.4927u
,,115.72k,133.6591u
,,115.74k,136.4792u
,,115.76k,136.9686u
,,115.78k,136.6529u
,,115.8k,138.2339u
,,115.82k,140.3686u
,,115.84k,142.7806u
,,115.86k,144.5749u
,,115.88k,144.9035u
,,115.9k,144.2284u
,,115.92k,143.9887u
,,115.94k,147.068u
,,115.96k,152.7622u
,,115.98k,155.4272u
,,116k,153.6084u
,,116.02k,149.8926u
,,116.04k,147.3886u
,,116.06k,149.3313u
,,116.08k,154.2657u
,,116.1k,155.3668u
,,116.12k,152.1465u
,,116.14k,150.742u
,,116.16k,154.3087u
,,116.18k,161.631u
,,116.2k,166.208u
,,116.22k,165.1461u
,,116.24k,165.1563u
,,116.26k,165.4553u
,,116.28k,165.3497u
,,116.3k,172.1134u
,,116.32k,180.9046u
,,116.34k,184.1709u
,,116.36k,187.006u
,,116.38k,193.5003u
,,116.4k,199.4607u
,,116.42k,200.6792u
,,116.44k,201.0153u
,,116.46k,201.6832u
,,116.48k,202.2567u
,,116.5k,207.5423u
,,116.52k,213.3074u
,,116.54k,214.0802u
,,116.56k,215.786u
,,116.58k,223.8767u
,,116.6k,232.6882u
,,116.62k,235.6599u
,,116.64k,237.9971u
,,116.66k,243.203u
,,116.68k,245.367u
,,116.7k,244.5789u
,,116.72k,248.5886u
,,116.74k,255.6501u
,,116.76k,261.6295u
,,116.78k,267.2001u
,,116.8k,269.1782u
,,116.82k,269.6574u
,,116.84k,270.4188u
,,116.86k,268.8854u
,,116.88k,266.516u
,,116.9k,263.9249u
,,116.92k,262.853u
,,116.94k,264.2853u
,,116.96k,267.5443u
,,116.98k,272.057u
,,117k,276.3361u
,,117.02k,278.2731u
,,117.04k,273.9611u
,,117.06k,266.399u
,,117.08k,261.0171u
,,117.1k,258.7033u
,,117.12k,261.4998u
,,117.14k,266.4501u
,,117.16k,271.7058u
,,117.18k,276.2054u
,,117.2k,275.7057u
,,117.22k,268.91u
,,117.24k,257.2995u
,,117.26k,251.928u
,,117.28k,256.0609u
,,117.3k,259.6589u
,,117.32k,261.2874u
,,117.34k,259.8417u
,,117.36k,256.3646u
,,117.38k,257.5169u
,,117.4k,261.2354u
,,117.42k,260.1153u
,,117.44k,252.8906u
,,117.46k,246.6639u
,,117.48k,244.3113u
,,117.5k,242.0393u
,,117.52k,239.7422u
,,117.54k,236.7322u
,,117.56k,234.2793u
,,117.58k,233.5746u
,,117.6k,229.8072u
,,117.62k,226.2655u
,,117.64k,227.8976u
,,117.66k,230.0786u
,,117.68k,230.531u
,,117.7k,226.3427u
,,117.72k,217.3942u
,,117.74k,215.0239u
,,117.76k,221.2488u
,,117.78k,229.3659u
,,117.8k,236.7045u
,,117.82k,237.8326u
,,117.84k,237.6693u
,,117.86k,247.1829u
,,117.88k,263.0037u
,,117.9k,277.6583u
,,117.92k,289.4973u
,,117.94k,302.3038u
,,117.96k,324.2078u
,,117.98k,352.3406u
,,118k,375.3513u
,,118.02k,396.0691u
,,118.04k,423.8043u
,,118.06k,454.2285u
,,118.08k,483.2323u
,,118.1k,510.9077u
,,118.12k,533.7759u
,,118.14k,553.8602u
,,118.16k,570.6255u
,,118.18k,580.535u
,,118.2k,586.1588u
,,118.22k,590.7667u
,,118.24k,592.8714u
,,118.26k,592.0012u
,,118.28k,591.5404u
,,118.3k,589.639u
,,118.32k,583.9226u
,,118.34k,575.3836u
,,118.36k,566.2131u
,,118.38k,560.3549u
,,118.4k,555.9699u
,,118.42k,550.8461u
,,118.44k,547.8911u
,,118.46k,545.536u
,,118.48k,538.748u
,,118.5k,528.4593u
,,118.52k,518.4973u
,,118.54k,510.8553u
,,118.56k,507.892u
,,118.58k,507.8295u
,,118.6k,507.8861u
,,118.62k,506.4327u
,,118.64k,502.2936u
,,118.66k,498.3788u
,,118.68k,495.7208u
,,118.7k,492.0057u
,,118.72k,485.1046u
,,118.74k,480.7905u
,,118.76k,483.352u
,,118.78k,486.45u
,,118.8k,484.6542u
,,118.82k,477.3298u
,,118.84k,470.7693u
,,118.86k,469.1422u
,,118.88k,468.3392u
,,118.9k,468.976u
,,118.92k,474.7092u
,,118.94k,479.072u
,,118.96k,474.6558u
,,118.98k,469.4431u
,,119k,470.6165u
,,119.02k,473.2797u
,,119.04k,473.693u
,,119.06k,470.5781u
,,119.08k,464.9352u
,,119.1k,462.0815u
,,119.12k,466.2448u
,,119.14k,473.9416u
,,119.16k,478.4064u
,,119.18k,478.9508u
,,119.2k,476.6926u
,,119.22k,472.8075u
,,119.24k,471.4566u
,,119.26k,474.2733u
,,119.28k,479.2329u
,,119.3k,483.0301u
,,119.32k,479.2008u
,,119.34k,469.4097u
,,119.36k,466.3712u
,,119.38k,471.5291u
,,119.4k,476.9572u
,,119.42k,480.6407u
,,119.44k,485.4784u
,,119.46k,491.9451u
,,119.48k,494.5479u
,,119.5k,494.3416u
,,119.52k,494.2102u
,,119.54k,491.1655u
,,119.56k,488.627u
,,119.58k,489.9041u
,,119.6k,492.3604u
,,119.62k,494.7032u
,,119.64k,495.032u
,,119.66k,492.513u
,,119.68k,490.8937u
,,119.7k,493.9798u
,,119.72k,502.3977u
,,119.74k,510.7167u
,,119.76k,512.7615u
,,119.78k,510.2033u
,,119.8k,506.7817u
,,119.82k,505.6919u
,,119.84k,508.2711u
,,119.86k,512.631u
,,119.88k,518.7048u
,,119.9k,524.5415u
,,119.92k,524.6537u
,,119.94k,518.6471u
,,119.96k,513.8369u
,,119.98k,513.6328u
,,120k,517.0126u
,,120.02k,521.5548u
,,120.04k,521.397u
,,120.06k,519.5617u
,,120.08k,522.7211u
,,120.1k,525.9037u
,,120.12k,522.6588u
,,120.14k,517.3434u
,,120.16k,517.776u
,,120.18k,520.5246u
,,120.2k,519.1372u
,,120.22k,515.9134u
,,120.24k,512.8942u
,,120.26k,510.2366u
,,120.28k,507.7194u
,,120.3k,502.764u
,,120.32k,496.6045u
,,120.34k,493.7086u
,,120.36k,493.64u
,,120.38k,490.4701u
,,120.4k,483.8832u
,,120.42k,478.2396u
,,120.44k,473.3751u
,,120.46k,469.0124u
,,120.48k,464.893u
,,120.5k,457.5292u
,,120.52k,448.2041u
,,120.54k,445.923u
,,120.56k,449.3911u
,,120.58k,449.4102u
,,120.6k,449.9384u
,,120.62k,453.6719u
,,120.64k,453.0656u
,,120.66k,449.258u
,,120.68k,447.1398u
,,120.7k,444.7579u
,,120.72k,441.5685u
,,120.74k,439.0149u
,,120.76k,438.8395u
,,120.78k,441.5449u
,,120.8k,444.574u
,,120.82k,448.4269u
,,120.84k,451.8334u
,,120.86k,453.0557u
,,120.88k,454.3593u
,,120.9k,456.8298u
,,120.92k,460.8093u
,,120.94k,466.136u
,,120.96k,473.0249u
,,120.98k,476.8273u
,,121k,476.9324u
,,121.02k,480.7251u
,,121.04k,486.2561u
,,121.06k,493.5412u
,,121.08k,506.6737u
,,121.1k,518.3019u
